word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,It's,0,4,0.5809,0.7212,wav2vec2_ctc_forced_alignment,-0.15882,3,14,2,2,True,189,58,151,178,-0.01672,2,True,False,True,0.7
1,perceived,5,14,0.9215,1.4423,wav2vec2_ctc_forced_alignment,-0.15882,1,52,5,5,True,184,56,156,187,-0.06036,5,True,False,True,1.2
2,that,15,19,1.5425,1.6627,wav2vec2_ctc_forced_alignment,-0.15882,1,12,1,1,True,186,59,154,189,-0.01556,1,True,False,True,1.6
3,you,20,23,1.7027,2.0433,wav2vec2_ctc_forced_alignment,-0.15882,1,34,3,3,True,184,69,152,179,-0.18104,3,True,False,True,1.9
4,have,24,28,3.105,3.3654,wav2vec2_ctc_forced_alignment,-0.15882,1,26,2,2,True,191,63,153,184,-0.00504,2,True,False,True,3.2
5,actually,29,37,3.4255,3.7059,wav2vec2_ctc_forced_alignment,-0.15882,1,28,3,3,True,188,65,153,183,-0.00307,3,True,False,True,3.6
6,learned,38,45,3.8061,4.0865,wav2vec2_ctc_forced_alignment,-0.15882,1,28,2,2,True,190,65,153,184,-0.08447,2,True,False,True,3.9
7,something,46,55,4.2668,4.6875,wav2vec2_ctc_forced_alignment,-0.15882,1,42,4,4,True,189,68,155,188,-0.06527,4,True,False,True,4.5
8,over,57,61,5.4687,5.5889,wav2vec2_ctc_forced_alignment,-0.15882,1,12,1,1,True,188,69,154,183,-0.00338,1,True,False,True,5.5
9,the,62,65,5.649,5.7091,wav2vec2_ctc_forced_alignment,-0.15882,1,6,1,1,True,189,68,153,181,-0.00619,1,True,False,True,5.7
10,course,66,72,5.7492,5.9495,wav2vec2_ctc_forced_alignment,-0.15882,1,20,2,2,True,189,68,153,182,-0.1216,2,True,False,True,5.8
11,of,73,75,5.9695,6.0296,wav2vec2_ctc_forced_alignment,-0.15882,1,6,1,1,True,188,65,155,185,-1.82471,1,True,False,True,6.0
12,your,76,80,6.0497,6.1699,wav2vec2_ctc_forced_alignment,-0.15882,1,12,1,1,True,188,66,154,184,-0.47652,1,True,False,True,6.1
13,carreer,81,88,6.23,6.4503,wav2vec2_ctc_forced_alignment,-0.15882,2,23,2,2,True,189,64,153,186,-1.12351,2,True,False,True,6.3
14,and,90,93,6.4904,6.5505,wav2vec2_ctc_forced_alignment,-0.15882,1,6,1,1,True,185,66,153,181,-0.15432,1,True,False,True,6.5
15,that,94,98,6.5705,6.6506,wav2vec2_ctc_forced_alignment,-0.15882,1,8,1,1,True,180,65,154,180,-0.05495,1,True,False,True,6.6
16,you,99,102,6.6907,6.7909,wav2vec2_ctc_forced_alignment,-0.15882,1,10,1,1,True,181,63,152,182,-0.0161,1,True,False,True,6.7
17,won't,103,108,6.8509,7.0513,wav2vec2_ctc_forced_alignment,-0.15882,3,20,2,2,True,180,68,150,178,-0.07222,2,True,False,True,7.0
18,make,109,113,7.3517,7.512,wav2vec2_ctc_forced_alignment,-0.15882,1,16,2,2,True,177,66,152,180,-0.10132,2,True,False,True,7.4
19,the,114,117,7.5521,7.6122,wav2vec2_ctc_forced_alignment,-0.15882,1,6,1,1,True,178,67,151,181,-0.05928,1,True,False,True,7.6
20,mistake,118,125,7.6522,7.9727,wav2vec2_ctc_forced_alignment,-0.15882,1,32,3,3,True,177,65,153,183,-0.0448,3,True,False,True,7.8
21,twice,126,131,8.0729,8.3934,wav2vec2_ctc_forced_alignment,-0.15882,1,32,3,3,True,178,65,152,183,-0.0347,3,True,False,True,8.2
