word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,Do,0,2,0.5407,0.6409,wav2vec2_ctc_forced_alignment,-0.36209,1,10,1,1,True,232,31,86,105,-0.00099,1,True,False,True,0.6
1,so,3,5,0.761,0.9212,wav2vec2_ctc_forced_alignment,-0.36209,1,16,2,2,True,232,30,86,105,-0.08004,2,True,False,True,0.8
2,and,6,9,1.522,1.6222,wav2vec2_ctc_forced_alignment,-0.36209,1,10,1,1,True,233,29,87,105,-0.01054,1,True,False,True,1.6
3,as,10,12,1.7023,1.7624,wav2vec2_ctc_forced_alignment,-0.36209,1,6,0,0,True,234,29,86,103,-0.00754,0,True,True,True,1.7
4,well,13,17,1.8224,2.0427,wav2vec2_ctc_forced_alignment,-0.36209,1,22,2,2,True,235,27,88,105,-0.00115,2,True,False,True,1.9
5,you'll,18,24,2.5634,2.7837,wav2vec2_ctc_forced_alignment,-0.36209,3,22,2,2,True,238,29,87,102,-0.03316,2,True,False,True,2.7
6,also,25,29,2.8238,3.0241,wav2vec2_ctc_forced_alignment,-0.36209,1,20,2,2,True,236,28,87,103,-4e-05,2,True,False,True,2.9
7,want,30,34,3.1242,3.3245,wav2vec2_ctc_forced_alignment,-0.36209,1,20,2,2,True,233,27,85,103,-0.096,2,True,False,True,3.2
8,to,35,37,3.4046,3.5448,wav2vec2_ctc_forced_alignment,-0.36209,1,14,1,1,True,231,27,85,103,-0.00022,1,True,False,True,3.5
9,remove,38,44,3.6849,3.9453,wav2vec2_ctc_forced_alignment,-0.36209,1,26,3,3,True,229,26,83,102,-0.11811,3,True,False,True,3.8
10,any,45,48,4.0054,4.1255,wav2vec2_ctc_forced_alignment,-0.36209,1,12,1,1,True,226,27,83,103,-0.03186,1,True,False,True,4.1
11,clutter,49,56,4.2257,4.5261,wav2vec2_ctc_forced_alignment,-0.36209,2,30,3,3,True,225,29,83,106,-0.00093,3,True,False,True,4.4
12,from,57,61,4.5661,4.6863,wav2vec2_ctc_forced_alignment,-0.36209,1,12,1,1,True,227,29,83,102,-0.0278,1,True,False,True,4.6
13,that,62,66,5.0067,5.1069,wav2vec2_ctc_forced_alignment,-0.36209,1,10,1,1,True,226,31,84,104,-0.02434,1,True,False,True,5.1
14,you've,67,73,5.1669,5.3472,wav2vec2_ctc_forced_alignment,-0.36209,3,18,2,2,True,225,36,82,100,-0.00265,2,True,False,True,5.3
15,accumulated,74,85,5.3872,6.0281,wav2vec2_ctc_forced_alignment,-0.36209,1,64,7,7,True,225,33,83,102,-1.83735,7,True,False,True,5.7
