word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,So,0,2,0.0,0.1614,proportional_fallback_low_ctc_confidence,-7.04431,1,17,2,2,False,280,0,720,720,-8.91304,2,False,False,False,0.1
1,we,3,5,0.1614,0.3228,proportional_fallback_low_ctc_confidence,-7.04431,1,16,2,2,False,280,0,720,720,-7.51229,2,False,False,False,0.2
2,coordinate,6,16,0.3228,1.1298,proportional_fallback_low_ctc_confidence,-7.04431,1,80,8,8,False,280,0,720,720,-6.4512,8,False,False,False,0.7
3,with,17,21,1.1298,1.4526,proportional_fallback_low_ctc_confidence,-7.04431,1,33,3,3,False,280,0,720,720,-5.86155,3,False,False,False,1.3
4,all,22,25,1.4526,1.6948,proportional_fallback_low_ctc_confidence,-7.04431,1,24,2,2,False,280,0,720,720,-6.60943,2,False,False,False,1.6
5,the,26,29,1.6948,1.9369,proportional_fallback_low_ctc_confidence,-7.04431,1,24,3,3,True,745,106,148,148,-3.2097,3,False,False,False,1.8
6,proper,30,36,1.9369,2.4211,proportional_fallback_low_ctc_confidence,-7.04431,1,49,5,5,True,743,104,152,152,-7.10393,5,False,False,False,2.2
7,technical,37,46,2.4211,3.1474,proportional_fallback_low_ctc_confidence,-7.04431,1,72,7,7,True,746,108,144,144,-6.72664,7,False,False,False,2.8
8,fields,47,53,3.1474,3.6316,proportional_fallback_low_ctc_confidence,-7.04431,1,49,5,5,True,743,100,152,152,-8.13894,5,False,False,False,3.4
9,to,54,56,3.6316,3.793,proportional_fallback_low_ctc_confidence,-7.04431,1,16,1,1,True,750,103,145,145,-3.63369,1,False,False,False,3.7
10,get,57,60,3.793,4.0351,proportional_fallback_low_ctc_confidence,-7.04431,1,24,3,3,True,750,101,152,152,-7.98719,3,False,False,False,3.9
11,ready,61,66,4.0351,4.4386,proportional_fallback_low_ctc_confidence,-7.04431,1,40,4,4,True,761,101,149,149,-3.65373,4,False,False,False,4.2
12,for,67,70,4.4386,4.6807,proportional_fallback_low_ctc_confidence,-7.04431,1,25,2,2,True,766,108,139,139,-12.53972,2,False,False,False,4.6
13,the,71,74,4.6807,4.9229,proportional_fallback_low_ctc_confidence,-7.04431,1,24,3,3,True,757,98,159,159,-7.15822,3,False,False,False,4.8
14,instrument,75,85,4.9229,5.7299,proportional_fallback_low_ctc_confidence,-7.04431,1,80,8,8,False,280,0,720,720,-9.53062,8,False,False,False,5.3
15,to,86,88,5.7299,5.8913,proportional_fallback_low_ctc_confidence,-7.04431,1,17,1,1,False,280,0,720,720,-5.07679,1,False,False,False,5.8
16,arrive,89,95,5.8913,6.3755,proportional_fallback_low_ctc_confidence,-7.04431,1,48,5,5,False,280,0,720,720,-6.09173,5,False,False,False,6.1
17,here,96,100,6.3755,6.6983,proportional_fallback_low_ctc_confidence,-7.04431,1,32,3,3,False,280,0,720,720,-7.67951,3,False,False,False,6.5
