word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,If,0,2,0.5602,0.6002,wav2vec2_ctc_forced_alignment,-0.04643,1,4,1,1,True,281,34,73,93,-0.00012,1,True,False,True,0.6
1,you,3,6,0.6602,0.7203,wav2vec2_ctc_forced_alignment,-0.04643,1,6,1,1,True,280,34,74,93,-0.00047,1,True,False,True,0.7
2,find,7,11,0.8403,1.0804,wav2vec2_ctc_forced_alignment,-0.04643,1,24,2,2,True,278,34,77,95,-0.00763,2,True,False,True,1.0
3,that,12,16,1.1404,1.2805,wav2vec2_ctc_forced_alignment,-0.04643,1,14,1,1,True,277,35,76,93,-0.06565,1,True,False,True,1.2
4,your,17,21,1.4005,1.5406,wav2vec2_ctc_forced_alignment,-0.04643,1,14,1,1,True,277,33,75,94,-0.00282,1,True,False,True,1.5
5,ears,22,26,1.7006,1.9607,wav2vec2_ctc_forced_alignment,-0.04643,1,26,2,2,True,275,33,76,93,-0.08988,2,True,False,True,1.8
6,consistently,27,39,3.2812,4.0015,wav2vec2_ctc_forced_alignment,-0.04643,1,72,8,8,True,280,35,75,93,-0.07961,8,True,False,True,3.6
7,do,40,42,4.2816,4.4016,wav2vec2_ctc_forced_alignment,-0.04643,1,12,2,2,True,276,35,78,94,-0.00081,2,True,False,True,4.3
8,this,43,47,4.4817,4.6617,wav2vec2_ctc_forced_alignment,-0.04643,1,18,2,2,True,276,36,77,94,-0.0926,2,True,False,True,4.6
9,and,48,51,4.7818,4.8618,wav2vec2_ctc_forced_alignment,-0.04643,1,8,1,1,True,276,35,76,93,-0.09376,1,True,False,True,4.8
10,you,52,55,4.9018,4.9619,wav2vec2_ctc_forced_alignment,-0.04643,1,6,0,0,True,276,33,77,93,-0.00033,0,True,True,True,4.9
11,can't,56,61,5.0419,5.362,wav2vec2_ctc_forced_alignment,-0.04643,3,32,3,3,True,278,31,78,96,-0.02822,3,True,False,True,5.2
12,pop,62,65,5.5621,5.8222,wav2vec2_ctc_forced_alignment,-0.04643,1,26,3,3,True,279,32,78,99,-0.04193,3,True,False,True,5.7
13,them,66,70,5.9022,6.0223,wav2vec2_ctc_forced_alignment,-0.04643,1,12,1,1,True,280,33,74,95,-0.09009,1,True,False,True,6.0
14,often,71,76,6.1823,6.4424,wav2vec2_ctc_forced_alignment,-0.04643,1,26,3,3,True,277,36,75,92,-0.04695,3,True,False,True,6.3
15,you'll,78,84,6.9226,7.0827,wav2vec2_ctc_forced_alignment,-0.04643,3,16,1,1,True,277,34,75,92,-0.00996,1,True,False,True,7.0
16,definitely,85,95,7.1027,7.4828,wav2vec2_ctc_forced_alignment,-0.04643,1,38,3,3,True,277,35,75,91,-0.09773,3,True,False,True,7.3
17,need,96,100,7.7829,7.923,wav2vec2_ctc_forced_alignment,-0.04643,1,14,2,2,True,279,34,75,93,-0.10009,2,True,False,True,7.9
18,to,101,103,7.963,8.003,wav2vec2_ctc_forced_alignment,-0.04643,1,4,1,1,True,280,35,74,91,-0.00208,1,True,False,True,8.0
19,see,104,107,8.063,8.2031,wav2vec2_ctc_forced_alignment,-0.04643,1,14,2,2,True,281,34,73,92,-0.00497,2,True,False,True,8.1
20,a,108,109,8.2431,8.2631,wav2vec2_ctc_forced_alignment,-0.04643,1,2,0,0,True,281,33,74,91,-0.0032,0,True,True,True,8.3
21,physician,110,119,8.3231,8.8233,wav2vec2_ctc_forced_alignment,-0.04643,1,50,5,5,True,280,35,75,93,-0.00636,5,True,False,True,8.6
22,regarding,120,129,9.4836,9.9237,wav2vec2_ctc_forced_alignment,-0.04643,1,44,5,5,True,281,35,77,98,-0.02257,5,True,False,True,9.7
23,those,130,135,9.9837,10.1238,wav2vec2_ctc_forced_alignment,-0.04643,1,14,2,2,True,280,36,73,90,-0.00021,2,True,False,True,10.1
24,things,136,142,10.2038,10.4839,wav2vec2_ctc_forced_alignment,-0.04643,1,28,2,2,True,277,35,75,92,-0.01207,2,True,False,True,10.3
25,it,144,146,10.9041,10.9441,wav2vec2_ctc_forced_alignment,-0.04643,1,4,0,0,True,277,34,74,93,-0.00066,0,True,True,True,10.9
26,could,147,152,11.0241,11.1842,wav2vec2_ctc_forced_alignment,-0.04643,1,16,1,1,True,278,34,74,94,-0.00016,1,True,False,True,11.1
27,be,153,155,11.2442,11.3042,wav2vec2_ctc_forced_alignment,-0.04643,1,6,1,1,True,278,33,74,94,-6e-05,1,True,False,True,11.3
28,something,156,165,11.4043,11.7244,wav2vec2_ctc_forced_alignment,-0.04643,1,32,3,3,True,277,33,74,93,-0.03122,3,True,False,True,11.6
29,more,166,170,11.7844,11.9445,wav2vec2_ctc_forced_alignment,-0.04643,1,16,2,2,True,277,33,74,95,-0.03887,2,True,False,True,11.9
30,of,171,173,12.0045,12.0445,wav2vec2_ctc_forced_alignment,-0.04643,1,4,0,0,True,276,33,75,94,-0.00684,0,True,True,True,12.0
31,a,174,175,12.1245,12.1445,wav2vec2_ctc_forced_alignment,-0.04643,1,2,0,0,True,276,32,75,95,-0.01508,0,True,True,True,12.1
32,nasal,176,181,12.2046,12.5047,wav2vec2_ctc_forced_alignment,-0.04643,1,30,3,3,True,278,36,73,90,-0.11629,3,True,False,True,12.4
33,infection,182,191,12.5847,13.1249,wav2vec2_ctc_forced_alignment,-0.04643,1,54,6,6,True,279,38,74,92,-0.04656,6,True,False,True,12.9
34,or,192,194,13.345,13.405,wav2vec2_ctc_forced_alignment,-0.04643,1,6,1,1,True,276,34,76,95,-0.0031,1,True,False,True,13.4
35,a,195,196,13.485,13.5051,wav2vec2_ctc_forced_alignment,-0.04643,1,2,1,1,True,277,35,75,92,-0.01543,1,True,False,True,13.5
36,sinus,197,202,13.5851,13.9452,wav2vec2_ctc_forced_alignment,-0.04643,2,36,4,4,True,277,36,76,93,-0.15779,4,True,False,True,13.8
37,infection,203,212,14.0253,14.5454,wav2vec2_ctc_forced_alignment,-0.04643,1,52,5,5,True,275,36,76,93,-0.0652,5,True,False,True,14.3
38,that,213,217,15.1457,15.2857,wav2vec2_ctc_forced_alignment,-0.04643,1,14,1,1,True,278,30,75,95,-0.0226,1,True,False,True,15.2
39,he,218,220,15.3858,15.4658,wav2vec2_ctc_forced_alignment,-0.04643,1,8,1,1,True,279,32,73,91,-0.00014,1,True,False,True,15.4
40,would,221,226,15.5658,15.7659,wav2vec2_ctc_forced_alignment,-0.04643,1,20,2,2,True,277,33,74,93,-0.03603,2,True,False,True,15.7
41,need,227,231,15.8059,15.946,wav2vec2_ctc_forced_alignment,-0.04643,1,14,1,1,True,277,33,74,93,-0.13417,1,True,False,True,15.9
42,to,232,234,16.006,16.046,wav2vec2_ctc_forced_alignment,-0.04643,1,4,0,0,True,277,34,74,92,-0.03765,0,True,True,True,16.0
43,deal,235,239,16.106,16.2661,wav2vec2_ctc_forced_alignment,-0.04643,1,16,1,1,True,277,35,74,92,-0.09331,1,True,False,True,16.2
44,with,240,244,16.3461,16.4862,wav2vec2_ctc_forced_alignment,-0.04643,1,14,1,1,True,277,35,74,93,-0.00027,1,True,False,True,16.4
