word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,I,0,1,0.0801,0.1002,wav2vec2_ctc_forced_alignment,-0.19001,1,2,1,1,True,319,66,140,161,-0.04298,1,True,False,True,0.1
1,started,2,9,1.2821,1.6426,wav2vec2_ctc_forced_alignment,-0.19001,1,36,4,4,True,333,60,139,157,-0.00062,4,True,False,True,1.5
2,a,10,11,1.7628,1.7829,wav2vec2_ctc_forced_alignment,-0.19001,1,2,0,0,True,333,58,140,153,-0.00969,0,True,True,True,1.8
3,successful,12,22,1.8429,2.4038,wav2vec2_ctc_forced_alignment,-0.19001,1,56,6,6,True,332,57,140,152,-0.0302,6,True,False,True,2.1
4,Legal,23,28,2.504,2.7244,wav2vec2_ctc_forced_alignment,-0.19001,1,22,2,2,True,333,58,137,149,-0.00149,2,True,False,True,2.6
5,Nurse,29,34,2.7845,2.9647,wav2vec2_ctc_forced_alignment,-0.19001,1,18,2,2,True,336,59,138,153,-0.17165,2,True,False,True,2.9
6,Consulting,35,45,3.0248,3.5256,wav2vec2_ctc_forced_alignment,-0.19001,1,50,5,5,True,340,63,141,159,-0.01966,5,True,False,True,3.3
7,Business,46,54,3.5857,4.0064,wav2vec2_ctc_forced_alignment,-0.19001,1,42,5,5,True,340,65,140,160,-0.1418,5,True,False,True,3.8
8,in,55,57,4.7676,5.1082,wav2vec2_ctc_forced_alignment,-0.19001,1,34,4,4,True,340,62,141,148,-2.64359,4,True,False,True,4.9
9,1989,58,62,5.1082,5.649,wav2vec2_ctc_forced_alignment,-0.19001,1,54,5,5,True,338,69,142,160,,5,True,False,True,5.4
10,I,64,65,5.649,5.6691,wav2vec2_ctc_forced_alignment,-0.19001,1,2,0,0,True,337,70,142,158,-9e-05,0,True,True,True,5.7
11,mentor,66,72,6.5505,6.891,wav2vec2_ctc_forced_alignment,-0.19001,1,34,3,3,True,331,72,142,162,-0.17956,3,True,False,True,6.7
12,nurses,73,79,6.9511,7.3317,wav2vec2_ctc_forced_alignment,-0.19001,1,38,4,4,True,331,63,139,155,-0.12788,4,True,False,True,7.1
13,who,80,83,7.3918,7.472,wav2vec2_ctc_forced_alignment,-0.19001,1,8,1,1,True,330,61,138,153,-0.00238,1,True,False,True,7.4
14,want,84,88,7.5721,7.7925,wav2vec2_ctc_forced_alignment,-0.19001,1,22,2,2,True,325,63,141,164,-0.14401,2,True,False,True,7.7
15,to,89,91,7.8526,7.9127,wav2vec2_ctc_forced_alignment,-0.19001,1,6,1,1,True,325,64,143,164,-0.0008,1,True,False,True,7.9
16,become,92,98,7.9728,8.2532,wav2vec2_ctc_forced_alignment,-0.19001,1,28,3,3,True,323,63,144,160,-0.01648,3,True,False,True,8.1
17,Legal,99,104,8.3333,8.5537,wav2vec2_ctc_forced_alignment,-0.19001,1,22,2,2,True,321,62,143,166,-0.02316,2,True,False,True,8.4
18,Nurse,105,110,8.5938,8.7941,wav2vec2_ctc_forced_alignment,-0.19001,1,20,2,2,True,323,67,142,165,-0.26566,2,True,False,True,8.7
19,Consultants,111,122,8.8742,9.4752,wav2vec2_ctc_forced_alignment,-0.19001,1,60,6,6,True,322,65,143,170,-0.10491,6,True,False,True,9.2
