word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,For,0,3,0.5006,0.6007,wav2vec2_ctc_forced_alignment,-0.14752,1,10,1,1,True,127,32,74,83,-0.00045,1,True,False,True,0.6
1,the,4,7,0.6607,0.7408,wav2vec2_ctc_forced_alignment,-0.14752,1,8,1,1,True,126,32,76,87,-0.057,1,True,False,True,0.7
2,10th,8,12,0.8009,1.0212,wav2vec2_ctc_forced_alignment,-0.14752,1,22,2,2,True,127,29,74,84,-0.00321,2,True,False,True,0.9
3,straight,13,21,1.1213,1.4016,wav2vec2_ctc_forced_alignment,-0.14752,1,28,3,3,True,127,32,75,85,-0.04652,3,True,False,True,1.3
4,year,22,26,1.4817,1.7019,wav2vec2_ctc_forced_alignment,-0.14752,1,22,3,3,True,126,32,75,84,-0.09398,3,True,False,True,1.6
5,some,28,32,2.2626,2.5429,wav2vec2_ctc_forced_alignment,-0.14752,1,28,3,3,True,125,27,74,81,-0.02132,3,True,False,True,2.4
6,of,33,35,2.643,2.683,wav2vec2_ctc_forced_alignment,-0.14752,1,4,0,0,True,123,28,75,82,-0.00023,0,True,True,True,2.7
7,Kentucky’s,36,46,2.7631,3.2637,wav2vec2_ctc_forced_alignment,-0.14752,3,50,5,5,True,124,29,75,84,-0.64452,5,True,False,True,3.0
8,best,47,51,3.4239,3.7242,wav2vec2_ctc_forced_alignment,-0.14752,1,30,3,3,True,122,29,76,83,-0.01052,3,True,False,True,3.6
9,and,52,55,3.9244,3.9845,wav2vec2_ctc_forced_alignment,-0.14752,1,6,0,0,True,123,29,75,86,-0.00039,0,True,True,True,4.0
10,most,56,60,4.0846,4.2848,wav2vec2_ctc_forced_alignment,-0.14752,1,20,2,2,True,123,31,75,87,-0.08902,2,True,False,True,4.2
11,innovative,61,71,4.445,4.9056,wav2vec2_ctc_forced_alignment,-0.14752,1,46,5,5,True,123,28,71,83,-1.00481,5,True,False,True,4.7
12,biotech,72,79,4.9656,5.5062,wav2vec2_ctc_forced_alignment,-0.14752,2,54,6,6,True,121,28,74,85,-0.78877,6,True,False,True,5.2
13,companies,80,89,5.5863,6.0068,wav2vec2_ctc_forced_alignment,-0.14752,1,42,5,5,True,122,30,74,84,-0.05943,5,True,False,True,5.8
14,and,90,93,6.0869,6.147,wav2vec2_ctc_forced_alignment,-0.14752,1,6,1,1,True,122,31,73,88,-0.00042,1,True,False,True,6.1
15,technologies,94,106,6.227,6.9479,wav2vec2_ctc_forced_alignment,-0.14752,1,72,7,7,True,124,31,73,86,-0.04341,7,True,False,True,6.6
16,were,107,111,7.3283,7.5085,wav2vec2_ctc_forced_alignment,-0.14752,1,18,2,2,True,128,29,77,86,-0.01055,2,True,False,True,7.4
17,on,112,114,7.6687,7.7488,wav2vec2_ctc_forced_alignment,-0.14752,1,8,1,1,True,129,31,75,83,-0.09854,1,True,False,True,7.7
18,display,115,122,7.8489,8.4295,wav2vec2_ctc_forced_alignment,-0.14752,1,58,6,6,True,127,30,76,87,-0.01689,6,True,False,True,8.1
19,at,123,125,8.6698,8.7299,wav2vec2_ctc_forced_alignment,-0.14752,1,6,1,1,True,125,30,76,83,-0.04481,1,True,False,True,8.7
20,the,126,129,8.7899,8.9101,wav2vec2_ctc_forced_alignment,-0.14752,1,13,2,2,True,123,28,77,92,-0.01505,2,True,False,True,8.9
21,annual,130,136,9.0903,9.4106,wav2vec2_ctc_forced_alignment,-0.14752,1,32,4,4,True,124,28,72,84,-0.0729,4,True,False,True,9.3
22,BIO,137,140,9.6709,9.9312,wav2vec2_ctc_forced_alignment,-0.14752,1,26,3,3,True,124,27,73,87,-1.62551,3,True,False,True,9.8
23,International,141,154,10.2516,10.7722,wav2vec2_ctc_forced_alignment,-0.14752,1,52,5,5,True,124,30,74,85,-0.02298,5,True,False,True,10.5
24,Convention,155,165,10.8523,11.3128,wav2vec2_ctc_forced_alignment,-0.14752,1,46,5,5,True,125,32,74,84,-0.04987,5,True,False,True,11.1
25,which,167,172,11.8734,12.0536,wav2vec2_ctc_forced_alignment,-0.14752,1,18,2,2,True,130,33,73,90,-0.06761,2,True,False,True,12.0
26,I,173,174,12.394,12.414,wav2vec2_ctc_forced_alignment,-0.14752,1,2,1,1,True,128,31,74,88,-0.00356,1,True,False,True,12.4
27,and,175,178,12.5943,12.6944,wav2vec2_ctc_forced_alignment,-0.14752,1,10,1,1,True,126,29,76,87,-0.03187,1,True,False,True,12.6
28,other,179,184,12.8145,12.9747,wav2vec2_ctc_forced_alignment,-0.14752,1,16,1,1,True,125,32,76,84,-0.00068,1,True,False,True,12.9
29,state,185,190,13.0147,13.215,wav2vec2_ctc_forced_alignment,-0.14752,1,20,2,2,True,125,32,71,84,-0.00293,2,True,False,True,13.1
30,officials,191,200,13.255,13.6755,wav2vec2_ctc_forced_alignment,-0.14752,1,42,4,4,True,124,31,73,84,-0.07845,4,True,False,True,13.5
31,attended,201,209,13.7956,14.136,wav2vec2_ctc_forced_alignment,-0.14752,1,34,4,4,True,123,29,73,87,-0.00763,4,True,False,True,14.0
32,this,210,214,14.1961,14.3362,wav2vec2_ctc_forced_alignment,-0.14752,1,14,2,2,True,123,27,73,88,-0.00915,2,True,False,True,14.3
33,week,215,219,14.4363,14.6366,wav2vec2_ctc_forced_alignment,-0.14752,1,20,2,2,True,124,26,72,86,-0.02234,2,True,False,True,14.5
34,in,220,222,14.8768,14.9169,wav2vec2_ctc_forced_alignment,-0.14752,1,4,1,1,True,124,31,73,89,-0.0002,1,True,False,True,14.9
35,Chicago,223,230,14.9769,15.4575,wav2vec2_ctc_forced_alignment,-0.14752,1,48,5,5,True,123,31,74,89,-0.02115,5,True,False,True,15.2
