word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,Omi,0,3,0.1602,0.6809,wav2vec2_ctc_forced_alignment,-0.0729,2,52,5,5,True,550,91,213,254,-0.07104,5,True,False,True,0.4
1,and,4,7,0.741,0.8011,wav2vec2_ctc_forced_alignment,-0.0729,1,6,1,1,True,533,149,235,235,-0.64349,1,False,False,True,0.8
2,Winant,8,14,0.8211,1.0614,wav2vec2_ctc_forced_alignment,-0.0729,2,24,2,2,True,581,176,155,207,-0.45707,2,False,False,True,0.9
3,argue,15,20,1.1415,1.3218,wav2vec2_ctc_forced_alignment,-0.0729,1,18,2,2,True,526,139,244,244,-0.06647,2,False,False,True,1.2
4,that,21,25,1.3618,1.4419,wav2vec2_ctc_forced_alignment,-0.0729,1,8,1,1,True,529,146,236,236,-0.00026,1,False,False,True,1.4
5,the,26,29,1.4619,1.542,wav2vec2_ctc_forced_alignment,-0.0729,1,8,1,1,True,528,144,239,239,-0.00823,1,False,False,True,1.5
6,concept,30,37,1.5821,1.9025,wav2vec2_ctc_forced_alignment,-0.0729,1,32,4,4,True,531,157,223,223,-0.09374,4,False,False,True,1.7
7,of,38,40,1.9626,2.0027,wav2vec2_ctc_forced_alignment,-0.0729,1,4,1,1,True,578,185,155,201,-0.00065,1,True,False,True,2.0
8,race,41,45,2.0627,2.243,wav2vec2_ctc_forced_alignment,-0.0729,1,18,2,2,True,538,157,223,223,-0.02402,2,False,False,True,2.2
9,came,46,50,2.3231,2.4633,wav2vec2_ctc_forced_alignment,-0.0729,1,14,1,1,True,580,179,159,208,-0.00545,1,True,False,True,2.4
10,about,51,56,2.5233,2.6836,wav2vec2_ctc_forced_alignment,-0.0729,1,16,1,1,True,534,146,242,242,-0.01611,1,False,False,True,2.6
11,as,57,59,2.7436,2.7837,wav2vec2_ctc_forced_alignment,-0.0729,1,4,0,0,True,537,148,238,238,-0.0007,0,False,True,True,2.8
12,a,60,61,2.8438,2.8638,wav2vec2_ctc_forced_alignment,-0.0729,1,2,0,0,True,538,151,237,237,-0.00548,0,False,True,True,2.9
13,tool,62,66,2.9239,3.1241,wav2vec2_ctc_forced_alignment,-0.0729,1,20,2,2,True,531,146,250,250,-0.06676,2,False,False,True,3.0
14,to,67,69,3.2043,3.2643,wav2vec2_ctc_forced_alignment,-0.0729,1,6,0,0,True,531,150,246,246,-0.00014,0,False,True,True,3.2
15,justify,70,77,3.3244,3.765,wav2vec2_ctc_forced_alignment,-0.0729,1,44,4,4,True,542,161,227,227,-0.00079,4,False,False,True,3.5
16,and,78,81,3.8852,3.9653,wav2vec2_ctc_forced_alignment,-0.0729,1,8,1,1,True,545,144,245,245,-0.70298,1,False,False,True,3.9
17,maintain,82,90,4.0053,4.4058,wav2vec2_ctc_forced_alignment,-0.0729,1,40,4,4,True,554,149,251,251,-0.06374,4,False,False,True,4.2
18,the,91,94,4.546,4.6261,wav2vec2_ctc_forced_alignment,-0.0729,1,8,1,1,True,539,140,250,250,-0.00845,1,False,False,True,4.6
19,economic,95,103,4.7062,5.0667,wav2vec2_ctc_forced_alignment,-0.0729,1,36,3,3,True,539,147,228,228,-0.02745,3,False,False,True,4.9
20,and,104,107,5.1468,5.2069,wav2vec2_ctc_forced_alignment,-0.0729,1,6,1,1,True,535,151,230,230,-0.00454,1,False,False,True,5.2
21,political,108,117,5.247,5.6074,wav2vec2_ctc_forced_alignment,-0.0729,1,36,4,4,True,575,181,158,208,-0.01744,4,False,False,True,5.4
22,power,118,123,5.6675,5.9479,wav2vec2_ctc_forced_alignment,-0.0729,1,28,3,3,True,524,153,236,236,-0.07829,3,False,False,True,5.8
23,held,124,128,6.048,6.2283,wav2vec2_ctc_forced_alignment,-0.0729,1,18,2,2,True,527,150,227,227,-0.00075,2,False,False,True,6.1
24,by,129,131,6.2883,6.3484,wav2vec2_ctc_forced_alignment,-0.0729,1,6,1,1,True,523,138,246,246,-0.00019,1,False,False,True,6.3
25,those,132,137,6.3885,6.5487,wav2vec2_ctc_forced_alignment,-0.0729,1,16,2,2,True,528,143,251,251,-0.00233,2,False,False,True,6.5
26,of,138,140,6.6088,6.6488,wav2vec2_ctc_forced_alignment,-0.0729,1,4,0,0,True,531,143,251,251,-0.00033,0,False,True,True,6.6
27,European,141,149,6.7089,7.0694,wav2vec2_ctc_forced_alignment,-0.0729,1,36,3,3,True,544,141,252,252,-0.0287,3,False,False,True,6.9
28,descent,150,157,7.1295,7.7703,wav2vec2_ctc_forced_alignment,-0.0729,1,65,6,6,True,591,183,148,200,-0.03485,6,True,False,True,7.4
