word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,So,0,2,0.5816,0.7219,wav2vec2_ctc_forced_alignment,-0.61349,1,14,2,2,True,238,28,88,102,-0.00068,2,True,False,True,0.7
1,make,3,7,0.9626,1.103,wav2vec2_ctc_forced_alignment,-0.61349,1,14,2,2,True,239,28,89,104,-0.00072,2,True,False,True,1.0
2,sure,8,12,1.1832,1.3637,wav2vec2_ctc_forced_alignment,-0.61349,1,18,2,2,True,240,29,88,102,-0.00392,2,True,False,True,1.3
3,to,13,15,1.484,1.6645,wav2vec2_ctc_forced_alignment,-0.61349,1,18,2,2,True,240,28,88,102,-0.00016,2,True,False,True,1.6
4,get,16,19,1.9252,2.0455,wav2vec2_ctc_forced_alignment,-0.61349,1,12,1,1,True,239,26,89,104,-0.00253,1,True,False,True,2.0
5,a,20,21,2.1057,2.1257,wav2vec2_ctc_forced_alignment,-0.61349,1,2,0,0,True,239,26,89,104,-0.01422,0,True,True,True,2.1
6,through,22,29,2.1859,2.5067,wav2vec2_ctc_forced_alignment,-0.61349,1,32,4,4,True,239,28,89,103,-0.03408,4,True,False,True,2.3
7,or,30,32,3.1485,3.2086,wav2vec2_ctc_forced_alignment,-0.61349,1,6,1,1,True,237,27,89,102,-3.49118,1,True,False,True,3.2
8,to,33,35,4.2715,4.3517,wav2vec2_ctc_forced_alignment,-0.61349,1,8,1,1,True,232,28,85,103,-0.01606,1,True,False,True,4.3
9,do,36,38,4.4319,4.5322,wav2vec2_ctc_forced_alignment,-0.61349,1,10,1,1,True,231,27,84,102,-0.00485,1,True,False,True,4.5
10,a,39,40,4.6726,4.6926,wav2vec2_ctc_forced_alignment,-0.61349,1,2,0,0,True,229,25,84,103,-0.115,0,True,True,True,4.7
11,through,41,48,4.8129,5.1137,wav2vec2_ctc_forced_alignment,-0.61349,1,30,3,3,True,229,24,84,105,-0.03608,3,True,False,True,5.0
12,cleaning,49,57,5.194,5.5549,wav2vec2_ctc_forced_alignment,-0.61349,1,36,4,4,True,230,26,84,103,-0.04963,4,True,False,True,5.4
13,of,58,60,5.8557,5.8958,wav2vec2_ctc_forced_alignment,-0.61349,1,4,0,0,True,229,27,86,101,-0.00111,0,True,True,True,5.9
14,the,61,64,6.0362,6.0964,wav2vec2_ctc_forced_alignment,-0.61349,1,6,0,0,True,229,25,84,104,-0.02044,0,True,True,True,6.1
15,property,65,73,6.1565,6.5977,wav2vec2_ctc_forced_alignment,-0.61349,1,44,4,4,True,229,26,85,104,-2.72174,4,True,False,True,6.4
