word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,I,0,1,0.4009,0.4209,wav2vec2_ctc_forced_alignment,-0.13288,1,2,0,0,True,788,194,182,234,-8.14121,0,True,True,True,0.4
1,have,2,6,0.5211,0.7416,wav2vec2_ctc_forced_alignment,-0.13288,1,22,2,2,True,789,194,184,229,-0.00367,2,True,False,True,0.6
2,been,7,11,1.4631,1.6235,wav2vec2_ctc_forced_alignment,-0.13288,1,16,2,2,True,792,198,191,227,-0.07598,2,True,False,True,1.5
3,beat,12,16,1.7437,2.0043,wav2vec2_ctc_forced_alignment,-0.13288,1,26,3,3,True,793,196,189,235,-0.00109,3,True,False,True,1.9
4,up,17,19,2.3049,2.3851,wav2vec2_ctc_forced_alignment,-0.13288,1,8,0,0,True,793,183,184,227,-0.04809,0,True,True,True,2.3
5,and,20,23,2.5855,2.6657,wav2vec2_ctc_forced_alignment,-0.13288,1,8,1,1,True,793,191,191,225,-0.00057,1,True,False,True,2.6
6,put,24,27,2.8461,3.0264,wav2vec2_ctc_forced_alignment,-0.13288,1,18,2,2,True,803,200,192,236,-0.00277,2,True,False,True,2.9
7,down,28,32,3.1066,3.5476,wav2vec2_ctc_forced_alignment,-0.13288,1,44,4,4,True,798,194,187,235,-0.07238,4,True,False,True,3.3
8,and,33,36,3.9083,3.9885,wav2vec2_ctc_forced_alignment,-0.13288,1,8,0,0,True,788,205,194,224,-0.00062,0,True,True,True,3.9
9,everything,37,47,4.9105,5.2311,wav2vec2_ctc_forced_alignment,-0.13288,1,32,3,3,True,788,199,190,230,-0.04582,3,True,False,True,5.1
10,that,48,52,5.2712,5.3714,wav2vec2_ctc_forced_alignment,-0.13288,1,10,1,1,True,788,192,186,228,-0.08505,1,True,False,True,5.3
11,can,53,56,5.4316,5.5318,wav2vec2_ctc_forced_alignment,-0.13288,1,10,1,1,True,787,172,186,225,-0.00096,1,True,False,True,5.5
12,go,57,59,5.6119,5.7122,wav2vec2_ctc_forced_alignment,-0.13288,1,10,1,1,True,788,156,190,225,-0.00032,1,True,False,True,5.7
13,wrong,60,65,5.8725,6.2333,wav2vec2_ctc_forced_alignment,-0.13288,1,36,4,4,True,792,148,188,229,-0.09381,4,True,False,True,6.1
14,has,67,70,6.7143,6.8145,wav2vec2_ctc_forced_alignment,-0.13288,1,10,1,1,True,792,166,183,224,-0.00334,1,True,False,True,6.8
15,gone,71,75,6.8746,7.0751,wav2vec2_ctc_forced_alignment,-0.13288,1,20,2,2,True,792,167,179,219,-0.01496,2,True,False,True,7.0
16,wrong,76,81,7.1552,7.3757,wav2vec2_ctc_forced_alignment,-0.13288,1,22,2,2,True,778,180,178,221,-0.03103,2,True,False,True,7.3
17,for,82,85,7.496,7.6363,wav2vec2_ctc_forced_alignment,-0.13288,1,14,2,2,True,770,185,174,229,-0.10361,2,True,False,True,7.6
18,me,86,88,7.7164,7.8166,wav2vec2_ctc_forced_alignment,-0.13288,1,10,1,1,True,772,183,178,228,-0.00029,1,True,False,True,7.8
