word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,We're,0,5,0.6003,0.9405,wav2vec2_ctc_forced_alignment,-0.14878,3,34,3,3,True,418,98,351,390,-0.24659,3,True,False,True,0.8
1,a,6,7,1.2407,1.2607,wav2vec2_ctc_forced_alignment,-0.14878,1,2,0,0,True,418,98,348,388,-0.02367,0,True,True,True,1.3
2,huge,8,12,1.3607,1.6609,wav2vec2_ctc_forced_alignment,-0.14878,1,30,3,3,True,420,100,345,384,-0.00094,3,True,False,True,1.5
3,user,13,17,2.6415,2.9016,wav2vec2_ctc_forced_alignment,-0.14878,1,26,3,3,True,422,98,350,390,-0.06779,3,True,False,True,2.8
4,of,18,20,2.9616,3.0016,wav2vec2_ctc_forced_alignment,-0.14878,1,4,1,1,True,419,98,347,390,-1.88129,1,True,False,True,3.0
5,adhesives,21,30,3.1017,3.5219,wav2vec2_ctc_forced_alignment,-0.14878,3,42,4,4,True,421,96,348,391,-0.946,4,True,False,True,3.3
6,for,31,34,4.2023,4.3824,wav2vec2_ctc_forced_alignment,-0.14878,1,18,1,1,True,420,97,345,396,-0.00129,1,True,False,True,4.3
7,our,35,38,4.5825,4.6626,wav2vec2_ctc_forced_alignment,-0.14878,1,8,1,1,True,419,97,346,394,-0.01669,1,True,False,True,4.6
8,operation,39,48,4.7426,5.1828,wav2vec2_ctc_forced_alignment,-0.14878,1,44,4,4,True,424,96,346,396,-0.00657,4,True,False,True,5.0
9,called,50,56,5.6431,5.8232,wav2vec2_ctc_forced_alignment,-0.14878,1,18,2,2,True,424,101,346,396,-0.27125,2,True,False,True,5.7
10,flocking,57,65,5.8632,6.2634,wav2vec2_ctc_forced_alignment,-0.14878,2,40,4,4,True,419,97,346,398,-0.04457,4,True,False,True,6.1
11,and,67,70,6.6036,6.7237,wav2vec2_ctc_forced_alignment,-0.14878,1,12,1,1,True,415,96,346,392,-0.00983,1,True,False,True,6.7
12,we,71,73,7.0239,7.0839,wav2vec2_ctc_forced_alignment,-0.14878,1,6,0,0,True,416,97,348,392,-0.00052,0,True,True,True,7.1
13,don't,74,79,7.1439,7.264,wav2vec2_ctc_forced_alignment,-0.14878,3,12,1,1,True,416,96,348,395,-0.07502,1,True,False,True,7.2
14,have,80,84,7.284,7.364,wav2vec2_ctc_forced_alignment,-0.14878,1,8,1,1,True,417,98,348,392,-0.047,1,True,False,True,7.3
15,the,85,88,7.4041,7.4641,wav2vec2_ctc_forced_alignment,-0.14878,1,6,0,0,True,419,96,345,396,-0.05522,0,True,True,True,7.4
16,technical,89,98,7.5241,7.8843,wav2vec2_ctc_forced_alignment,-0.14878,1,36,3,3,True,420,98,347,392,-0.01818,3,True,False,True,7.7
17,inside,99,105,8.3846,8.6648,wav2vec2_ctc_forced_alignment,-0.14878,1,28,3,3,True,424,96,348,397,-0.05521,3,True,False,True,8.5
18,compounding,106,117,9.4052,9.9855,wav2vec2_ctc_forced_alignment,-0.14878,2,58,5,5,True,423,100,347,388,-0.0149,5,True,False,True,9.7
19,or,118,120,10.2056,10.2656,wav2vec2_ctc_forced_alignment,-0.14878,1,6,0,0,True,420,97,347,394,-0.01779,0,True,True,True,10.2
20,the,121,124,10.3457,10.4057,wav2vec2_ctc_forced_alignment,-0.14878,1,6,1,1,True,424,99,349,390,-0.00725,1,True,False,True,10.4
21,technical,125,134,10.4658,10.7859,wav2vec2_ctc_forced_alignment,-0.14878,1,32,3,3,True,432,99,349,397,-0.03791,3,True,False,True,10.6
22,expertise,135,144,10.846,11.2862,wav2vec2_ctc_forced_alignment,-0.14878,1,44,4,4,True,432,102,347,391,-0.42759,4,True,False,True,11.1
23,to,145,147,11.3262,11.3662,wav2vec2_ctc_forced_alignment,-0.14878,1,4,0,0,True,429,97,347,392,-0.00364,0,True,True,True,11.3
24,do,148,150,11.4263,11.4863,wav2vec2_ctc_forced_alignment,-0.14878,1,6,0,0,True,427,94,346,397,-0.00501,0,True,True,True,11.5
25,these,151,156,11.5664,11.7064,wav2vec2_ctc_forced_alignment,-0.14878,1,14,2,2,True,427,95,345,394,-0.09605,2,True,False,True,11.6
26,types,157,162,11.7665,11.9466,wav2vec2_ctc_forced_alignment,-0.14878,1,18,2,2,True,427,100,343,384,-0.00772,2,True,False,True,11.9
27,of,163,165,12.0066,12.0466,wav2vec2_ctc_forced_alignment,-0.14878,1,4,0,0,True,426,99,344,387,-0.06321,0,True,True,True,12.0
28,things,166,172,12.1067,12.9471,wav2vec2_ctc_forced_alignment,-0.14878,1,84,8,8,True,422,98,345,394,-0.00174,8,True,False,True,12.5
