word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,Because,0,7,0.5216,0.8024,wav2vec2_ctc_forced_alignment,-0.09369,1,28,3,3,True,125,77,148,172,-0.05114,3,True,False,True,0.7
1,if,9,11,0.8827,0.9228,wav2vec2_ctc_forced_alignment,-0.09369,1,4,1,1,True,122,74,142,170,-0.00151,1,True,False,True,0.9
2,they,12,16,1.0031,1.1635,wav2vec2_ctc_forced_alignment,-0.09369,1,16,1,1,True,118,71,139,172,-0.04538,1,True,False,True,1.1
3,are,17,20,1.2237,1.304,wav2vec2_ctc_forced_alignment,-0.09369,1,8,1,1,True,119,73,138,168,-0.05115,1,True,False,True,1.3
4,not,21,24,1.3642,1.645,wav2vec2_ctc_forced_alignment,-0.09369,1,28,3,3,True,117,74,137,165,-0.05922,3,True,False,True,1.5
5,in,25,27,2.2067,2.2468,wav2vec2_ctc_forced_alignment,-0.09369,1,4,0,0,True,119,73,137,169,-0.01593,0,True,True,True,2.2
6,any,28,31,2.4475,2.5678,wav2vec2_ctc_forced_alignment,-0.09369,1,12,1,1,True,112,74,136,161,-0.00059,1,True,False,True,2.5
7,way,32,35,2.6481,2.7885,wav2vec2_ctc_forced_alignment,-0.09369,1,14,1,1,True,109,74,139,172,-1e-05,1,True,False,True,2.7
8,held,36,40,2.8888,3.0894,wav2vec2_ctc_forced_alignment,-0.09369,1,20,2,2,True,110,76,142,174,-0.0369,2,True,False,True,3.0
9,accountable,41,52,3.1697,3.8317,wav2vec2_ctc_forced_alignment,-0.09369,1,67,7,7,True,114,92,144,185,-0.03385,7,True,False,True,3.5
10,for,53,56,3.9721,4.1727,wav2vec2_ctc_forced_alignment,-0.09369,1,20,2,2,True,120,80,137,172,-0.01782,2,True,False,True,4.1
11,reading,57,64,4.2931,4.5539,wav2vec2_ctc_forced_alignment,-0.09369,1,26,3,3,True,114,80,141,184,-7e-05,3,True,False,True,4.4
12,the,65,68,4.6141,4.6943,wav2vec2_ctc_forced_alignment,-0.09369,1,8,0,0,True,109,81,141,185,-0.03889,0,True,True,True,4.7
13,material,69,77,4.7344,5.2961,wav2vec2_ctc_forced_alignment,-0.09369,1,56,5,5,True,105,82,143,185,-0.00038,5,True,False,True,5.0
14,they,78,82,5.9782,6.0986,wav2vec2_ctc_forced_alignment,-0.09369,1,12,1,1,True,99,89,139,176,-0.00039,1,True,False,True,6.0
15,won't,83,88,6.1588,6.3594,wav2vec2_ctc_forced_alignment,-0.09369,3,20,2,2,True,101,102,143,184,-0.0719,2,True,False,True,6.3
16,do,89,91,6.4196,6.5199,wav2vec2_ctc_forced_alignment,-0.09369,1,10,1,1,True,106,107,147,187,-6e-05,1,True,False,True,6.5
17,it,92,94,6.6402,6.7004,wav2vec2_ctc_forced_alignment,-0.09369,1,6,1,1,True,113,107,146,187,-2.22099,1,True,False,True,6.7
