word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,You,0,3,0.5011,0.5813,wav2vec2_ctc_forced_alignment,-0.78793,1,8,0,0,True,678,46,175,232,-1.4148,0,True,True,True,0.5
1,can,4,7,0.6214,0.7015,wav2vec2_ctc_forced_alignment,-0.78793,1,8,1,1,True,679,49,181,219,-0.02068,1,True,False,True,0.7
2,make,8,12,0.7617,0.902,wav2vec2_ctc_forced_alignment,-0.78793,1,14,2,2,True,680,46,180,224,-0.17235,2,True,False,True,0.8
3,a,13,14,0.9421,0.9621,wav2vec2_ctc_forced_alignment,-0.78793,1,2,0,0,True,677,41,177,222,-0.01258,0,True,True,True,1.0
4,conference,15,25,1.0022,1.3429,wav2vec2_ctc_forced_alignment,-0.78793,1,34,3,3,True,676,23,168,237,-0.12654,3,True,False,True,1.2
5,call,26,30,1.383,1.5233,wav2vec2_ctc_forced_alignment,-0.78793,1,14,2,2,True,651,35,182,214,-0.00446,2,True,False,True,1.5
6,but,31,34,1.5835,1.6436,wav2vec2_ctc_forced_alignment,-0.78793,1,6,1,1,True,648,37,183,214,-0.17936,1,True,False,True,1.6
7,it,35,37,1.6837,1.7238,wav2vec2_ctc_forced_alignment,-0.78793,1,4,1,1,True,646,40,182,214,-6.37919,1,True,False,True,1.7
8,takes,38,43,1.7639,1.9843,wav2vec2_ctc_forced_alignment,-0.78793,1,22,2,2,True,646,38,183,208,-3.99385,2,True,False,True,1.9
9,quite,44,49,2.0445,2.2048,wav2vec2_ctc_forced_alignment,-0.78793,1,16,2,2,True,650,41,180,209,-2.23635,2,True,False,True,2.1
10,a,50,51,2.285,2.3051,wav2vec2_ctc_forced_alignment,-0.78793,1,2,1,1,True,659,36,180,210,-0.33187,1,True,False,True,2.3
11,bit,52,55,2.3251,2.4253,wav2vec2_ctc_forced_alignment,-0.78793,1,10,1,1,True,656,38,204,204,-0.01785,1,False,False,True,2.4
12,of,56,58,2.4854,2.5255,wav2vec2_ctc_forced_alignment,-0.78793,1,4,1,1,True,660,49,179,196,-0.41518,1,True,False,True,2.5
13,planning,59,67,2.5857,2.8462,wav2vec2_ctc_forced_alignment,-0.78793,1,26,3,3,True,651,41,175,210,-0.4783,3,True,False,True,2.7
14,well,69,73,2.8663,2.9665,wav2vec2_ctc_forced_alignment,-0.78793,1,10,1,1,True,598,35,196,216,-0.66036,1,True,False,True,2.9
15,not,74,77,2.9865,3.0667,wav2vec2_ctc_forced_alignment,-0.78793,1,8,1,1,True,600,53,191,205,-0.00356,1,True,False,True,3.0
16,a,78,79,3.1269,3.1469,wav2vec2_ctc_forced_alignment,-0.78793,1,2,0,0,False,280,0,720,720,-0.00558,0,False,True,True,3.1
17,lot,80,83,3.187,3.3273,wav2vec2_ctc_forced_alignment,-0.78793,1,14,2,2,True,625,57,183,201,-0.08227,2,True,False,True,3.3
18,of,84,86,3.3674,3.4275,wav2vec2_ctc_forced_alignment,-0.78793,1,6,1,1,True,635,48,184,210,-0.22836,1,True,False,True,3.4
19,planning,87,95,3.4676,3.7883,wav2vec2_ctc_forced_alignment,-0.78793,1,32,3,3,True,654,50,182,206,-0.16625,3,True,False,True,3.6
20,it's,96,100,3.8284,3.9286,wav2vec2_ctc_forced_alignment,-0.78793,3,10,1,1,True,656,37,201,201,-0.02656,1,False,False,True,3.9
21,pretty,101,107,3.9887,4.2092,wav2vec2_ctc_forced_alignment,-0.78793,1,22,3,3,True,660,34,205,205,-0.03415,3,False,False,True,4.1
22,easy,108,112,4.2894,4.4698,wav2vec2_ctc_forced_alignment,-0.78793,1,18,2,2,True,689,49,198,198,-4e-05,2,False,False,True,4.4
23,to,113,115,4.6502,4.7705,wav2vec2_ctc_forced_alignment,-0.78793,1,12,1,1,True,700,53,181,216,-4.39527,1,True,False,True,4.7
24,do,116,118,5.2715,5.3718,wav2vec2_ctc_forced_alignment,-0.78793,1,10,1,1,True,685,49,207,207,-6.40712,1,False,False,True,5.3
