word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,Now,0,3,0.5813,0.7016,wav2vec2_ctc_forced_alignment,-0.02479,1,12,2,2,True,333,66,135,146,-0.00029,2,True,False,True,0.6
1,you've,4,10,0.7617,0.9421,wav2vec2_ctc_forced_alignment,-0.02479,3,18,2,2,True,340,62,137,158,-0.00555,2,True,False,True,0.9
2,got,11,14,0.9822,1.1425,wav2vec2_ctc_forced_alignment,-0.02479,1,16,2,2,True,342,61,139,159,-0.06129,2,True,False,True,1.1
3,a,15,16,1.2027,1.2227,wav2vec2_ctc_forced_alignment,-0.02479,1,2,0,0,True,343,65,139,157,-0.0031,0,True,True,True,1.2
4,face,17,21,1.3029,1.5835,wav2vec2_ctc_forced_alignment,-0.02479,1,28,2,2,True,340,65,140,159,-0.00157,2,True,False,True,1.4
5,that,22,26,1.6437,1.7639,wav2vec2_ctc_forced_alignment,-0.02479,1,12,1,1,True,341,60,141,155,-0.03018,1,True,False,True,1.7
6,you,27,30,1.804,1.8842,wav2vec2_ctc_forced_alignment,-0.02479,1,8,0,0,True,341,59,140,159,-0.00356,0,True,True,True,1.8
7,can,31,34,1.9644,2.0646,wav2vec2_ctc_forced_alignment,-0.02479,1,10,1,1,True,339,62,138,158,-0.00058,1,True,False,True,2.0
8,connect,35,42,2.1448,2.4655,wav2vec2_ctc_forced_alignment,-0.02479,1,32,3,3,True,337,61,140,156,-0.00112,3,True,False,True,2.3
9,with,43,47,2.5858,2.706,wav2vec2_ctc_forced_alignment,-0.02479,1,12,2,2,True,338,65,139,154,-0.00397,2,True,False,True,2.6
10,a,48,49,2.7862,2.8063,wav2vec2_ctc_forced_alignment,-0.02479,1,2,1,1,True,338,69,137,157,-0.00367,1,True,False,True,2.8
11,voice,50,55,2.8864,3.2472,wav2vec2_ctc_forced_alignment,-0.02479,1,36,4,4,True,337,71,138,159,-0.00044,4,True,False,True,3.1
12,and,57,60,3.9488,4.049,wav2vec2_ctc_forced_alignment,-0.02479,1,10,1,1,True,337,64,141,157,-0.03768,1,True,False,True,4.0
13,that,61,65,4.1092,4.2495,wav2vec2_ctc_forced_alignment,-0.02479,1,14,1,1,True,336,67,142,151,-0.04028,1,True,False,True,4.2
14,makes,66,71,4.3096,4.5101,wav2vec2_ctc_forced_alignment,-0.02479,1,21,2,2,True,337,65,140,149,-0.00676,2,True,False,True,4.4
15,you,72,75,4.5501,4.6504,wav2vec2_ctc_forced_alignment,-0.02479,1,10,1,1,True,337,65,141,154,-0.0001,1,True,False,True,4.6
16,closer,76,82,4.7305,5.1114,wav2vec2_ctc_forced_alignment,-0.02479,1,38,4,4,True,339,75,139,155,-0.03498,4,True,False,True,4.9
17,to,83,85,5.2116,5.3118,wav2vec2_ctc_forced_alignment,-0.02479,1,10,1,1,True,342,69,139,162,-0.00085,1,True,False,True,5.3
18,that,86,90,5.372,5.5123,wav2vec2_ctc_forced_alignment,-0.02479,1,14,2,2,True,341,72,139,160,-0.22966,2,True,False,True,5.4
19,client,91,97,5.5925,5.9533,wav2vec2_ctc_forced_alignment,-0.02479,1,36,4,4,True,341,73,139,160,-0.02639,4,True,False,True,5.8
