word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,It,0,2,0.5804,0.6204,wav2vec2_ctc_forced_alignment,-0.06831,1,4,1,1,True,344,62,143,162,-0.00011,1,True,False,True,0.6
1,becomes,3,10,0.7005,1.1208,wav2vec2_ctc_forced_alignment,-0.06831,1,42,4,4,True,343,58,143,161,-0.00372,4,True,False,True,0.9
2,easier,11,17,1.381,1.7812,wav2vec2_ctc_forced_alignment,-0.06831,1,40,4,4,True,340,62,139,158,-0.07134,4,True,False,True,1.6
3,at,18,20,1.9613,2.0014,wav2vec2_ctc_forced_alignment,-0.06831,1,4,1,1,True,337,58,138,163,-0.00591,1,True,False,True,2.0
4,each,21,25,2.1815,2.3416,wav2vec2_ctc_forced_alignment,-0.06831,1,16,2,2,True,340,67,136,161,-0.06842,2,True,False,True,2.3
5,one,26,29,2.4817,2.5618,wav2vec2_ctc_forced_alignment,-0.06831,1,8,1,1,True,342,63,139,164,-6e-05,1,True,False,True,2.5
6,of,30,32,2.6218,2.6618,wav2vec2_ctc_forced_alignment,-0.06831,1,4,0,0,True,342,66,140,164,-0.00027,0,True,True,True,2.6
7,these,33,38,2.7019,2.862,wav2vec2_ctc_forced_alignment,-0.06831,1,16,1,1,True,341,72,140,160,-0.00537,1,True,False,True,2.8
8,conferences,39,50,2.942,3.5625,wav2vec2_ctc_forced_alignment,-0.06831,1,62,6,6,True,339,71,139,158,-0.05398,6,True,False,True,3.3
9,to,51,53,4.1028,4.2029,wav2vec2_ctc_forced_alignment,-0.06831,1,10,1,1,True,335,67,142,159,-0.00012,1,True,False,True,4.2
10,connect,54,61,4.2629,4.5832,wav2vec2_ctc_forced_alignment,-0.06831,1,32,3,3,True,331,67,142,157,-4e-05,3,True,False,True,4.4
11,with,62,66,4.6632,4.8033,wav2vec2_ctc_forced_alignment,-0.06831,1,14,2,2,True,329,67,138,155,-0.11714,2,True,False,True,4.7
12,people,67,73,4.8633,5.1636,wav2vec2_ctc_forced_alignment,-0.06831,1,30,3,3,True,330,59,140,159,-0.10439,3,True,False,True,5.0
13,that,74,78,5.2436,5.3437,wav2vec2_ctc_forced_alignment,-0.06831,1,10,1,1,True,331,62,139,146,-0.11444,1,True,False,True,5.3
14,you've,79,85,5.3837,5.6039,wav2vec2_ctc_forced_alignment,-0.06831,3,22,3,3,True,331,60,140,153,-0.00564,3,True,False,True,5.5
15,met,86,89,5.6839,5.884,wav2vec2_ctc_forced_alignment,-0.06831,1,20,2,2,True,329,64,140,158,-7e-05,2,True,False,True,5.8
16,or,90,92,6.4244,6.4845,wav2vec2_ctc_forced_alignment,-0.06831,1,6,0,0,True,328,61,139,153,-0.0049,0,True,True,True,6.5
17,that,93,97,6.5645,6.6646,wav2vec2_ctc_forced_alignment,-0.06831,1,10,1,1,True,327,61,139,152,-0.1245,1,True,False,True,6.6
18,you're,98,104,6.7046,6.8647,wav2vec2_ctc_forced_alignment,-0.06831,3,16,1,1,True,327,58,139,156,-0.02558,1,True,False,True,6.8
19,doing,105,110,6.9048,7.1049,wav2vec2_ctc_forced_alignment,-0.06831,1,20,2,2,True,325,61,140,157,-0.00023,2,True,False,True,7.0
20,business,111,119,7.1849,7.5652,wav2vec2_ctc_forced_alignment,-0.06831,1,38,4,4,True,327,68,137,162,-0.01838,4,True,False,True,7.4
21,with,120,124,7.6252,7.8454,wav2vec2_ctc_forced_alignment,-0.06831,1,22,2,2,True,328,72,138,159,-0.87598,2,True,False,True,7.7
