word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,they,0,4,0.02,0.1002,wav2vec2_ctc_forced_alignment,-0.37584,1,8,1,1,True,798,193,181,210,-2.57014,1,True,False,True,0.1
1,have,5,9,0.1803,0.2804,wav2vec2_ctc_forced_alignment,-0.37584,1,10,1,1,True,796,197,181,207,-1.05626,1,True,False,True,0.2
2,doubt,10,15,0.3405,0.6009,wav2vec2_ctc_forced_alignment,-0.37584,1,26,3,3,True,803,188,177,208,-0.02953,3,True,False,True,0.5
3,they,17,21,0.6811,0.7812,wav2vec2_ctc_forced_alignment,-0.37584,1,10,1,1,True,802,184,178,227,-0.01821,1,True,False,True,0.7
4,have,22,26,0.8614,0.9615,wav2vec2_ctc_forced_alignment,-0.37584,1,10,1,1,True,803,193,176,219,-0.34276,1,True,False,True,0.9
5,fear,27,31,1.0817,1.3221,wav2vec2_ctc_forced_alignment,-0.37584,1,24,3,3,True,798,192,181,222,-0.00884,3,True,False,True,1.2
6,they,33,37,1.7227,1.8229,wav2vec2_ctc_forced_alignment,-0.37584,1,10,1,1,True,750,95,259,259,-0.23226,1,False,False,True,1.8
7,lose,38,42,1.883,2.1033,wav2vec2_ctc_forced_alignment,-0.37584,1,22,3,3,True,814,119,169,225,-0.60957,3,True,False,True,2.0
8,in,43,45,2.1634,2.2035,wav2vec2_ctc_forced_alignment,-0.37584,1,4,1,1,True,817,147,176,217,-0.11219,1,True,False,True,2.2
9,a,46,47,2.2636,2.2836,wav2vec2_ctc_forced_alignment,-0.37584,1,2,0,0,True,824,150,175,228,-0.13934,0,True,True,True,2.3
10,Ferrari,48,55,2.3437,2.7644,wav2vec2_ctc_forced_alignment,-0.37584,1,42,4,4,True,817,158,175,223,-0.8817,4,True,False,True,2.6
11,race,56,60,2.8445,3.0849,wav2vec2_ctc_forced_alignment,-0.37584,1,24,2,2,True,830,161,183,223,-0.00245,2,True,False,True,3.0
12,or,62,64,3.145,3.205,wav2vec2_ctc_forced_alignment,-0.37584,1,6,1,1,True,843,157,193,233,-0.00898,1,True,False,True,3.2
13,they,65,69,3.2651,3.3653,wav2vec2_ctc_forced_alignment,-0.37584,1,10,1,1,True,848,162,186,229,-1.48614,1,True,False,True,3.3
14,lose,70,74,3.4254,3.6858,wav2vec2_ctc_forced_alignment,-0.37584,1,26,2,2,True,847,164,189,229,-0.12488,2,True,False,True,3.6
15,in,75,77,3.806,3.8461,wav2vec2_ctc_forced_alignment,-0.37584,1,4,0,0,True,845,165,186,232,-0.34353,0,True,True,True,3.8
16,a,78,79,4.1065,4.1265,wav2vec2_ctc_forced_alignment,-0.37584,1,2,0,0,True,837,165,183,232,-0.07584,0,True,True,True,4.1
17,race,80,84,4.5271,4.7875,wav2vec2_ctc_forced_alignment,-0.37584,1,26,2,2,True,792,177,169,219,-0.05679,2,True,False,True,4.7
18,and,86,89,5.1882,5.2483,wav2vec2_ctc_forced_alignment,-0.37584,1,6,1,1,True,788,194,176,215,-0.04258,1,True,False,True,5.2
19,then,90,94,5.2883,5.3685,wav2vec2_ctc_forced_alignment,-0.37584,1,8,1,1,True,786,197,170,215,-0.05431,1,True,False,True,5.3
20,they,95,99,5.4285,5.5287,wav2vec2_ctc_forced_alignment,-0.37584,1,10,1,1,True,777,207,182,215,-0.00544,1,True,False,True,5.5
21,just,100,104,5.5888,5.749,wav2vec2_ctc_forced_alignment,-0.37584,1,16,2,2,True,780,205,178,219,-0.02879,2,True,False,True,5.7
22,give,105,109,5.7891,5.9293,wav2vec2_ctc_forced_alignment,-0.37584,1,14,2,2,True,783,213,173,216,-0.00141,2,True,False,True,5.9
23,up,110,112,6.0896,6.1296,wav2vec2_ctc_forced_alignment,-0.37584,1,4,1,1,True,782,209,176,220,-0.0036,1,True,False,True,6.1
