word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,it,0,2,0.42,0.6292,proportional_fallback_low_ctc_confidence,-4.06494,1,21,2,2,True,863,141,185,185,-3.64891,2,False,False,False,0.5
1,comes,3,8,0.6292,1.152,proportional_fallback_low_ctc_confidence,-4.06494,1,53,5,5,True,244,95,156,211,-5.47569,5,False,False,False,0.9
2,with,9,13,1.152,1.5703,proportional_fallback_low_ctc_confidence,-4.06494,1,42,4,4,True,860,143,183,183,-4.63213,4,False,False,False,1.4
3,the,14,17,1.5703,1.8841,proportional_fallback_low_ctc_confidence,-4.06494,1,31,3,3,True,847,144,184,184,-0.2925,3,False,False,False,1.7
4,assistance,18,28,1.8841,2.9299,proportional_fallback_low_ctc_confidence,-4.06494,1,104,11,11,True,175,71,170,232,-2.84755,11,True,False,False,2.4
5,and,29,32,2.9299,3.2436,proportional_fallback_low_ctc_confidence,-4.06494,1,32,3,3,True,0,64,177,239,-6.65065,3,True,False,False,3.1
6,agitation,33,42,3.2436,4.1848,proportional_fallback_low_ctc_confidence,-4.06494,1,94,9,9,True,0,59,173,236,-4.5361,9,True,False,False,3.7
7,of,43,45,4.1848,4.3939,proportional_fallback_low_ctc_confidence,-4.06494,1,21,2,2,True,684,134,189,257,-4.49658,2,True,False,False,4.3
8,states,46,52,4.3939,5.0214,proportional_fallback_low_ctc_confidence,-4.06494,1,63,7,7,True,676,141,193,248,-5.1118,7,True,False,False,4.7
9,and,53,56,5.0214,5.3351,proportional_fallback_low_ctc_confidence,-4.06494,1,31,3,3,True,0,58,155,250,-7.80511,3,True,False,False,5.2
10,regimes,57,64,5.3351,6.0672,proportional_fallback_low_ctc_confidence,-4.06494,1,73,7,7,True,650,136,202,246,-3.32408,7,True,False,False,5.7
11,Yesterday,66,75,6.0672,7.0084,proportional_fallback_low_ctc_confidence,-4.06494,1,94,10,10,True,633,117,208,262,-4.69861,10,True,False,False,6.5
12,Iran,76,80,7.0084,7.4267,proportional_fallback_low_ctc_confidence,-4.06494,1,42,4,4,True,624,119,210,264,-2.41748,4,True,False,False,7.2
13,announced,81,90,7.4267,8.3679,proportional_fallback_low_ctc_confidence,-4.06494,1,94,9,9,True,609,119,221,277,-5.51785,9,True,False,False,7.9
14,that,91,95,8.3679,8.7862,proportional_fallback_low_ctc_confidence,-4.06494,1,42,4,4,True,619,126,230,276,-3.70548,4,True,False,False,8.6
15,it,96,98,8.7862,8.9953,proportional_fallback_low_ctc_confidence,-4.06494,1,21,2,2,True,656,116,233,277,-2.65241,2,True,False,False,8.9
16,will,99,103,8.9953,9.4136,proportional_fallback_low_ctc_confidence,-4.06494,1,42,5,5,True,655,108,232,287,-2.68721,5,True,False,False,9.2
17,finance,104,111,9.4136,10.1457,proportional_fallback_low_ctc_confidence,-4.06494,1,73,7,7,True,602,93,253,301,-4.21007,7,True,False,False,9.8
18,the,112,115,10.1457,10.4594,proportional_fallback_low_ctc_confidence,-4.06494,1,31,3,3,True,597,102,255,300,-1.68169,3,True,False,False,10.3
19,families,116,124,10.4594,11.296,proportional_fallback_low_ctc_confidence,-4.06494,1,84,8,8,True,591,108,258,306,-4.48093,8,True,False,False,10.9
20,of,125,127,11.296,11.5052,proportional_fallback_low_ctc_confidence,-4.06494,1,21,3,3,True,593,108,262,306,-5.04288,3,True,False,False,11.4
21,the,128,131,11.5052,11.8189,proportional_fallback_low_ctc_confidence,-4.06494,1,31,3,3,True,592,107,261,307,-2.15919,3,True,False,False,11.7
22,terrorists,132,142,11.8189,12.8647,proportional_fallback_low_ctc_confidence,-4.06494,1,105,10,10,True,584,97,266,322,-3.67128,10,True,False,False,12.3
23,and,143,146,12.8647,13.1784,proportional_fallback_low_ctc_confidence,-4.06494,1,31,3,3,True,585,103,261,323,-1.52439,3,True,False,False,13.0
24,murderers,147,156,13.1784,14.1196,proportional_fallback_low_ctc_confidence,-4.06494,1,94,10,10,True,579,112,262,318,-3.71007,10,True,False,False,13.6
25,this,157,161,14.1196,14.5379,proportional_fallback_low_ctc_confidence,-4.06494,1,42,4,4,True,581,113,261,313,-1.83534,4,True,False,False,14.3
26,shows,162,167,14.5379,15.0608,proportional_fallback_low_ctc_confidence,-4.06494,1,53,5,5,True,566,113,271,324,-6.74052,5,True,False,False,14.8
27,that,168,172,15.0608,15.4791,proportional_fallback_low_ctc_confidence,-4.06494,1,41,4,4,True,562,113,272,316,-3.21857,4,True,False,False,15.3
28,Iran,173,177,15.4791,15.8974,proportional_fallback_low_ctc_confidence,-4.06494,1,42,4,4,True,563,112,271,317,-4.31421,4,True,False,False,15.7
29,even,179,183,15.8974,16.3157,proportional_fallback_low_ctc_confidence,-4.06494,1,42,5,5,True,569,118,271,314,-2.69593,5,True,False,False,16.1
30,after,184,189,16.3157,16.8386,proportional_fallback_low_ctc_confidence,-4.06494,1,52,5,5,True,611,117,259,315,-3.92904,5,True,False,False,16.6
31,the,190,193,16.8386,17.1524,proportional_fallback_low_ctc_confidence,-4.06494,1,32,3,3,True,600,107,266,310,-7.37803,3,True,False,False,17.0
32,nuclear,194,201,17.1524,17.8844,proportional_fallback_low_ctc_confidence,-4.06494,1,73,7,7,True,586,102,267,324,-6.44353,7,True,False,False,17.5
33,agreement,202,211,17.8844,18.8256,proportional_fallback_low_ctc_confidence,-4.06494,1,94,10,10,True,582,87,273,331,-3.10771,10,True,False,False,18.4
34,is,213,215,18.8256,19.0347,proportional_fallback_low_ctc_confidence,-4.06494,1,21,2,2,True,574,104,274,317,-4.27691,2,True,False,False,18.9
35,continuing,216,226,19.0347,20.0805,proportional_fallback_low_ctc_confidence,-4.06494,1,105,10,10,True,568,107,269,324,-5.83673,10,True,False,False,19.6
36,to,227,229,20.0805,20.2897,proportional_fallback_low_ctc_confidence,-4.06494,1,20,2,2,True,577,104,270,325,-4.18577,2,True,False,False,20.2
37,aid,230,233,20.2897,20.6034,proportional_fallback_low_ctc_confidence,-4.06494,1,32,4,4,True,579,107,271,332,-4.63609,4,True,False,False,20.4
38,terrorism,234,243,20.6034,21.5446,proportional_fallback_low_ctc_confidence,-4.06494,1,94,9,9,True,579,101,267,328,-4.72849,9,True,False,False,21.1
39,including,245,254,21.5446,22.4858,proportional_fallback_low_ctc_confidence,-4.06494,1,94,9,9,True,572,101,270,328,-6.32526,9,True,False,False,22.0
