word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,Maybe,0,5,0.5406,0.7408,wav2vec2_ctc_forced_alignment,-0.39716,1,20,2,2,True,271,86,92,109,-0.11207,2,True,False,True,0.6
1,you,6,9,0.8009,0.901,wav2vec2_ctc_forced_alignment,-0.39716,1,10,1,1,True,269,87,93,111,-0.15865,1,True,False,True,0.9
2,could,10,15,0.961,1.1412,wav2vec2_ctc_forced_alignment,-0.39716,1,18,2,2,True,275,89,88,107,-0.08729,2,True,False,True,1.1
3,find,16,20,1.5617,1.862,wav2vec2_ctc_forced_alignment,-0.39716,1,30,3,3,True,271,89,99,120,-0.15602,3,True,False,True,1.7
4,a,21,22,1.9421,1.9621,wav2vec2_ctc_forced_alignment,-0.39716,1,2,0,0,True,267,95,97,123,-0.00305,0,True,True,True,2.0
5,picture,23,30,2.0422,2.4026,wav2vec2_ctc_forced_alignment,-0.39716,1,36,4,4,True,266,101,95,121,-0.05295,4,True,False,True,2.2
6,of,31,33,2.4627,2.5027,wav2vec2_ctc_forced_alignment,-0.39716,1,4,1,1,True,267,99,97,124,-0.20867,1,True,False,True,2.5
7,the,34,37,2.5828,2.6429,wav2vec2_ctc_forced_alignment,-0.39716,1,6,1,1,True,267,100,98,123,-0.00585,1,True,False,True,2.6
8,couple,38,44,2.7029,3.0433,wav2vec2_ctc_forced_alignment,-0.39716,1,34,3,3,True,264,97,96,121,-0.02122,3,True,False,True,2.9
9,from,45,49,3.1634,3.3637,wav2vec2_ctc_forced_alignment,-0.39716,1,20,2,2,True,263,95,94,118,-0.06271,2,True,False,True,3.3
10,their,50,55,3.724,3.8842,wav2vec2_ctc_forced_alignment,-0.39716,1,16,1,1,True,262,93,93,113,-0.00269,1,True,False,True,3.8
11,wedding,56,63,3.9443,4.3647,wav2vec2_ctc_forced_alignment,-0.39716,1,42,4,4,True,256,95,93,114,-0.02753,4,True,False,True,4.2
12,or,64,66,4.645,4.7251,wav2vec2_ctc_forced_alignment,-0.39716,1,8,1,1,True,266,87,93,117,-0.01539,1,True,False,True,4.7
13,sometime,67,75,4.9053,5.3258,wav2vec2_ctc_forced_alignment,-0.39716,1,42,4,4,True,265,87,92,116,-0.10113,4,True,False,True,5.1
14,in,76,78,5.3859,5.4259,wav2vec2_ctc_forced_alignment,-0.39716,1,4,1,1,True,270,87,93,114,-0.00017,1,True,False,True,5.4
15,their,79,84,5.486,5.6461,wav2vec2_ctc_forced_alignment,-0.39716,1,16,2,2,True,269,92,92,114,-0.01992,2,True,False,True,5.6
16,life,85,89,5.7262,6.0466,wav2vec2_ctc_forced_alignment,-0.39716,1,32,3,3,True,267,90,94,124,-0.05886,3,True,False,True,5.9
17,or,91,93,6.1667,6.2067,wav2vec2_ctc_forced_alignment,-0.39716,1,4,1,1,True,267,91,92,120,-0.00216,1,True,False,True,6.2
18,maybe,94,99,6.2668,6.467,wav2vec2_ctc_forced_alignment,-0.39716,1,20,2,2,True,267,91,91,115,-0.0167,2,True,False,True,6.4
19,even,100,104,6.5872,6.7473,wav2vec2_ctc_forced_alignment,-0.39716,1,16,2,2,True,260,94,93,108,-0.00326,2,True,False,True,6.7
20,a,105,106,6.8074,6.8274,wav2vec2_ctc_forced_alignment,-0.39716,1,2,0,0,True,258,95,91,109,-0.00426,0,True,True,True,6.8
21,current,107,114,6.9275,7.2679,wav2vec2_ctc_forced_alignment,-0.39716,1,34,3,3,True,258,95,90,112,-0.08613,3,True,False,True,7.1
22,picture,115,122,7.368,7.7885,wav2vec2_ctc_forced_alignment,-0.39716,1,42,4,4,True,261,98,90,111,-0.05428,4,True,False,True,7.6
23,and,123,126,8.2089,8.269,wav2vec2_ctc_forced_alignment,-0.39716,1,6,0,0,True,258,90,95,113,-0.00187,0,True,True,True,8.2
24,have,127,131,8.3291,8.4292,wav2vec2_ctc_forced_alignment,-0.39716,1,10,1,1,True,256,92,94,112,-0.42008,1,True,False,True,8.4
25,it,132,134,8.4492,8.4892,wav2vec2_ctc_forced_alignment,-0.39716,1,4,0,0,True,255,94,95,112,-3.8729,0,True,True,True,8.5
26,put,135,138,8.5893,8.7295,wav2vec2_ctc_forced_alignment,-0.39716,1,14,2,2,True,255,93,95,111,-0.00012,2,True,False,True,8.7
27,in,139,141,8.7896,8.8296,wav2vec2_ctc_forced_alignment,-0.39716,1,4,1,1,True,254,92,95,111,-0.00346,1,True,False,True,8.8
28,a,142,143,8.8696,8.9097,wav2vec2_ctc_forced_alignment,-0.39716,1,4,1,1,True,253,89,97,115,-0.10708,1,True,False,True,8.9
29,beautiful,144,153,8.9297,9.2901,wav2vec2_ctc_forced_alignment,-0.39716,1,37,3,3,True,252,89,96,116,-0.01919,3,True,False,True,9.1
30,frame,154,159,9.4102,9.8507,wav2vec2_ctc_forced_alignment,-0.39716,1,44,4,4,True,251,95,95,115,-4.79557,4,True,False,True,9.6
