word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,And,0,3,0.5419,0.6222,wav2vec2_ctc_forced_alignment,-0.05365,1,8,1,1,True,529,62,221,265,-0.02561,1,True,False,True,0.6
1,because,4,11,0.6623,0.9433,wav2vec2_ctc_forced_alignment,-0.05365,1,28,3,3,True,527,59,223,263,-0.02431,3,True,False,True,0.8
2,they,12,16,1.0035,1.1038,wav2vec2_ctc_forced_alignment,-0.05365,1,10,1,1,True,519,62,223,266,-0.03002,1,True,False,True,1.1
3,couldn’t,17,25,1.1239,1.3447,wav2vec2_ctc_forced_alignment,-0.05365,3,22,2,2,True,521,61,224,267,-0.00407,2,True,False,True,1.2
4,get,26,29,1.3647,1.445,wav2vec2_ctc_forced_alignment,-0.05365,1,8,1,1,True,525,68,214,258,-0.00024,1,True,False,True,1.4
5,these,30,35,1.4852,1.6257,wav2vec2_ctc_forced_alignment,-0.05365,1,14,2,2,True,522,65,219,264,-0.00347,2,True,False,True,1.6
6,jobs,36,40,1.6859,2.0271,wav2vec2_ctc_forced_alignment,-0.05365,1,34,4,4,True,518,62,224,261,-0.1261,4,True,False,True,1.9
7,Black,42,47,2.2277,2.3883,wav2vec2_ctc_forced_alignment,-0.05365,1,16,1,1,True,533,81,220,271,-0.01999,1,True,False,True,2.3
8,communities,48,59,2.4284,2.8098,wav2vec2_ctc_forced_alignment,-0.05365,1,38,4,4,True,541,82,217,265,-0.05416,4,True,False,True,2.6
9,had,60,63,2.8298,2.9101,wav2vec2_ctc_forced_alignment,-0.05365,1,9,1,1,True,544,77,216,269,-0.00115,1,True,False,True,2.9
10,more,64,68,2.9904,3.1309,wav2vec2_ctc_forced_alignment,-0.05365,1,14,2,2,True,550,79,214,269,-0.11488,2,True,False,True,3.1
11,men,69,72,3.171,3.2714,wav2vec2_ctc_forced_alignment,-0.05365,1,10,1,1,True,550,82,215,269,-0.00017,1,True,False,True,3.2
12,out,73,76,3.3115,3.3918,wav2vec2_ctc_forced_alignment,-0.05365,1,8,0,0,True,551,77,212,265,-0.00261,0,True,True,True,3.4
13,of,77,79,3.4119,3.4721,wav2vec2_ctc_forced_alignment,-0.05365,1,6,0,0,True,551,77,212,265,-0.00473,0,True,True,True,3.4
14,work,80,84,3.5323,3.6728,wav2vec2_ctc_forced_alignment,-0.05365,1,14,1,1,True,549,72,218,268,-0.00222,1,True,False,True,3.6
15,higher,86,92,3.9939,4.2147,wav2vec2_ctc_forced_alignment,-0.05365,1,22,3,3,True,553,66,216,259,-0.37535,3,True,False,True,4.1
16,rates,93,98,4.2347,4.3953,wav2vec2_ctc_forced_alignment,-0.05365,1,16,1,1,True,557,66,217,262,-0.10838,1,True,False,True,4.3
17,of,99,101,4.4154,4.4756,wav2vec2_ctc_forced_alignment,-0.05365,1,6,0,0,True,559,66,221,265,-0.00414,0,True,True,True,4.4
18,poverty,102,109,4.5157,4.8569,wav2vec2_ctc_forced_alignment,-0.05365,1,34,3,3,True,553,62,224,263,-0.04512,3,True,False,True,4.7
19,and,111,114,4.9773,5.0576,wav2vec2_ctc_forced_alignment,-0.05365,1,8,1,1,True,563,60,213,263,-0.0229,1,True,False,True,5.0
20,more,115,119,5.0977,5.2382,wav2vec2_ctc_forced_alignment,-0.05365,1,14,2,2,True,558,67,216,263,-0.08096,2,True,False,True,5.2
21,criminal,120,128,5.2984,5.5593,wav2vec2_ctc_forced_alignment,-0.05365,1,26,3,3,True,556,70,214,260,-0.0075,3,True,False,True,5.4
22,behavior,129,137,5.6195,6.0209,wav2vec2_ctc_forced_alignment,-0.05365,1,41,4,4,True,553,71,216,261,-0.03746,4,True,False,True,5.8
