word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,It's,0,4,0.0,0.2355,proportional_fallback_low_ctc_confidence,-6.6334,3,24,3,3,True,607,39,195,256,-6.04648,3,True,False,False,0.1
1,safe,5,9,0.2355,0.5496,proportional_fallback_low_ctc_confidence,-6.6334,1,31,3,3,True,607,36,193,253,-8.57835,3,True,False,False,0.4
2,and,10,13,0.5496,0.7851,proportional_fallback_low_ctc_confidence,-6.6334,1,24,2,2,True,606,35,193,258,-2.91658,2,True,False,False,0.7
3,the,14,17,0.7851,1.0206,proportional_fallback_low_ctc_confidence,-6.6334,1,24,3,3,True,604,33,193,249,-12.16062,3,True,False,False,0.9
4,person,18,24,1.0206,1.4917,proportional_fallback_low_ctc_confidence,-6.6334,1,47,4,4,True,603,31,191,252,-6.12553,4,True,False,False,1.3
5,will,25,29,1.4917,1.8057,proportional_fallback_low_ctc_confidence,-6.6334,1,31,4,4,True,609,24,203,240,-8.84004,4,True,False,False,1.6
6,feel,30,34,1.8057,2.1197,proportional_fallback_low_ctc_confidence,-6.6334,1,31,3,3,True,614,28,193,259,-7.60903,3,True,False,False,2.0
7,better,35,41,2.1197,2.5908,proportional_fallback_low_ctc_confidence,-6.6334,1,48,4,4,True,621,50,195,248,-2.96032,4,True,False,False,2.4
8,later,42,47,2.5908,2.9833,proportional_fallback_low_ctc_confidence,-6.6334,1,39,4,4,True,624,44,194,245,-3.50609,4,True,False,False,2.8
9,on,48,50,2.9833,3.1403,proportional_fallback_low_ctc_confidence,-6.6334,1,16,2,2,True,625,44,195,245,-8.7715,2,True,False,False,3.1
10,but,52,55,3.1403,3.3759,proportional_fallback_low_ctc_confidence,-6.6334,1,23,2,2,True,618,40,199,253,-0.0079,2,True,False,False,3.3
11,it's,56,60,3.3759,3.6114,proportional_fallback_low_ctc_confidence,-6.6334,3,24,3,3,True,617,34,195,249,-7.44857,3,True,False,False,3.5
12,sort,61,65,3.6114,3.9254,proportional_fallback_low_ctc_confidence,-6.6334,1,31,3,3,True,616,38,196,251,-7.6741,3,True,False,False,3.8
13,of,66,68,3.9254,4.0824,proportional_fallback_low_ctc_confidence,-6.6334,1,16,1,1,True,615,39,193,245,-12.83668,1,True,False,False,4.0
14,like,69,73,4.0824,4.3965,proportional_fallback_low_ctc_confidence,-6.6334,1,31,3,3,True,618,42,196,247,-8.10387,3,True,False,False,4.2
15,flossing,74,82,4.3965,5.0245,proportional_fallback_low_ctc_confidence,-6.6334,3,63,7,7,True,675,108,264,310,-10.60271,7,True,False,False,4.7
16,your,83,87,5.0245,5.3386,proportional_fallback_low_ctc_confidence,-6.6334,1,31,3,3,True,651,112,270,315,-2.97214,3,True,False,False,5.2
17,teeth,88,93,5.3386,5.7311,proportional_fallback_low_ctc_confidence,-6.6334,1,40,4,4,True,648,112,271,319,-6.86403,4,True,False,False,5.5
18,for,94,97,5.7311,5.9666,proportional_fallback_low_ctc_confidence,-6.6334,1,23,2,2,True,652,103,269,328,-6.74361,2,True,False,False,5.8
19,the,98,101,5.9666,6.2022,proportional_fallback_low_ctc_confidence,-6.6334,1,24,3,3,True,644,102,260,312,-5.30827,3,True,False,False,6.1
20,first,102,107,6.2022,6.5947,proportional_fallback_low_ctc_confidence,-6.6334,1,39,3,3,True,643,103,259,315,-6.17282,3,True,False,False,6.4
21,time,108,112,6.5947,6.9088,proportional_fallback_low_ctc_confidence,-6.6334,1,31,4,4,True,649,95,260,313,-8.43445,4,True,False,False,6.8
