word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,And,1,4,0.4804,0.5604,wav2vec2_ctc_forced_alignment,-0.09346,1,8,1,1,True,457,139,137,137,-0.00287,1,False,False,True,0.5
1,all,5,8,0.6605,0.7806,wav2vec2_ctc_forced_alignment,-0.09346,1,12,1,1,True,456,138,138,138,-0.01402,1,False,False,True,0.7
2,of,9,11,0.8406,0.8806,wav2vec2_ctc_forced_alignment,-0.09346,1,4,0,0,True,456,138,138,138,-0.00169,0,False,True,True,0.9
3,them,12,16,0.9407,1.0608,wav2vec2_ctc_forced_alignment,-0.09346,1,12,1,1,True,456,138,138,138,-0.12089,1,False,False,True,1.0
4,are,17,20,1.2009,1.2809,wav2vec2_ctc_forced_alignment,-0.09346,1,8,0,0,True,456,138,138,138,-0.14566,0,False,True,True,1.2
5,really,21,27,1.381,1.6212,wav2vec2_ctc_forced_alignment,-0.09346,1,24,3,3,True,454,137,140,140,-0.00634,3,False,False,True,1.5
6,being,28,33,1.6812,1.8614,wav2vec2_ctc_forced_alignment,-0.09346,1,18,2,2,True,455,137,139,139,-0.02419,2,False,False,True,1.8
7,able,34,38,2.5619,2.722,wav2vec2_ctc_forced_alignment,-0.09346,1,16,2,2,True,671,430,146,146,-0.00991,2,False,False,True,2.6
8,to,39,41,2.782,2.8621,wav2vec2_ctc_forced_alignment,-0.09346,1,8,1,1,True,454,136,139,139,-0.09448,1,False,False,True,2.8
9,explore,42,49,2.9421,3.5426,wav2vec2_ctc_forced_alignment,-0.09346,1,60,6,6,True,454,135,139,139,-0.03889,6,False,False,True,3.2
10,these,51,56,4.063,4.2031,wav2vec2_ctc_forced_alignment,-0.09346,1,14,2,2,True,453,135,140,140,-0.01483,2,False,False,True,4.1
11,different,57,66,4.5233,4.8035,wav2vec2_ctc_forced_alignment,-0.09346,1,28,3,3,True,482,279,123,123,-0.01074,3,False,False,True,4.7
12,areas,67,72,4.8836,5.1838,wav2vec2_ctc_forced_alignment,-0.09346,1,30,3,3,True,483,280,122,122,-0.095,3,False,False,True,5.0
13,in,73,75,5.8443,5.8843,wav2vec2_ctc_forced_alignment,-0.09346,1,4,0,0,True,482,279,123,123,-0.00468,0,False,True,True,5.9
14,depth,76,81,6.0444,6.3446,wav2vec2_ctc_forced_alignment,-0.09346,1,30,3,3,True,481,279,124,124,-0.1776,3,False,False,True,6.2
15,in,83,85,6.5648,6.6048,wav2vec2_ctc_forced_alignment,-0.09346,1,4,1,1,True,480,279,123,123,-0.00049,1,False,False,True,6.6
16,a,86,87,6.6849,6.7049,wav2vec2_ctc_forced_alignment,-0.09346,1,2,1,1,True,481,279,123,123,-0.00613,1,False,False,True,6.7
17,way,88,91,6.7649,6.905,wav2vec2_ctc_forced_alignment,-0.09346,1,14,2,2,True,480,279,123,123,-0.00019,2,False,False,True,6.8
18,that,92,96,7.0251,7.1652,wav2vec2_ctc_forced_alignment,-0.09346,1,14,1,1,True,481,279,123,123,-0.01625,1,False,False,True,7.1
19,really,97,103,7.3254,7.5255,wav2vec2_ctc_forced_alignment,-0.09346,1,20,2,2,True,480,279,124,124,-0.03005,2,False,False,True,7.4
20,wasn't,104,110,7.5655,7.8057,wav2vec2_ctc_forced_alignment,-0.09346,3,24,3,3,True,480,279,124,124,-0.01189,3,False,False,True,7.7
21,available,111,120,7.8457,8.2861,wav2vec2_ctc_forced_alignment,-0.09346,1,44,4,4,True,480,279,124,124,-0.06527,4,False,False,True,8.1
22,before,122,128,8.3661,8.6663,wav2vec2_ctc_forced_alignment,-0.09346,1,30,3,3,True,978,363,129,129,-0.00047,3,False,False,True,8.5
23,the,129,132,8.7464,8.8064,wav2vec2_ctc_forced_alignment,-0.09346,1,6,1,1,True,480,279,123,123,-0.00457,1,False,False,True,8.8
24,center,133,139,8.8665,9.1467,wav2vec2_ctc_forced_alignment,-0.09346,1,28,3,3,True,980,365,125,125,-0.21539,3,False,False,True,9.0
25,was,140,143,9.2468,9.3268,wav2vec2_ctc_forced_alignment,-0.09346,1,8,1,1,True,355,391,145,145,-0.00027,1,False,False,True,9.3
26,here,144,148,9.9273,10.1474,wav2vec2_ctc_forced_alignment,-0.09346,1,22,2,2,True,431,47,238,264,-1.61887,2,True,False,True,10.0
