word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,We,0,2,0.8015,0.8816,wav2vec2_ctc_forced_alignment,-0.579,1,8,0,0,True,431,101,344,396,-0.00134,0,True,True,True,0.8
1,have,3,7,0.9417,1.062,wav2vec2_ctc_forced_alignment,-0.579,1,12,1,1,True,431,105,344,388,-0.01638,1,True,False,True,1.0
2,many,8,12,1.1221,1.3225,wav2vec2_ctc_forced_alignment,-0.579,1,20,2,2,True,428,106,346,387,-0.06209,2,True,False,True,1.2
3,new,13,16,1.7032,1.8234,wav2vec2_ctc_forced_alignment,-0.579,1,12,1,1,True,422,91,351,397,-0.0084,1,True,False,True,1.8
4,opportunities,17,30,1.9236,2.4646,wav2vec2_ctc_forced_alignment,-0.579,1,54,5,5,True,425,94,348,398,-0.16525,5,True,False,True,2.2
5,through,31,38,2.4846,2.7251,wav2vec2_ctc_forced_alignment,-0.579,1,24,3,3,True,431,101,347,395,-0.04868,3,True,False,True,2.6
6,the,39,42,3.3662,3.4464,wav2vec2_ctc_forced_alignment,-0.579,1,8,1,1,True,432,98,348,399,-0.00093,1,True,False,True,3.4
7,way,43,46,3.4865,3.6067,wav2vec2_ctc_forced_alignment,-0.579,1,12,2,2,True,433,98,350,401,-0.01128,2,True,False,True,3.5
8,things,47,53,3.6868,3.8672,wav2vec2_ctc_forced_alignment,-0.579,1,18,2,2,True,433,102,347,392,-0.03004,2,True,False,True,3.8
9,have,54,58,3.9072,4.0074,wav2vec2_ctc_forced_alignment,-0.579,1,10,1,1,True,433,102,348,394,-0.15045,1,True,False,True,4.0
10,changed,59,66,4.0275,4.288,wav2vec2_ctc_forced_alignment,-0.579,1,26,2,2,True,430,107,349,385,-0.14943,2,True,False,True,4.2
11,through,67,74,4.308,4.4683,wav2vec2_ctc_forced_alignment,-0.579,1,16,1,1,True,429,103,346,387,-1.01084,1,True,False,True,4.4
12,the,75,78,4.4883,4.5484,wav2vec2_ctc_forced_alignment,-0.579,1,6,1,1,True,428,101,347,389,-0.01191,1,True,False,True,4.5
13,years,79,84,4.5885,4.869,wav2vec2_ctc_forced_alignment,-0.579,1,28,3,3,True,428,102,347,386,-0.04633,3,True,False,True,4.7
14,looking,86,93,5.6505,5.8709,wav2vec2_ctc_forced_alignment,-0.579,1,22,2,2,True,422,111,345,378,-0.00046,2,True,False,True,5.8
15,for,94,97,5.931,6.0111,wav2vec2_ctc_forced_alignment,-0.579,1,8,1,1,True,421,106,347,386,-0.0017,1,True,False,True,6.0
16,new,98,101,6.0913,6.1915,wav2vec2_ctc_forced_alignment,-0.579,1,10,1,1,True,423,104,346,387,-0.00283,1,True,False,True,6.1
17,niche,102,107,6.2716,6.5521,wav2vec2_ctc_forced_alignment,-0.579,1,28,3,3,True,419,100,347,391,-0.27214,3,True,False,True,6.4
18,high,108,112,6.6523,6.8527,wav2vec2_ctc_forced_alignment,-0.579,1,20,2,2,True,420,99,351,392,-0.04231,2,True,False,True,6.8
19,end,113,116,6.9329,7.033,wav2vec2_ctc_forced_alignment,-0.579,1,10,1,1,True,426,100,346,391,-1.12522,1,True,False,True,7.0
20,value,118,123,7.0932,7.3737,wav2vec2_ctc_forced_alignment,-0.579,1,28,3,3,True,426,100,348,391,-0.00375,3,True,False,True,7.2
21,added,124,129,7.4538,7.6342,wav2vec2_ctc_forced_alignment,-0.579,1,18,2,2,True,423,101,345,392,-4.58602,2,True,False,True,7.5
22,products,130,138,7.6542,8.4958,wav2vec2_ctc_forced_alignment,-0.579,1,84,8,8,True,415,107,347,386,-2.84057,8,True,False,True,8.1
