word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,He,0,2,0.0803,0.3815,wav2vec2_ctc_forced_alignment,-0.31448,1,30,3,3,True,535,103,286,343,-9.55162,3,True,False,True,0.2
1,explores,3,11,0.6626,1.0039,wav2vec2_ctc_forced_alignment,-0.31448,1,34,4,4,True,524,69,219,261,-0.02946,4,True,False,True,0.8
2,why,12,15,1.0441,1.1043,wav2vec2_ctc_forced_alignment,-0.31448,1,6,1,1,True,533,64,217,265,-0.0208,1,True,False,True,1.1
3,Black,16,21,1.1846,1.3452,wav2vec2_ctc_forced_alignment,-0.31448,1,16,2,2,True,530,60,228,268,-0.96226,2,True,False,True,1.3
4,and,22,25,1.4055,1.4657,wav2vec2_ctc_forced_alignment,-0.31448,1,6,0,0,True,527,59,224,263,-0.39952,0,True,True,True,1.4
5,White,26,31,1.4858,1.6263,wav2vec2_ctc_forced_alignment,-0.31448,1,14,2,2,True,525,61,222,259,-0.11087,2,True,False,True,1.6
6,Americans,32,41,1.6464,2.048,wav2vec2_ctc_forced_alignment,-0.31448,1,40,4,4,True,522,59,227,257,-0.07044,4,True,False,True,1.8
7,tend,42,46,2.1082,2.2688,wav2vec2_ctc_forced_alignment,-0.31448,1,16,1,1,True,524,57,220,259,-0.06352,1,True,False,True,2.2
8,to,47,49,2.309,2.3491,wav2vec2_ctc_forced_alignment,-0.31448,1,4,0,0,True,530,59,219,268,-0.02998,0,True,True,True,2.3
9,have,50,54,2.4094,2.5298,wav2vec2_ctc_forced_alignment,-0.31448,1,12,1,1,True,526,67,215,254,-0.00062,1,True,False,True,2.5
10,such,55,59,2.5901,2.7306,wav2vec2_ctc_forced_alignment,-0.31448,1,14,2,2,True,523,64,216,260,-0.0011,2,True,False,True,2.7
11,different,60,69,2.8511,3.1322,wav2vec2_ctc_forced_alignment,-0.31448,1,28,3,3,True,531,76,217,263,-0.07491,3,True,False,True,3.0
12,outcomes,70,78,3.2326,3.6542,wav2vec2_ctc_forced_alignment,-0.31448,1,42,4,4,True,533,62,220,269,-0.01049,4,True,False,True,3.4
13,in,79,81,3.7144,3.7546,wav2vec2_ctc_forced_alignment,-0.31448,1,4,0,0,True,534,60,215,246,-0.05354,0,True,True,True,3.7
14,terms,82,87,3.7948,3.9755,wav2vec2_ctc_forced_alignment,-0.31448,1,18,2,2,True,536,60,213,248,-0.00545,2,True,False,True,3.9
15,of,88,90,4.0156,4.0558,wav2vec2_ctc_forced_alignment,-0.31448,1,4,0,0,True,539,60,211,254,-0.00346,0,True,True,True,4.0
16,income,91,97,4.1762,4.4975,wav2vec2_ctc_forced_alignment,-0.31448,1,32,3,3,True,549,74,219,261,-0.00024,3,True,False,True,4.3
17,education,99,108,4.6581,5.1199,wav2vec2_ctc_forced_alignment,-0.31448,1,46,5,5,True,516,69,220,270,-0.01405,5,True,False,True,4.9
18,and,110,113,5.2203,5.2805,wav2vec2_ctc_forced_alignment,-0.31448,1,6,0,0,True,521,66,220,268,-1.75174,0,True,True,True,5.3
19,more,114,118,5.3207,5.8829,wav2vec2_ctc_forced_alignment,-0.31448,1,56,5,5,True,550,162,217,217,-0.19076,5,False,False,True,5.6
