word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
0,is,0,2,0.0401,0.1404,wav2vec2_ctc_forced_alignment,-0.75637,1,10,1,1,True,472,161,163,204,-0.87637,1,True,False,True,0.1
1,you,4,7,0.1805,0.2406,wav2vec2_ctc_forced_alignment,-0.75637,1,6,1,1,True,476,164,159,203,-3.90922,1,True,False,True,0.2
2,can,8,11,0.2607,0.381,wav2vec2_ctc_forced_alignment,-0.75637,1,12,1,1,True,476,167,162,216,-1.97036,1,True,False,True,0.3
3,say,12,15,0.4411,0.6416,wav2vec2_ctc_forced_alignment,-0.75637,1,20,2,2,True,478,170,162,206,-0.00567,2,True,False,True,0.5
4,hey,17,20,0.782,1.0426,wav2vec2_ctc_forced_alignment,-0.75637,1,26,3,3,True,480,168,173,219,-0.02189,3,True,False,True,0.9
5,I,21,22,1.5038,1.5238,wav2vec2_ctc_forced_alignment,-0.75637,1,2,0,0,True,493,156,160,212,-5.14095,0,True,True,True,1.5
6,really,23,29,2.0451,2.3058,wav2vec2_ctc_forced_alignment,-0.75637,1,26,3,3,True,496,168,161,212,-0.00369,3,True,False,True,2.2
7,like,30,34,2.4061,2.6868,wav2vec2_ctc_forced_alignment,-0.75637,1,28,2,2,True,503,169,162,214,-0.01732,2,True,False,True,2.5
8,baby,35,39,2.9875,3.2682,wav2vec2_ctc_forced_alignment,-0.75637,1,28,3,3,True,497,162,165,220,-0.10047,3,True,False,True,3.1
9,skin,40,44,3.3083,3.6492,wav2vec2_ctc_forced_alignment,-0.75637,1,34,3,3,True,482,154,169,218,-1.40488,3,True,False,True,3.5
10,they,46,50,3.6893,3.7895,wav2vec2_ctc_forced_alignment,-0.75637,1,10,1,1,True,484,158,164,217,-1.37286,1,True,False,True,3.7
11,are,51,54,3.8096,3.8697,wav2vec2_ctc_forced_alignment,-0.75637,1,6,0,0,True,483,160,166,214,-5.86982,0,True,True,True,3.8
12,so,55,57,3.8898,4.0101,wav2vec2_ctc_forced_alignment,-0.75637,1,13,2,2,True,485,169,161,202,-0.00028,2,True,False,True,3.9
13,soft,58,62,4.2908,4.6116,wav2vec2_ctc_forced_alignment,-0.75637,1,32,4,4,True,478,174,164,199,-0.10336,4,True,False,True,4.5
14,they,64,68,4.6517,4.7319,wav2vec2_ctc_forced_alignment,-0.75637,1,8,1,1,True,481,169,169,210,-0.27331,1,True,False,True,4.7
15,don’t,69,74,4.772,4.9525,wav2vec2_ctc_forced_alignment,-0.75637,3,18,2,2,True,479,169,171,217,-0.0921,2,True,False,True,4.9
16,have,75,79,5.0327,5.2532,wav2vec2_ctc_forced_alignment,-0.75637,1,22,2,2,True,476,171,170,217,-0.00939,2,True,False,True,5.1
17,any,80,83,5.3334,5.4738,wav2vec2_ctc_forced_alignment,-0.75637,1,14,1,1,True,470,166,173,229,-0.15608,1,True,False,True,5.4
18,hair,84,88,5.5339,5.7144,wav2vec2_ctc_forced_alignment,-0.75637,1,18,2,2,True,471,169,171,225,-0.0056,2,True,False,True,5.6
19,on,89,91,5.7745,5.8146,wav2vec2_ctc_forced_alignment,-0.75637,1,4,1,1,True,472,167,173,225,-0.00932,1,True,False,True,5.8
20,their,92,97,5.8748,5.9951,wav2vec2_ctc_forced_alignment,-0.75637,1,12,1,1,True,474,170,174,227,-1.10446,1,True,False,True,5.9
21,face,98,102,6.0352,6.2557,wav2vec2_ctc_forced_alignment,-0.75637,1,22,2,2,True,474,169,170,221,-0.00014,2,True,False,True,6.1
