sample_id,modality,window_units,unit_start,feature_indices,text,char_start,char_end_exclusive,text_mapping_status,start_seconds,end_seconds,time_mapping_status,target_class,contrast_class,class_margin_effect,intensity_effect,after_target_probability,selected,direction
01,text,1,0,[1],Replacing,0,9,verified,,,unresolved,Neutral,Positive,0.1745463645057893,-0.03802564740180969,0.4250342043863314,True,support
01,text,1,1,[2],these,10,15,verified,,,unresolved,Neutral,Positive,0.061761276127756726,-0.013655781745910645,0.4439940709126727,False,support
01,text,1,2,[3],wear,16,20,verified,,,unresolved,Neutral,Positive,0.0016371964948710405,-0.0024596452713012695,0.4523309568110561,False,support
01,text,1,3,[4],components,21,31,verified,,,unresolved,Neutral,Positive,0.020447040720529275,-0.0021098852157592773,0.4499380285175498,False,support
01,text,1,4,[5],when,32,36,verified,,,unresolved,Neutral,Positive,-0.05937326532169629,0.01575985550880432,0.46125171343484306,False,oppose
01,text,1,5,[6],replacing,37,46,verified,,,unresolved,Neutral,Positive,0.008935809020815366,-0.004466414451599121,0.45129810008719257,False,support
01,text,1,6,[7],the,47,50,verified,,,unresolved,Neutral,Positive,0.017341426362674217,-0.0027041733264923096,0.45155468763222756,False,support
01,text,1,7,[8],timing,51,57,verified,,,unresolved,Neutral,Positive,0.11348043253702533,-0.024354636669158936,0.43051163079809124,False,support
01,text,1,8,[9],belt,58,62,verified,,,unresolved,Neutral,Positive,0.054776675429625055,-0.0115317702293396,0.4416645478033059,False,support
01,text,1,9,[10],is,63,65,verified,,,unresolved,Neutral,Positive,0.0014519530253251922,0.002524256706237793,0.4549297811068027,False,support
01,text,1,10,[11],essential,66,75,verified,,,unresolved,Neutral,Positive,-0.0553391262451266,0.017994165420532227,0.4660708511960318,False,oppose
01,text,1,11,[12],to,76,78,verified,,,unresolved,Neutral,Positive,0.04728252641791808,-0.008120179176330566,0.4472221165407423,False,support
01,text,1,12,[13],ensuring,79,87,verified,,,unresolved,Neutral,Positive,0.06649304844503623,-0.010227441787719727,0.44475413843140243,False,support
01,text,1,13,[14],the,88,91,verified,,,unresolved,Neutral,Positive,-0.05176727071738485,0.013478130102157593,0.46241558489499396,False,oppose
01,text,1,14,[15],new,92,95,verified,,,unresolved,Neutral,Positive,0.036018991527357436,-0.006406843662261963,0.4483243682678446,False,support
01,text,1,15,[16],belt,96,100,verified,,,unresolved,Neutral,Positive,-0.012201722661150272,0.0018056035041809082,0.453841154554178,False,oppose
01,text,1,16,[17],performs,101,109,verified,,,unresolved,Neutral,Positive,-0.03307032374714114,0.00732421875,0.46212280278640444,False,oppose
01,text,1,17,[18],to,110,112,verified,,,unresolved,Neutral,Positive,-0.10938637057251377,0.023190677165985107,0.47621771316971,False,oppose
01,text,1,18,[19],its,113,116,verified,,,unresolved,Neutral,Positive,-0.06693174010654801,0.013924628496170044,0.46770419554589776,True,oppose
01,text,1,19,"[20, 21]",mileage,117,124,verified,,,unresolved,Neutral,Positive,-0.020125824530889513,0.0035340487957000732,0.45565036378777013,False,oppose
01,text,1,20,[22],requirements,125,137,verified,,,unresolved,Neutral,Positive,0.02612941190044904,-0.0070955753326416016,0.4487634168268365,False,support
01,text,3,0,"[1, 2, 3]",Replacing these wear,0,20,verified,,,unresolved,Neutral,Positive,0.13629784476032158,-0.029410988092422485,0.4309921465565558,False,support
01,text,3,1,"[2, 3, 4]",these wear components,10,31,verified,,,unresolved,Neutral,Positive,-0.014953167531979394,0.006822526454925537,0.4552065009556949,False,oppose
01,text,3,2,"[3, 4, 5]",wear components when,16,36,verified,,,unresolved,Neutral,Positive,0.009454400682588626,0.0005362927913665771,0.4479591740156072,False,support
01,text,3,3,"[4, 5, 6]",components when replacing,21,46,verified,,,unresolved,Neutral,Positive,0.022904507777416483,-0.0002498626708984375,0.4475822599796499,False,support
01,text,3,4,"[5, 6, 7]",when replacing the,32,50,verified,,,unresolved,Neutral,Positive,-0.016040632715665915,0.005824565887451172,0.45290212121751305,False,oppose
01,text,3,5,"[6, 7, 8]",replacing the timing,37,57,verified,,,unresolved,Neutral,Positive,0.13466557497756781,-0.02977687120437622,0.4269230026401783,False,support
01,text,3,6,"[7, 8, 9]",the timing belt,47,62,verified,,,unresolved,Neutral,Positive,0.20134467010060852,-0.04441097378730774,0.41263687199816385,False,support
01,text,3,7,"[8, 9, 10]",timing belt is,51,65,verified,,,unresolved,Neutral,Positive,0.14529799621496364,-0.025655001401901245,0.423928839588602,False,support
01,text,3,8,"[9, 10, 11]",belt is essential,58,75,verified,,,unresolved,Neutral,Positive,0.036231943028190994,0.001146554946899414,0.44957496002261266,False,support
01,text,3,9,"[10, 11, 12]",is essential to,63,78,verified,,,unresolved,Neutral,Positive,-0.05010756495580837,0.01775228977203369,0.46463098868229563,False,oppose
01,text,3,10,"[11, 12, 13]",essential to ensuring,66,87,verified,,,unresolved,Neutral,Positive,-0.06215576554899849,0.022742152214050293,0.466428669671443,False,oppose
01,text,3,11,"[12, 13, 14]",to ensuring the,76,91,verified,,,unresolved,Neutral,Positive,0.061895270119543544,-0.007081776857376099,0.4440586315839689,False,support
01,text,3,12,"[13, 14, 15]",ensuring the new,79,95,verified,,,unresolved,Neutral,Positive,0.12649717859738785,-0.018172740936279297,0.4346146562064083,True,support
01,text,3,13,"[14, 15, 16]",the new belt,88,100,verified,,,unresolved,Neutral,Positive,0.046025993308720925,-0.006152808666229248,0.4446514018004331,False,support
01,text,3,14,"[15, 16, 17]",new belt performs,92,109,verified,,,unresolved,Neutral,Positive,-0.06161248846643308,0.018809616565704346,0.46853445785565073,False,oppose
01,text,3,15,"[16, 17, 18]",belt performs to,96,112,verified,,,unresolved,Neutral,Positive,-0.1392817960401781,0.03269857168197632,0.481086604732037,True,oppose
01,text,3,16,"[17, 18, 19]",performs to its,101,116,verified,,,unresolved,Neutral,Positive,-0.16589019432377716,0.03705650568008423,0.4880568172309705,False,oppose
01,text,3,17,"[18, 19, 20, 21]",to its mileage,110,124,verified,,,unresolved,Neutral,Positive,-0.13334872695891598,0.027453362941741943,0.4812765825063427,False,oppose
01,text,3,18,"[19, 20, 21, 22]",its mileage requirements,113,137,verified,,,unresolved,Neutral,Positive,-0.17339766588158656,0.03594261407852173,0.4855235622385771,False,oppose
01,text,5,0,"[1, 2, 3, 4, 5]",Replacing these wear components when,0,36,verified,,,unresolved,Neutral,Positive,0.03449345022516659,-0.0007905960083007812,0.44159720758522336,False,support
01,text,5,1,"[2, 3, 4, 5, 6]",these wear components when replacing,10,46,verified,,,unresolved,Neutral,Positive,-0.0013973537204649,0.006365537643432617,0.44830754655185395,False,oppose
01,text,5,2,"[3, 4, 5, 6, 7]",wear components when replacing the,16,50,verified,,,unresolved,Neutral,Positive,0.03820893575323847,-0.003216773271560669,0.44246182990777594,False,support
01,text,5,3,"[4, 5, 6, 7, 8]",components when replacing the timing,21,57,verified,,,unresolved,Neutral,Positive,0.11228269730899765,-0.01672607660293579,0.4283723326793165,False,support
01,text,5,4,"[5, 6, 7, 8, 9]",when replacing the timing belt,32,62,verified,,,unresolved,Neutral,Positive,0.2143189506511065,-0.041127413511276245,0.40280376263917617,False,support
01,text,5,5,"[6, 7, 8, 9, 10]",replacing the timing belt is,37,65,verified,,,unresolved,Neutral,Positive,0.2599529732958433,-0.05825793743133545,0.40319886716522185,True,support
01,text,5,6,"[7, 8, 9, 10, 11]",the timing belt is essential,47,75,verified,,,unresolved,Neutral,Positive,0.1511883169231446,-0.023699581623077393,0.4257606082428697,False,support
01,text,5,7,"[8, 9, 10, 11, 12]",timing belt is essential to,51,78,verified,,,unresolved,Neutral,Positive,0.09082723457361386,-0.011760950088500977,0.4359757053226335,False,support
01,text,5,8,"[9, 10, 11, 12, 13]",belt is essential to ensuring,58,87,verified,,,unresolved,Neutral,Positive,0.010223977760364433,0.009358525276184082,0.4512733272540735,False,support
01,text,5,9,"[10, 11, 12, 13, 14]",is essential to ensuring the,63,91,verified,,,unresolved,Neutral,Positive,-0.0014195541814820967,0.015292227268218994,0.45258829405610834,False,oppose
01,text,5,10,"[11, 12, 13, 14, 15]",essential to ensuring the new,66,95,verified,,,unresolved,Neutral,Positive,-0.04941951657107313,0.026694118976593018,0.4652618853400092,False,oppose
01,text,5,11,"[12, 13, 14, 15, 16]",to ensuring the new belt,76,100,verified,,,unresolved,Neutral,Positive,0.11921418203767364,-0.017029941082000732,0.4340322826644303,False,support
01,text,5,12,"[13, 14, 15, 16, 17]",ensuring the new belt performs,79,109,verified,,,unresolved,Neutral,Positive,-0.06797033581281486,0.024745523929595947,0.4677161596520849,False,oppose
01,text,5,13,"[14, 15, 16, 17, 18]",the new belt performs to,88,112,verified,,,unresolved,Neutral,Positive,-0.1259479846509015,0.03335142135620117,0.47712663993039384,False,oppose
01,text,5,14,"[15, 16, 17, 18, 19]",new belt performs to its,92,116,verified,,,unresolved,Neutral,Positive,-0.18785421924144752,0.04692906141281128,0.4915956465853072,False,oppose
01,text,5,15,"[16, 17, 18, 19, 20, 21]",belt performs to its mileage,96,124,verified,,,unresolved,Neutral,Positive,-0.1647362575198763,0.03922960162162781,0.4869765003911347,False,oppose
01,text,5,16,"[17, 18, 19, 20, 21, 22]",performs to its mileage requirements,101,137,verified,,,unresolved,Neutral,Positive,-0.21604692718913676,0.047080397605895996,0.4914847036134063,True,oppose
01,audio,1,0,[1],,,,not_applicable,,,unresolved,Neutral,Positive,-0.01870152154275606,0.002890288829803467,0.4564204432944349,True,oppose
01,audio,1,1,[2],,,,not_applicable,,,unresolved,Neutral,Positive,-0.011142900204962336,0.0014975965023040771,0.4558599548546457,False,oppose
01,audio,1,2,[3],,,,not_applicable,,,unresolved,Neutral,Positive,-0.011459690948637635,0.001812070608139038,0.4559365607453979,False,oppose
01,audio,1,3,[4],,,,not_applicable,,,unresolved,Neutral,Positive,-0.01293679069152398,0.0021156668663024902,0.45615069613175346,False,oppose
01,audio,1,4,[5],,,,not_applicable,,,unresolved,Neutral,Positive,-0.00038585806988034044,-0.001082092523574829,0.45421016526679564,False,oppose
01,audio,1,5,[6],,,,not_applicable,,,unresolved,Neutral,Positive,0.011210342586061794,-0.002967238426208496,0.45209083469930006,False,support
01,audio,1,6,[7],,,,not_applicable,,,unresolved,Neutral,Positive,0.00036039278064547986,-0.00255507230758667,0.45410255285260337,False,support
01,audio,1,7,[8],,,,not_applicable,,,unresolved,Neutral,Positive,-0.010320848203437594,0.0017658472061157227,0.45639394366926656,False,oppose
01,audio,1,8,[9],,,,not_applicable,,,unresolved,Neutral,Positive,-0.007955689050506254,0.001230478286743164,0.4558534820189637,False,oppose
01,audio,1,9,[10],,,,not_applicable,,,unresolved,Neutral,Positive,0.002506901028398234,-0.001515805721282959,0.454016288334392,False,support
01,audio,1,10,[11],,,,not_applicable,,,unresolved,Neutral,Positive,0.0032770191787778735,-0.0006131529808044434,0.45346086706165806,False,support
01,audio,1,11,[12],,,,not_applicable,,,unresolved,Neutral,Positive,0.012556054509443526,-0.003550499677658081,0.4520282655637872,False,support
01,audio,1,12,[13],,,,not_applicable,,,unresolved,Neutral,Positive,0.017006888640826667,-0.004554301500320435,0.4509996725572469,False,support
01,audio,1,13,[14],,,,not_applicable,,,unresolved,Neutral,Positive,0.014570790367871678,-0.0035974979400634766,0.4513332319115654,False,support
01,audio,1,14,[15],,,,not_applicable,,,unresolved,Neutral,Positive,0.015853707540579576,-0.0035431981086730957,0.4513590240254695,False,support
01,audio,1,15,[16],,,,not_applicable,,,unresolved,Neutral,Positive,0.0129500028672912,-0.002937406301498413,0.4517180425831906,False,support
01,audio,1,16,[17],,,,not_applicable,,,unresolved,Neutral,Positive,0.03502980537077094,-0.007995188236236572,0.4476918040578372,False,support
01,audio,1,17,[18],,,,not_applicable,,,unresolved,Neutral,Positive,0.016994848265683205,-0.004004001617431641,0.45125868427908616,False,support
01,audio,1,18,[19],,,,not_applicable,,,unresolved,Neutral,Positive,0.015908882828854276,-0.0041953325271606445,0.45134175059389514,False,support
01,audio,1,19,[20],,,,not_applicable,,,unresolved,Neutral,Positive,0.021016006852331737,-0.004952341318130493,0.45049130784289554,False,support
01,audio,1,20,[21],,,,not_applicable,,,unresolved,Neutral,Positive,0.021156420522038366,-0.004831254482269287,0.4505240813741112,False,support
01,audio,1,21,[22],,,,not_applicable,,,unresolved,Neutral,Positive,0.006412760695115316,-0.0015946626663208008,0.45295701782824543,False,support
01,audio,3,0,"[1, 2, 3]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.040407489363673665,0.006143003702163696,0.4598935148811713,False,oppose
01,audio,3,1,"[2, 3, 4]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.0348180074608716,0.0054013729095458984,0.45975560635681045,False,oppose
01,audio,3,2,"[3, 4, 5]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.024339850602566604,0.002878934144973755,0.4581929065134374,False,oppose
01,audio,3,3,"[4, 5, 6]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.0016253800670373852,-0.0019408166408538818,0.45435212659913954,False,oppose
01,audio,3,4,"[5, 6, 7]",,,,not_applicable,,,unresolved,Neutral,Positive,0.01180142913125759,-0.006698787212371826,0.4522575034068952,False,support
01,audio,3,5,"[6, 7, 8]",,,,not_applicable,,,unresolved,Neutral,Positive,0.0018228250582325023,-0.003788769245147705,0.45445592711627875,False,support
01,audio,3,6,"[7, 8, 9]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.01726635382452868,0.00027441978454589844,0.45819456211145376,True,oppose
01,audio,3,7,"[8, 9, 10]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.015125478695455219,0.0012546181678771973,0.4581067451954747,False,oppose
01,audio,3,8,"[9, 10, 11]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.0013955373540154303,-0.001089930534362793,0.45515468671771175,False,oppose
01,audio,3,9,"[10, 11, 12]",,,,not_applicable,,,unresolved,Neutral,Positive,0.019307521387771476,-0.005766451358795166,0.4512789522375799,False,support
01,audio,3,10,"[11, 12, 13]",,,,not_applicable,,,unresolved,Neutral,Positive,0.033715267402192994,-0.008703768253326416,0.4482675410539794,False,support
01,audio,3,11,"[12, 13, 14]",,,,not_applicable,,,unresolved,Neutral,Positive,0.04487562081012364,-0.011721789836883545,0.44611732259326403,False,support
01,audio,3,12,"[13, 14, 15]",,,,not_applicable,,,unresolved,Neutral,Positive,0.04738819282532525,-0.011584997177124023,0.4455681848520533,False,support
01,audio,3,13,"[14, 15, 16]",,,,not_applicable,,,unresolved,Neutral,Positive,0.043224462777761596,-0.00998157262802124,0.4463135903564465,False,support
01,audio,3,14,"[15, 16, 17]",,,,not_applicable,,,unresolved,Neutral,Positive,0.06365723967671377,-0.014283955097198486,0.4426652513378129,False,support
01,audio,3,15,"[16, 17, 18]",,,,not_applicable,,,unresolved,Neutral,Positive,0.06553550741829495,-0.014914840459823608,0.44245398947098263,False,support
01,audio,3,16,"[17, 18, 19]",,,,not_applicable,,,unresolved,Neutral,Positive,0.06784351515594689,-0.01601007580757141,0.4422125698647223,False,support
01,audio,3,17,"[18, 19, 20]",,,,not_applicable,,,unresolved,Neutral,Positive,0.05307361556018764,-0.012983500957489014,0.4451450542288114,False,support
01,audio,3,18,"[19, 20, 21]",,,,not_applicable,,,unresolved,Neutral,Positive,0.05533785223842602,-0.013558447360992432,0.44470928548789174,False,support
01,audio,3,19,"[20, 21, 22]",,,,not_applicable,,,unresolved,Neutral,Positive,0.04629013938152837,-0.011057049036026001,0.4462767549635197,False,support
01,audio,5,0,"[1, 2, 3, 4, 5]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.052044267679317024,0.007149010896682739,0.4618954932850002,True,oppose
01,audio,5,1,"[2, 3, 4, 5, 6]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.02204709322009024,0.0011881887912750244,0.4577444779983511,False,oppose
01,audio,5,2,"[3, 4, 5, 6, 7]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.01068342004073386,-0.002843618392944336,0.4560346502913335,False,oppose
01,audio,5,3,"[4, 5, 6, 7, 8]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.009992529991062482,-0.003005087375640869,0.45655902921045477,False,oppose
01,audio,5,4,"[5, 6, 7, 8, 9]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.005391222215414659,-0.0038992762565612793,0.4563013452300907,False,oppose
01,audio,5,5,"[6, 7, 8, 9, 10]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.0019866297680289913,-0.004421591758728027,0.45598742631493877,False,oppose
01,audio,5,6,"[7, 8, 9, 10, 11]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.00875845077193238,-0.002462834119796753,0.45714320184919904,False,oppose
01,audio,5,7,"[8, 9, 10, 11, 12]",,,,not_applicable,,,unresolved,Neutral,Positive,0.0029151131795756013,-0.0031838715076446533,0.4551559666910124,False,support
01,audio,5,8,"[9, 10, 11, 12, 13]",,,,not_applicable,,,unresolved,Neutral,Positive,0.02936052624089469,-0.009087860584259033,0.44987414587298985,False,support
01,audio,5,9,"[10, 11, 12, 13, 14]",,,,not_applicable,,,unresolved,Neutral,Positive,0.052689610566593936,-0.013990014791488647,0.4451157008432893,False,support
01,audio,5,10,"[11, 12, 13, 14, 15]",,,,not_applicable,,,unresolved,Neutral,Positive,0.06481390312295543,-0.01567155122756958,0.4426357364546169,True,support
01,audio,5,11,"[12, 13, 14, 15, 16]",,,,not_applicable,,,unresolved,Neutral,Positive,0.07346596582412968,-0.01788201928138733,0.441016280920077,False,support
01,audio,5,12,"[13, 14, 15, 16, 17]",,,,not_applicable,,,unresolved,Neutral,Positive,0.09628094477209603,-0.02235966920852661,0.4365500253847054,False,support
01,audio,5,13,"[14, 15, 16, 17, 18]",,,,not_applicable,,,unresolved,Neutral,Positive,0.0973239795982409,-0.022022098302841187,0.43664724630955365,True,support
01,audio,5,14,"[15, 16, 17, 18, 19]",,,,not_applicable,,,unresolved,Neutral,Positive,0.09711073644941848,-0.02234494686126709,0.4369900213989312,False,support
01,audio,5,15,"[16, 17, 18, 19, 20]",,,,not_applicable,,,unresolved,Neutral,Positive,0.10072972079203191,-0.02367699146270752,0.43639826279846605,False,support
01,audio,5,16,"[17, 18, 19, 20, 21]",,,,not_applicable,,,unresolved,Neutral,Positive,0.10602475145079404,-0.0250435471534729,0.4356770543352146,True,support
01,audio,5,17,"[18, 19, 20, 21, 22]",,,,not_applicable,,,unresolved,Neutral,Positive,0.0775216530276518,-0.01891186833381653,0.44102243150441256,False,support
01,vision,1,0,[1],,,,not_applicable,,,unresolved,Neutral,Positive,0.007723862059937692,-0.0020596683025360107,0.45313224410968983,False,support
01,vision,1,1,[2],,,,not_applicable,,,unresolved,Neutral,Positive,0.009635473505424597,-0.00211411714553833,0.45273362638709563,False,support
01,vision,1,2,[3],,,,not_applicable,,,unresolved,Neutral,Positive,0.0069642849891579095,-0.0010169446468353271,0.453543296172462,False,support
01,vision,1,3,[4],,,,not_applicable,,,unresolved,Neutral,Positive,0.009644982126487678,-0.0018343329429626465,0.45292099300653293,False,support
01,vision,1,4,[5],,,,not_applicable,,,unresolved,Neutral,Positive,0.004205524407482675,-0.0005838871002197266,0.45392024839129597,False,support
01,vision,1,5,[6],,,,not_applicable,,,unresolved,Neutral,Positive,0.006455354506860189,-0.001052558422088623,0.45360915979298555,False,support
01,vision,1,6,[7],,,,not_applicable,,,unresolved,Neutral,Positive,0.008038039154924514,-0.0011153221130371094,0.45312090714721953,False,support
01,vision,1,7,[8],,,,not_applicable,,,unresolved,Neutral,Positive,0.00409316760972378,-0.0008411407470703125,0.4536876152463484,False,support
01,vision,1,8,[9],,,,not_applicable,,,unresolved,Neutral,Positive,0.0020409180131041316,-0.00039207935333251953,0.4540880418431772,False,support
01,vision,1,9,[10],,,,not_applicable,,,unresolved,Neutral,Positive,0.00917057311243541,-0.0017533302307128906,0.452874116655607,False,support
01,vision,1,10,[11],,,,not_applicable,,,unresolved,Neutral,Positive,0.0064560694644266725,-0.001415550708770752,0.4532817214852907,False,support
01,vision,1,11,[12],,,,not_applicable,,,unresolved,Neutral,Positive,0.009597701244180246,-0.002025693655014038,0.45269308095867705,False,support
