model,subset,rate,position,replicate,Accuracy,Macro_F1,Weighted_F1,MAE,Pearson,T_实际不可用比例,A_实际不可用比例,V_实际不可用比例
existing_distilled_2026,none,0.0,random,0,0.6332417582417582,0.6087100728242844,0.6300885681482696,0.5933941006660461,0.6318575501770126,0.0,0.002678779408339157,0.057069648264616815
existing_distilled_2026,T,0.1,random,0,0.5989010989010989,0.572709354025941,0.596898414439124,0.6070752143859863,0.6121602281863039,0.10214302352667133,0.002678779408339157,0.057069648264616815
existing_distilled_2026,T,0.1,random,1,0.6181318681318682,0.5944131479818174,0.6155613606900298,0.6012253761291504,0.6090295402671341,0.10214302352667133,0.002678779408339157,0.057069648264616815
existing_distilled_2026,T,0.3,random,0,0.5865384615384616,0.556810582315883,0.582659730835512,0.6361810564994812,0.5596308123073737,0.29984859072909387,0.002678779408339157,0.057069648264616815
existing_distilled_2026,T,0.3,random,1,0.5837912087912088,0.5528875575639051,0.5802806970089786,0.6375418305397034,0.5489282455133379,0.29984859072909387,0.002678779408339157,0.057069648264616815
existing_distilled_2026,T,0.5,random,0,0.5686813186813187,0.5442553993693119,0.5704238447183558,0.6646052598953247,0.4831249812847768,0.4997670626601444,0.002678779408339157,0.057069648264616815
existing_distilled_2026,T,0.5,random,1,0.5398351648351648,0.5139406642905945,0.5424756643027803,0.6649017333984375,0.4902125499627823,0.4997670626601444,0.002678779408339157,0.057069648264616815
existing_distilled_2026,T,0.7,random,0,0.48214285714285715,0.4608213987046657,0.4831698359266103,0.7169745564460754,0.4325302313957188,0.6995690659212672,0.002678779408339157,0.057069648264616815
existing_distilled_2026,T,0.7,random,1,0.49038461538461536,0.46730871767528664,0.4920219077110573,0.722746729850769,0.39257852750036765,0.6995690659212672,0.002678779408339157,0.057069648264616815
existing_distilled_2026,A,0.1,random,0,0.6318681318681318,0.6057923341192759,0.6281946274087472,0.5925495624542236,0.6320821689389451,0.0,0.104530631260191,0.057069648264616815
existing_distilled_2026,A,0.1,random,1,0.6318681318681318,0.6061662352364964,0.6281726722348215,0.5952140688896179,0.6313692827893479,0.0,0.104530631260191,0.057069648264616815
existing_distilled_2026,A,0.3,random,0,0.6373626373626373,0.6121290994273815,0.6334261001882032,0.5934891700744629,0.6311097616043219,0.0,0.3017120894479385,0.057069648264616815
existing_distilled_2026,A,0.3,random,1,0.6318681318681318,0.6048837040765467,0.6276106701878781,0.5960833430290222,0.6286624858166353,0.0,0.3017120894479385,0.057069648264616815
existing_distilled_2026,A,0.5,random,0,0.6387362637362637,0.6144651997272828,0.6349684912580917,0.598609983921051,0.6252966370731737,0.0,0.5010482180293501,0.057069648264616815
