样本编号,预测极性,预测强度,预测最大概率,负向概率,中性概率,正向概率,真实极性,真实强度,分类是否错误,绝对误差,文本不可用比例,语音不可用比例,视觉不可用比例,文本
-UacrmKiTn4$_$7,Positive,0.48303917050361633,0.6382092237472534,0.042061660438776016,0.31972917914390564,0.6382092237472534,Positive,0.3333333432674408,False,0.14970582723617554,0.0,0.0,0.0,"You want your lectures to be different than your textbook material, but it's important that you test the students on the textbook."
-qDkUB0GgYY$_$5,Positive,0.6585838198661804,0.6074811220169067,0.07507362961769104,0.3174452483654022,0.6074811220169067,Positive,2.0,False,1.3414161205291748,0.0,0.0,0.0,"One finished still within buy range, another hit profit-taking zone after breaking out a little while back, so to find out what all of those are, keep an eye out for the link in the description I'll have all of the analysis for you and make sure to share your comments with us."
0utROiKxejc$_$1,Positive,0.2437473088502884,0.4241419732570648,0.2888352572917938,0.28702279925346375,0.4241419732570648,Neutral,0.0,True,0.2437473088502884,0.0,0.0,0.0,Business was good initially but companies has a tend to launch new products every month.
0utROiKxejc$_$4,Negative,-1.1409029960632324,0.895152747631073,0.895152747631073,0.054425667971372604,0.050421684980392456,Neutral,0.0,True,1.1409029960632324,0.0,0.0,0.0,"When I approached the wholesalers regarding this, they didn't helped me and they will not accept returns and because of these conditions, I went into huge losses."
0y022OlZ3W0$_$3,Positive,1.0100187063217163,0.8061275482177734,0.09094718843698502,0.10292526334524155,0.8061275482177734,Positive,1.3333333730697632,False,0.3233146667480469,0.0,0.0,0.0,"God's not just an add on, He is the center of everything you do"
0y022OlZ3W0$_$5,Negative,-1.0261988639831543,0.8462116718292236,0.8462116718292236,0.09413548558950424,0.05965286120772362,Negative,-1.3333333730697632,False,0.3071345090866089,0.0,0.0,0.0,"""But I don't want to shove it down my kid's throat and then they will reject it"
0y022OlZ3W0$_$8,Positive,0.5152766704559326,0.5506107807159424,0.056140560656785965,0.39324864745140076,0.5506107807159424,Negative,-0.3333333432674408,True,0.8486100435256958,0.0,0.0,0.0,"Based on my experience, here's what I've seen"
101787$_$11,Neutral,0.0,0.5282544493675232,0.2733291685581207,0.5282544493675232,0.19841639697551727,Neutral,0.0,False,0.0,0.0,0.0,0.0,"(uhh) His character hates tourist, so of course he has to spend a week with Anne Heche, a tourist, and they have some romantic involvement"
101787$_$13,Negative,-0.5851387977600098,0.6399555802345276,0.6399555802345276,0.16910485923290253,0.19093959033489227,Negative,-1.6666666269302368,False,1.081527829170227,0.0,0.0,0.0,"It's kind of (uhh) Castaway like, except Castaway is really good"
101787$_$1,Neutral,0.0,0.45864829421043396,0.4052155017852783,0.45864829421043396,0.1361362487077713,Negative,-0.6666666865348816,True,0.6666666865348816,0.0,0.0,0.0,"Which is a nineties Harrison Ford, semi-action, more romantic comedy flick"
101787$_$5,Negative,-1.4001283645629883,0.8933433890342712,0.8933433890342712,0.054011326283216476,0.0526452362537384,Negative,-1.6666666269302368,False,0.26653826236724854,0.0,0.0,0.4117647058823529,"(umm) pretty funny but all in all, not not worth the price of admission"
101787$_$7,Positive,1.026237964630127,0.8086313605308533,0.0579400360584259,0.1334286332130432,0.8086313605308533,Positive,1.0,False,0.026237964630126953,0.0,0.0,0.0,It was actually some good scenery in this
101787$_$9,Neutral,0.0,0.5154555439949036,0.3332325518131256,0.5154555439949036,0.1513119488954544,Negative,-0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,"But (umm) Harrison Ford plays his (stutter) normal character, a gruff cargo pilot"
102408$_$2,Neutral,0.0,0.5573729872703552,0.25077012181282043,0.5573729872703552,0.19185693562030792,Negative,-0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,(umm) not necessarily by choice
102408$_$5,Positive,0.7915810942649841,0.7348206639289856,0.17087842524051666,0.09430095553398132,0.7348206639289856,Negative,-2.0,True,2.791581153869629,0.0,0.0,0.0,"I couldn't wait til it was over, but you know if you have little boys then, you know, they probably would like this movie"
102408$_$9,Negative,-0.608173668384552,0.7607178092002869,0.7607178092002869,0.12555734813213348,0.11372487992048264,Negative,-1.6666666269302368,False,1.05849289894104,0.0,0.0,0.0,Maybe it's just because I don't have little boys so I'm not really into the little (uhh) characters like that
102858$_$20,Negative,-0.27776190638542175,0.5756286978721619,0.5756286978721619,0.17902164161205292,0.2453496903181076,Positive,2.0,True,2.277761936187744,0.0,0.0,0.0,"This thing, if you guys don't have it, you're going to need it for your holiday DVD list"
102858$_$21,Negative,-0.6956024765968323,0.7055217623710632,0.7055217623710632,0.19940412044525146,0.09507414698600769,Positive,1.0,True,1.6956024169921875,0.0,0.0,0.0,"I'm giving this beast a four out of, (stutter) I mean, (uhh) wait, four, no"
102858$_$1,Neutral,0.0,0.548965573310852,0.08243677020072937,0.548965573310852,0.3685976266860962,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,"This is Helsing920 (stutter), and I've got a DVD review for everybody"
102858$_$0,Positive,0.5413970947265625,0.5648053288459778,0.05456250533461571,0.3806321918964386,0.5648053288459778,Positive,0.3333333432674408,False,0.2080637514591217,0.0,0.0,0.0,"Hello, everybody"
102858$_$4,Positive,0.4939506947994232,0.5111690163612366,0.16366367042064667,0.32516732811927795,0.5111690163612366,Positive,3.0,False,2.506049394607544,0.0,0.0,0.0,"This one disc contains not only Garfield, not only Garfield's Halloween, Halloween (stutter) Adventure, a special I've I've (stutter) watched almost every year since I was about four, but it also has Garfield's (stutter) Thanksgiving, which is a pretty funny little short, funny little special, and A Garfield's Christmas, which is just absolutely awesome"
102858$_$6,Neutral,0.0,0.5578145384788513,0.19776149094104767,0.5578145384788513,0.244423970580101,Positive,2.6666667461395264,True,2.6666667461395264,0.0,0.0,0.0,It's probably three of the best (stutter) holiday specials made in the last (uhh) let's see
102858$_$10,Positive,1.0788041353225708,0.8323240876197815,0.0632542297244072,0.1044216975569725,0.8323240876197815,Positive,2.0,False,0.9211958646774292,0.0,0.0,0.0,Regardless (umm) all three specials are just awesome
102858$_$17,Neutral,0.0,0.4998109042644501,0.17444701492786407,0.4998109042644501,0.32574209570884705,Positive,1.0,True,1.0,0.0,0.0,0.0,I watched this thing three times in three months
102858$_$19,Neutral,0.0,0.4748448431491852,0.13691841065883636,0.4748448431491852,0.38823673129081726,Neutral,0.0,False,0.0,0.0,0.0,0.0,"So, yeah, Garfield's Halloween, or Holiday Celebrations"
112433$_$10,Neutral,0.0,0.7030170559883118,0.1026286706328392,0.7030170559883118,0.19435423612594604,Neutral,0.0,False,0.0,0.0,0.0,0.0,Okay
112433$_$3,Negative,-0.30409958958625793,0.5211784243583679,0.5211784243583679,0.3080189526081085,0.17080259323120117,Negative,-0.3333333432674408,False,0.02923375368118286,0.0,0.0,0.0,Half the movie was not fighting was you know backstabbing and underhand dealings and you never know who was on who's team and what was going on
