样本编号,预测极性,预测强度,预测最大概率,负向概率,中性概率,正向概率,真实极性,真实强度,分类是否错误,绝对误差,文本不可用比例,语音不可用比例,视觉不可用比例,文本
-AUZQgSxyPQ$_$2,Positive,1.101488471031189,0.8476429581642151,0.03797122836112976,0.11438582092523575,0.8476429581642151,Positive,0.6666666865348816,False,0.4348217844963074,0.0,0.0,0.0,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells."
-HeZS2-Prhc$_$2,Negative,-0.06415734440088272,0.5300427675247192,0.5300427675247192,0.11193237453699112,0.35802483558654785,Positive,0.6666666865348816,True,0.7308240532875061,0.0,0.0,0.0,The August jobs report is out and it was seen overall as solid but not great.
-MeTTeMJBNc$_$0,Positive,0.27586135268211365,0.4473249912261963,0.10864756256341934,0.4440274238586426,0.4473249912261963,Positive,0.3333333432674408,False,0.05747199058532715,0.0,0.0,0.0,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift."
-RfYyzHpjk4$_$2,Negative,-0.31261661648750305,0.5075245499610901,0.5075245499610901,0.2540557086467743,0.23841972649097443,Positive,0.3333333432674408,True,0.6459499597549438,0.0,0.0,0.0,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do."
-s9qJ7ATP7w$_$2,Positive,1.0181961059570312,0.8185122609138489,0.08522740751504898,0.09626030921936035,0.8185122609138489,Positive,1.3333333730697632,False,0.31513726711273193,0.0,0.0,0.6956521739130435,"Winning's easy, you win, you're happy, you get a high five, your friends are happy"
-s9qJ7ATP7w$_$5,Negative,-1.2862863540649414,0.8881494402885437,0.8881494402885437,0.05203324183821678,0.05981738492846489,Negative,-2.0,False,0.7137136459350586,0.0,0.0,0.44999999999999996,"I have been beat up and put down and everything that can go wrong, has gone wrong for me"
-s9qJ7ATP7w$_$6,Negative,-0.28145796060562134,0.4529707729816437,0.4529707729816437,0.40890538692474365,0.1381237953901291,Neutral,0.0,True,0.28145796060562134,0.0,0.0,1.0,But I just kept going
-yRb-Jum7EQ$_$1,Negative,-0.2968679964542389,0.601288378238678,0.601288378238678,0.20043839514255524,0.1982731819152832,Neutral,0.0,True,0.2968679964542389,0.0,0.0,0.0,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas."
0K7dCp80n9c$_$6,Negative,-0.28729841113090515,0.4514366090297699,0.4514366090297699,0.3912988603115082,0.1572646051645279,Neutral,0.0,True,0.28729841113090515,0.0,0.0,0.0,"But what happens is, the softener resin does not want to fully let go of all of the iron that it captures, and the resin becomes fouled."
0YiAKqU36KE$_$1,Negative,-0.4141249358654022,0.6564592719078064,0.6564592719078064,0.13820986449718475,0.20533083379268646,Positive,1.3333333730697632,True,1.7474583387374878,0.0,0.0,0.0,"So every nook and corner, every commons--and the Ganga is the ultimate commons-- becomes a place to throw your garbage into"
