sample_id,modality,window_units,unit_start,feature_indices,text,char_start,char_end_exclusive,text_mapping_status,start_seconds,end_seconds,time_mapping_status,target_class,contrast_class,class_margin_effect,intensity_effect,after_target_probability,selected,direction
01,text,5,5,"[6, 7, 8, 9, 10]",replacing the timing belt is,37,65,verified,,,unresolved,Neutral,Positive,0.2599529732958433,-0.05825793743133545,0.40319886716522185,True,support
01,text,1,0,[1],Replacing,0,9,verified,,,unresolved,Neutral,Positive,0.1745463645057893,-0.03802564740180969,0.4250342043863314,True,support
01,text,3,12,"[13, 14, 15]",ensuring the new,79,95,verified,,,unresolved,Neutral,Positive,0.12649717859738785,-0.018172740936279297,0.4346146562064083,True,support
01,text,5,16,"[17, 18, 19, 20, 21, 22]",performs to its mileage requirements,101,137,verified,,,unresolved,Neutral,Positive,-0.21604692718913676,0.047080397605895996,0.4914847036134063,True,oppose
01,text,3,15,"[16, 17, 18]",belt performs to,96,112,verified,,,unresolved,Neutral,Positive,-0.1392817960401781,0.03269857168197632,0.481086604732037,True,oppose
01,text,1,18,[19],its,113,116,verified,,,unresolved,Neutral,Positive,-0.06693174010654801,0.013924628496170044,0.46770419554589776,True,oppose
01,audio,5,16,"[17, 18, 19, 20, 21]",,,,not_applicable,,,unresolved,Neutral,Positive,0.10602475145079404,-0.0250435471534729,0.4356770543352146,True,support
01,audio,5,13,"[14, 15, 16, 17, 18]",,,,not_applicable,,,unresolved,Neutral,Positive,0.0973239795982409,-0.022022098302841187,0.43664724630955365,True,support
01,audio,5,10,"[11, 12, 13, 14, 15]",,,,not_applicable,,,unresolved,Neutral,Positive,0.06481390312295543,-0.01567155122756958,0.4426357364546169,True,support
01,audio,5,0,"[1, 2, 3, 4, 5]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.052044267679317024,0.007149010896682739,0.4618954932850002,True,oppose
01,audio,1,0,[1],,,,not_applicable,,,unresolved,Neutral,Positive,-0.01870152154275606,0.002890288829803467,0.4564204432944349,True,oppose
01,audio,3,6,"[7, 8, 9]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.01726635382452868,0.00027441978454589844,0.45819456211145376,True,oppose
01,vision,5,9,"[10, 11, 12, 13, 14]",,,,not_applicable,,,unresolved,Neutral,Positive,0.04571921689625935,-0.00813382863998413,0.44805947922966183,True,support
01,vision,5,0,"[1, 2, 3, 4, 5]",,,,not_applicable,,,unresolved,Neutral,Positive,0.04492910392675886,-0.0073511600494384766,0.4487423401241447,True,support
01,vision,5,3,"[4, 5, 6, 7, 8]",,,,not_applicable,,,unresolved,Neutral,Positive,0.03836615721116732,-0.005167126655578613,0.44988989153302567,True,support
01,vision,5,17,"[18, 19, 20, 21, 22]",,,,not_applicable,,,unresolved,Neutral,Positive,-0.01606315926393387,0.0067601799964904785,0.4594175445358268,True,oppose
01,vision,1,19,[20],,,,not_applicable,,,unresolved,Neutral,Positive,-0.006466404220913158,0.0016537308692932129,0.4557775026582877,True,oppose
01,vision,1,20,[21],,,,not_applicable,,,unresolved,Neutral,Positive,-0.004161205508853683,0.0013158321380615234,0.45528364144371897,True,oppose
02,text,5,5,"[6, 7, 8, 9, 10]",each other’s happiness,19,41,verified,,,unresolved,Positive,Negative,1.2536888469886693,0.43417899310588837,0.2470489692704626,True,support
