sample_id,polarity,intensity,p_negative,p_neutral,p_positive,target_class,contrast_class,main_modality,intensity_main_modality,class_baseline,class_margin,intensity_baseline,completeness_error,raw_text,text_mapping,sign_agreement,text_shapley_class,text_share,text_shapley_intensity,text_observed_rows,audio_shapley_class,audio_share,audio_shapley_intensity,audio_observed_rows,vision_shapley_class,vision_share,vision_shapley_intensity,vision_observed_rows,zero_feature_main_modality,baseline_sensitive,text_zero_feature_shapley,audio_zero_feature_shapley,vision_zero_feature_shapley
-UacrmKiTn4$_$7,Positive,0.424035906791687,0.1337413286763695,0.34643075639191623,0.5198279149317143,Positive,Neutral,vision,text,1.089895473409628,0.40581486257442956,0.16583210229873657,1.1102230246251565e-16,"You want your lectures to be different than your textbook material, but it's important that you test the students on the textbook.",True,True,0.6819481153548134,0.3329862435555706,0.4526095390319824,26,-0.5429318936548773,0.2651064614799717,-0.09629929065704344,26,-0.8230968325351344,0.40190729496445765,-0.09810644388198851,26,,,,,
-qDkUB0GgYY$_$5,Positive,0.6394205093383789,0.1140450365228005,0.22092723822450283,0.6650277252526966,Positive,Neutral,text,vision,1.089895473409628,1.1019953233924764,0.16583210229873657,0.0,"One finished still within buy range, another hit profit-taking zone after breaking out a little while back, so to find out what all of those are, keep an eye out for the link in the description I'll have all of the analysis for you and make sure to share your comments with us.",True,True,-0.8849908038438885,0.4966051355478822,-0.264977882305781,48,0.35726681212961026,0.2004772624684603,0.33271533747514087,48,0.5398238416971266,0.30291760198365747,0.4058509518702825,48,,,,,
0utROiKxejc$_$1,Positive,0.6033512353897095,0.1335091611729219,0.25752831260884096,0.6089625262182372,Positive,Neutral,text,text,1.089895473409628,0.8606270665747384,0.16583210229873657,0.0,Business was good initially but companies has a tend to launch new products every month.,True,True,1.2342036465449913,0.4575063068475439,0.7747342189153035,16,-0.5606721112478852,0.2078352528673107,-0.08454968283573787,16,-0.9027999421319957,0.3346584402851454,-0.25266540298859275,16,,,,,
0utROiKxejc$_$4,Negative,-1.426990270614624,0.9205255091073148,0.030405931670542476,0.04906855922214266,Negative,Positive,text,text,-0.2463803078319281,2.93172622453245,0.16583210229873657,0.0,"When I approached the wholesalers regarding this, they didn't helped me and they will not accept returns and because of these conditions, I went into huge losses.",True,True,3.406522781716198,0.7815396244527443,-1.8346438705921173,33,-0.5903133808394126,0.13543232425947133,0.28640124201774597,33,0.3618971314875926,0.08302805128778443,-0.04457974433898926,33,,,,,
0y022OlZ3W0$_$3,Positive,0.8998286724090576,0.10447276775009277,0.14235585164135306,0.7531713806085543,Positive,Neutral,text,text,1.089895473409628,1.6659628786933438,0.16583210229873657,0.0,"God's not just an add on, He is the center of everything you do",True,True,0.9776031137871335,0.639796792607269,0.7375145554542542,17,0.07442559874157649,0.048708170719988696,0.20534485578536987,17,-0.4759613072449942,0.3114950366727423,-0.20886284112930298,17,,,,,
0y022OlZ3W0$_$5,Negative,-0.8034102916717529,0.8636129707381367,0.05162015766399718,0.0847668715978662,Negative,Positive,text,text,-0.2463803078319281,2.321219916560822,0.16583210229873657,1.1102230246251565e-16,"""But I don't want to shove it down my kid's throat and then they will reject it",True,True,3.4020850094421764,0.748060904605563,-1.5643017689387002,22,-0.990135732129045,0.21771408692112335,0.6203637023766835,22,0.15565094707961863,0.03422500847331373,-0.02530432740847271,22,,,,,
0y022OlZ3W0$_$8,Neutral,0.2739391326904297,0.18407036006560784,0.42733549993706105,0.3885941399973311,Neutral,Positive,text,audio,-1.089895473409628,0.09503396180595347,0.16583210229873657,0.0,"Based on my experience, here's what I've seen",True,False,0.9102879505444653,0.7682212319916342,-0.03674289087454478,13,0.21178860274236103,0.1787352026611011,0.09699817498524983,13,0.06285288192875502,0.053043565347264586,0.04785174628098806,13,,,,,
101787$_$11,Neutral,0.046372294425964355,0.3221122421803552,0.4523684659585951,0.22551929186104971,Neutral,Negative,text,vision,-0.8435151655776999,0.33959697491406504,0.16583210229873657,0.0,"(uhh) His character hates tourist, so of course he has to spend a week with Anne Heche, a tourist, and they have some romantic involvement",True,False,0.9037978413041057,0.39800276587110817,-0.0663415150096019,32,0.823174762198731,0.36249902044206,0.037004378313819565,32,-0.5438604630110718,0.23949821368683194,-0.09012267117698988,32,,,,,
101787$_$13,Negative,0.059670329093933105,0.4705954375773978,0.2303138706630419,0.29909069175956027,Negative,Positive,vision,vision,-0.2463803078319281,0.4532519370195942,0.16583210229873657,1.1102230246251565e-16,"It's kind of (uhh) Castaway like, except Castaway is really good",True,False,0.23998174470419903,0.13670242066124605,0.07253308966755867,19,-0.527936237566763,0.3007318815817593,0.10068885609507561,19,0.9875867377140862,0.5625656977569947,-0.27938371896743774,19,,,,,
101787$_$1,Neutral,0.07130859792232513,0.20090493225507988,0.5866677757107437,0.21242729203417637,Neutral,Positive,text,text,-1.089895473409628,1.0158589150955806,0.16583210229873657,0.0,"Which is a nineties Harrison Ford, semi-action, more romantic comedy flick",True,False,1.6066021992904531,0.679169890129971,-0.08632697661717732,16,0.6290440065440704,0.26592005724885465,0.03969478110472361,16,-0.12989181732931493,0.054910052621174266,-0.04789130886395772,16,,,,,
101787$_$5,Negative,-1.648944616317749,0.9289532139020302,0.028591687308588225,0.04245509878938163,Negative,Positive,text,text,-0.2463803078319281,3.0856113573925037,0.16583210229873657,2.220446049250313e-16,"(umm) pretty funny but all in all, not not worth the price of admission",True,True,3.218432806679368,0.8733524968333456,-1.7913448959589002,17,-0.17657793820137702,0.047916110876637684,0.08418642729520798,17,0.2901367967464406,0.07873139229001669,-0.10761824995279312,10,,,,,
101787$_$7,Positive,0.6185664534568787,0.10666529476943701,0.24645765856734317,0.6468770466632199,Positive,Neutral,text,text,1.089895473409628,0.9649660321619247,0.16583210229873657,1.1102230246251565e-16,It was actually some good scenery in this,True,True,1.1654152446980444,0.47456399550933454,0.8691900968551636,8,-0.7230027645863942,0.2944110112574622,-0.10994645208120346,8,-0.5673419213593536,0.23102499323320316,-0.306509293615818,8,,,,,
101787$_$9,Neutral,0.027476444840431213,0.28595681495399927,0.5133261815929001,0.20071700345310067,Neutral,Negative,audio,text,-0.8435151655776999,0.5850706719262613,0.16583210229873657,2.7755575615628914e-17,"But (umm) Harrison Ford plays his (stutter) normal character, a gruff cargo pilot",True,False,0.6211437242523685,0.3660865945279254,-0.14512900635600087,19,0.9415054762330956,0.5548998083147779,0.08400330692529678,19,-0.134063362981503,0.07901359715729663,-0.07722995802760124,19,text,True,0.6196025580934712,0.13805611159858927,-0.11452219774709153
102408$_$2,Neutral,0.17896610498428345,0.27776065321368026,0.4424568522233134,0.27978249456300647,Neutral,Positive,text,text,-1.089895473409628,0.4583304544261222,0.16583210229873657,4.440892098500626e-16,(umm) not necessarily by choice,True,False,2.1040268639115327,0.7442212676988775,-0.4970856259266535,7,0.08366224680012867,0.029592408937391818,0.19922698785861334,7,-0.6394631828759116,0.2261863233637307,0.3109926407535871,7,,,,,
102408$_$5,Positive,0.8557453751564026,0.16121545578183677,0.1453253614065374,0.6934591828116258,Positive,Negative,audio,text,0.2463803078319281,1.458950676209946,0.16583210229873657,0.0,"I couldn't wait til it was over, but you know if you have little boys then, you know, they probably would like this movie",True,True,0.6008233309238814,0.47696518400945365,0.4936036467552185,29,0.6353016728859795,0.5043359066027419,0.21801581978797913,29,-0.02355463543184297,0.01869890938780457,-0.021706193685531616,29,,,,,
102408$_$9,Negative,-0.6210876703262329,0.8373012063404902,0.055146486692690594,0.10755230696681925,Negative,Positive,text,text,-0.2463803078319281,2.052206564296646,0.16583210229873657,8.881784197001252e-16,Maybe it's just because I don't have little boys so I'm not really into the little (uhh) characters like that,True,True,3.4687699452292704,0.7477484534814355,-1.657402127981186,29,-0.4175875910378752,0.09001763746859578,0.2618100941181183,29,-0.7525954820628218,0.1622339090499687,0.608672261238098,29,,,,,
102858$_$20,Positive,0.17395591735839844,0.355475579491734,0.23679581076019957,0.4077286097480664,Positive,Negative,vision,vision,0.2463803078319281,0.13714522742192858,0.16583210229873657,2.220446049250313e-16,"This thing, if you guys don't have it, you're going to need it for your holiday DVD list",True,True,0.27197633160258944,0.10752474707044156,0.23545861740907031,24,0.9381211775773325,0.37088242843064767,0.32897627850373584,24,-1.3193325895899213,0.5215928244989106,-0.5563110808531443,24,,,,,
102858$_$21,Negative,-0.2565901279449463,0.6576945890531068,0.19828463503410357,0.1440207759127896,Negative,Neutral,text,text,0.8435151655776999,1.1990371241139288,0.16583210229873657,1.6653345369377348e-16,"I'm giving this beast a four out of, (stutter) I mean, (uhh) wait, four, no",True,True,1.3960662292696329,0.5729542039106755,-0.8825550551215806,27,-0.9828139841281197,0.4033529298699545,0.4358944272001585,27,-0.057730286605284065,0.023692866219369946,0.024238397677739457,27,,,,,
102858$_$1,Neutral,0.265654981136322,0.16188267348986313,0.46148576656683976,0.37663155994329695,Neutral,Positive,audio,text,-1.089895473409628,0.20318379678779186,0.16583210229873657,0.0,"This is Helsing920 (stutter), and I've got a DVD review for everybody",True,False,0.04555252301633961,0.03522794314797492,0.2623721733689308,22,0.8940930768101956,0.6914449078390148,-0.0826752707362175,22,0.3534336703708847,0.27332714901301025,-0.07987402379512787,22,,,,,
102858$_$0,Positive,0.6193344593048096,0.10405347825331246,0.2317125107667616,0.664234010979926,Positive,Neutral,text,text,1.089895473409628,1.0531370880422604,0.16583210229873657,5.551115123125783e-17,"Hello, everybody",True,True,1.106005238845066,0.491826997880656,0.7433756391207377,3,-0.3699196880938074,0.1644987593748752,-0.07431729634602864,3,-0.7728439361186263,0.34367424274446884,-0.21555598576863605,3,,,,,
