word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,I,0,1,0.4009,0.4209,wav2vec2_ctc_forced_alignment,-0.13288,1,3,1,1,True,737,174,247,247,0.5
1,have,2,6,0.5211,0.7416,wav2vec2_ctc_forced_alignment,-0.13288,1,23,1,1,True,737,174,247,247,0.5
2,been,7,11,1.4631,1.6235,wav2vec2_ctc_forced_alignment,-0.13288,1,17,1,1,True,753,183,235,235,1.5
3,beat,12,16,1.7437,2.0043,wav2vec2_ctc_forced_alignment,-0.13288,1,27,2,2,True,749,176,238,238,2.0
4,up,17,19,2.3049,2.3851,wav2vec2_ctc_forced_alignment,-0.13288,1,10,1,1,True,752,172,231,231,2.5
5,and,20,23,2.5855,2.6657,wav2vec2_ctc_forced_alignment,-0.13288,1,9,1,1,True,752,172,231,231,2.5
6,put,24,27,2.8461,3.0264,wav2vec2_ctc_forced_alignment,-0.13288,1,19,1,1,True,765,188,242,242,3.0
7,down,28,32,3.1066,3.5476,wav2vec2_ctc_forced_alignment,-0.13288,1,45,2,2,True,755,183,239,239,3.5
8,and,33,36,3.9083,3.9885,wav2vec2_ctc_forced_alignment,-0.13288,1,9,1,1,True,749,185,245,245,4.0
9,everything,37,47,4.9105,5.2311,wav2vec2_ctc_forced_alignment,-0.13288,1,33,1,1,True,745,187,237,237,5.0
10,that,48,52,5.2712,5.3714,wav2vec2_ctc_forced_alignment,-0.13288,1,11,1,1,True,738,142,265,265,5.5
11,can,53,56,5.4316,5.5318,wav2vec2_ctc_forced_alignment,-0.13288,1,11,1,1,True,738,142,265,265,5.5
12,go,57,59,5.6119,5.7122,wav2vec2_ctc_forced_alignment,-0.13288,1,11,1,1,True,738,142,265,265,5.5
13,wrong,60,65,5.8725,6.2333,wav2vec2_ctc_forced_alignment,-0.13288,1,37,1,1,True,761,132,273,273,6.0
14,has,67,70,6.7143,6.8145,wav2vec2_ctc_forced_alignment,-0.13288,1,11,2,2,False,280,0,720,720,7.0
15,gone,71,75,6.8746,7.0751,wav2vec2_ctc_forced_alignment,-0.13288,1,22,1,1,False,280,0,720,720,7.0
16,wrong,76,81,7.1552,7.3757,wav2vec2_ctc_forced_alignment,-0.13288,1,23,2,2,True,733,161,260,260,7.5
17,for,82,85,7.496,7.6363,wav2vec2_ctc_forced_alignment,-0.13288,1,15,1,1,True,733,161,260,260,7.5
18,me,86,88,7.7164,7.8166,wav2vec2_ctc_forced_alignment,-0.13288,1,11,2,2,True,722,168,247,247,8.0
