word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,it,0,2,0.42,0.6292,proportional_fallback_low_ctc_confidence,-4.06494,1,22,1,1,True,863,141,185,185,0.5
1,comes,3,8,0.6292,1.152,proportional_fallback_low_ctc_confidence,-4.06494,1,53,2,2,True,819,145,186,186,1.0
2,with,9,13,1.152,1.5703,proportional_fallback_low_ctc_confidence,-4.06494,1,43,2,2,True,857,142,184,184,1.5
3,the,14,17,1.5703,1.8841,proportional_fallback_low_ctc_confidence,-4.06494,1,32,2,2,True,857,142,184,184,1.5
4,assistance,18,28,1.8841,2.9299,proportional_fallback_low_ctc_confidence,-4.06494,1,106,3,3,True,798,142,200,200,2.5
5,and,29,32,2.9299,3.2436,proportional_fallback_low_ctc_confidence,-4.06494,1,32,1,1,True,756,147,220,220,3.0
6,agitation,33,42,3.2436,4.1848,proportional_fallback_low_ctc_confidence,-4.06494,1,95,3,3,True,759,145,207,207,3.5
7,of,43,45,4.1848,4.3939,proportional_fallback_low_ctc_confidence,-4.06494,1,22,2,2,True,0,53,217,224,4.5
8,states,46,52,4.3939,5.0214,proportional_fallback_low_ctc_confidence,-4.06494,1,64,2,2,True,0,53,217,224,4.5
9,and,53,56,5.0214,5.3351,proportional_fallback_low_ctc_confidence,-4.06494,1,33,2,2,True,0,56,195,214,5.0
10,regimes,57,64,5.3351,6.0672,proportional_fallback_low_ctc_confidence,-4.06494,1,74,2,2,True,652,150,232,232,5.5
11,Yesterday,66,75,6.0672,7.0084,proportional_fallback_low_ctc_confidence,-4.06494,1,95,3,3,True,615,107,258,258,6.5
12,Iran,76,80,7.0084,7.4267,proportional_fallback_low_ctc_confidence,-4.06494,1,43,2,2,True,622,109,252,252,7.0
13,announced,81,90,7.4267,8.3679,proportional_fallback_low_ctc_confidence,-4.06494,1,95,3,3,True,577,103,276,276,8.0
14,that,91,95,8.3679,8.7862,proportional_fallback_low_ctc_confidence,-4.06494,1,43,2,2,True,564,109,283,283,8.5
15,it,96,98,8.7862,8.9953,proportional_fallback_low_ctc_confidence,-4.06494,1,22,1,1,True,644,91,288,288,9.0
16,will,99,103,8.9953,9.4136,proportional_fallback_low_ctc_confidence,-4.06494,1,42,2,2,True,644,91,288,288,9.0
17,finance,104,111,9.4136,10.1457,proportional_fallback_low_ctc_confidence,-4.06494,1,75,2,2,True,566,79,304,304,10.0
18,the,112,115,10.1457,10.4594,proportional_fallback_low_ctc_confidence,-4.06494,1,32,2,2,True,563,82,313,313,10.5
19,families,116,124,10.4594,11.296,proportional_fallback_low_ctc_confidence,-4.06494,1,85,3,3,True,565,87,318,318,11.0
20,of,125,127,11.296,11.5052,proportional_fallback_low_ctc_confidence,-4.06494,1,22,1,1,True,573,87,318,318,11.5
21,the,128,131,11.5052,11.8189,proportional_fallback_low_ctc_confidence,-4.06494,1,32,2,2,True,573,87,318,318,11.5
22,terrorists,132,142,11.8189,12.8647,proportional_fallback_low_ctc_confidence,-4.06494,1,105,3,3,True,566,94,315,315,12.5
23,and,143,146,12.8647,13.1784,proportional_fallback_low_ctc_confidence,-4.06494,1,33,1,1,True,573,82,334,334,13.0
24,murderers,147,156,13.1784,14.1196,proportional_fallback_low_ctc_confidence,-4.06494,1,95,3,3,True,585,95,312,312,13.5
25,this,157,161,14.1196,14.5379,proportional_fallback_low_ctc_confidence,-4.06494,1,43,2,2,True,576,91,320,320,14.5
26,shows,162,167,14.5379,15.0608,proportional_fallback_low_ctc_confidence,-4.06494,1,53,2,2,True,518,92,334,334,15.0
27,that,168,172,15.0608,15.4791,proportional_fallback_low_ctc_confidence,-4.06494,1,43,2,2,True,514,79,344,344,15.5
