word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Kentucky’s,0,10,0.4203,0.9206,wav2vec2_ctc_forced_alignment,-0.08329,3,51,2,2,True,105,22,101,101,0.5
1,participation,11,24,0.9807,1.7812,wav2vec2_ctc_forced_alignment,-0.08329,1,81,3,3,True,111,21,96,96,1.5
2,at,25,27,1.9013,1.9413,wav2vec2_ctc_forced_alignment,-0.08329,1,5,1,1,True,111,13,106,106,2.0
3,the,28,31,2.0013,2.1214,wav2vec2_ctc_forced_alignment,-0.08329,1,13,1,1,True,111,13,106,106,2.0
4,annual,32,38,2.3416,2.6418,wav2vec2_ctc_forced_alignment,-0.08329,1,31,1,1,True,123,20,93,93,2.5
5,BIO,39,42,2.7418,2.962,wav2vec2_ctc_forced_alignment,-0.08329,1,23,2,2,True,123,19,92,92,3.0
6,International,43,56,3.1621,3.7225,wav2vec2_ctc_forced_alignment,-0.08329,1,57,2,2,True,119,19,94,94,3.5
7,Convention,57,67,3.7825,4.2628,wav2vec2_ctc_forced_alignment,-0.08329,1,49,2,2,True,110,20,99,99,4.0
8,is,68,70,4.8632,4.9233,wav2vec2_ctc_forced_alignment,-0.08329,1,7,1,1,True,125,22,91,91,5.0
9,the,71,74,5.0434,5.1234,wav2vec2_ctc_forced_alignment,-0.08329,1,9,1,1,True,125,22,91,91,5.0
10,primary,75,82,5.2035,5.7038,wav2vec2_ctc_forced_alignment,-0.08329,1,51,2,2,True,120,19,95,95,5.5
11,means,83,88,5.8039,6.1641,wav2vec2_ctc_forced_alignment,-0.08329,1,37,1,1,True,119,22,92,92,6.0
12,by,89,91,6.2642,6.3843,wav2vec2_ctc_forced_alignment,-0.08329,1,13,1,1,True,119,21,94,94,6.5
13,which,92,97,6.4843,6.7045,wav2vec2_ctc_forced_alignment,-0.08329,1,23,1,1,True,119,21,94,94,6.5
14,our,98,101,7.0047,7.1248,wav2vec2_ctc_forced_alignment,-0.08329,1,13,1,1,True,113,20,94,94,7.0
15,high,102,106,7.2248,7.4049,wav2vec2_ctc_forced_alignment,-0.08329,1,19,2,2,True,105,23,96,96,7.5
16,tech,107,111,7.465,7.6851,wav2vec2_ctc_forced_alignment,-0.08329,1,24,1,1,True,105,23,96,96,7.5
17,companies,112,121,7.7652,8.2055,wav2vec2_ctc_forced_alignment,-0.08329,1,45,1,1,True,107,23,94,94,8.0
18,and,122,125,8.2855,8.3656,wav2vec2_ctc_forced_alignment,-0.08329,1,9,1,1,True,108,22,95,95,8.5
19,institutions,126,138,8.4256,9.1461,wav2vec2_ctc_forced_alignment,-0.08329,1,73,2,2,True,108,19,96,96,9.0
20,can,139,142,9.3663,9.5064,wav2vec2_ctc_forced_alignment,-0.08329,1,15,1,1,True,106,25,92,92,9.5
21,reach,143,148,9.6264,9.8466,wav2vec2_ctc_forced_alignment,-0.08329,1,23,2,2,True,106,25,92,92,9.5
22,out,149,152,10.0067,10.1268,wav2vec2_ctc_forced_alignment,-0.08329,1,13,1,1,True,108,18,95,95,10.0
23,to,153,155,10.2669,10.3469,wav2vec2_ctc_forced_alignment,-0.08329,1,9,1,1,True,110,23,94,94,10.5
24,the,156,159,10.427,10.487,wav2vec2_ctc_forced_alignment,-0.08329,1,7,1,1,True,110,23,94,94,10.5
25,global,160,166,10.547,10.9073,wav2vec2_ctc_forced_alignment,-0.08329,1,37,2,2,True,110,23,94,94,10.5
26,scientific,167,177,10.9873,11.5277,wav2vec2_ctc_forced_alignment,-0.08329,1,55,2,2,True,107,17,95,95,11.5
27,community,178,187,11.6078,12.0681,wav2vec2_ctc_forced_alignment,-0.08329,1,47,2,2,True,107,18,99,99,12.0
