word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,I,0,1,0.5615,0.5816,wav2vec2_ctc_forced_alignment,-0.74952,1,3,1,1,False,280,0,720,720,0.5
1,used,2,6,0.6819,0.7821,wav2vec2_ctc_forced_alignment,-0.74952,1,11,2,2,False,280,0,720,720,0.5
2,to,7,9,0.8022,0.8623,wav2vec2_ctc_forced_alignment,-0.74952,1,7,1,1,False,280,0,720,720,1.0
3,work,10,14,0.8824,0.9827,wav2vec2_ctc_forced_alignment,-0.74952,1,11,1,1,False,280,0,720,720,1.0
4,for,15,18,1.0428,1.123,wav2vec2_ctc_forced_alignment,-0.74952,1,9,1,1,False,280,0,720,720,1.0
5,Warren,19,25,1.1632,1.4038,wav2vec2_ctc_forced_alignment,-0.74952,1,25,2,2,True,632,39,85,85,1.5
6,Avis,26,30,1.4439,1.6846,wav2vec2_ctc_forced_alignment,-0.74952,2,25,1,1,True,632,39,85,85,1.5
7,the,32,35,1.9252,1.9854,wav2vec2_ctc_forced_alignment,-0.74952,1,7,1,1,False,280,0,720,720,2.0
8,guy,36,39,2.0255,2.1258,wav2vec2_ctc_forced_alignment,-0.74952,1,11,1,1,False,280,0,720,720,2.0
9,who,40,43,2.1659,2.226,wav2vec2_ctc_forced_alignment,-0.74952,1,7,1,1,False,280,0,720,720,2.0
10,started,44,51,2.2662,2.5269,wav2vec2_ctc_forced_alignment,-0.74952,1,27,1,1,True,376,613,101,101,2.5
11,Avis,52,56,2.5469,2.7675,wav2vec2_ctc_forced_alignment,-0.74952,2,23,2,2,True,376,613,101,101,2.5
12,Rent,57,61,2.8076,2.9681,wav2vec2_ctc_forced_alignment,-0.74952,1,17,1,1,True,376,614,101,101,3.0
13,a,62,63,2.9881,3.0082,wav2vec2_ctc_forced_alignment,-0.74952,1,3,1,1,True,376,614,101,101,3.0
14,Car,64,67,3.0683,3.1887,wav2vec2_ctc_forced_alignment,-0.74952,1,13,1,1,True,376,614,101,101,3.0
15,and,69,72,3.2288,3.2889,wav2vec2_ctc_forced_alignment,-0.74952,1,7,2,2,True,376,614,101,101,3.5
16,he,73,75,3.329,3.3691,wav2vec2_ctc_forced_alignment,-0.74952,1,5,1,1,True,376,614,101,101,3.5
17,said,76,80,3.4494,3.6299,wav2vec2_ctc_forced_alignment,-0.74952,1,19,1,1,True,376,614,101,101,3.5
18,to,81,83,3.6499,3.69,wav2vec2_ctc_forced_alignment,-0.74952,1,5,1,1,True,376,614,101,101,3.5
19,me,84,86,3.7101,3.7702,wav2vec2_ctc_forced_alignment,-0.74952,1,7,2,2,True,376,614,101,101,3.5
20,one,87,90,3.8906,3.9908,wav2vec2_ctc_forced_alignment,-0.74952,1,11,1,1,True,375,614,102,102,4.0
21,day,91,94,4.0309,4.1914,wav2vec2_ctc_forced_alignment,-0.74952,1,17,1,1,True,375,614,102,102,4.0
22,Robert,97,103,4.8331,5.1139,wav2vec2_ctc_forced_alignment,-0.74952,1,29,1,1,True,375,613,102,102,5.0
23,what's,106,112,5.174,5.3545,wav2vec2_ctc_forced_alignment,-0.74952,3,19,2,2,True,375,613,102,102,5.5
24,the,113,116,5.3946,5.4548,wav2vec2_ctc_forced_alignment,-0.74952,1,7,1,1,True,375,613,102,102,5.5
25,purpose,117,124,5.515,5.8158,wav2vec2_ctc_forced_alignment,-0.74952,1,32,2,2,True,375,613,102,102,5.5
26,of,125,127,5.8559,5.896,wav2vec2_ctc_forced_alignment,-0.74952,1,5,1,1,True,376,614,101,101,6.0
27,business,128,136,5.9562,6.638,wav2vec2_ctc_forced_alignment,-0.74952,1,69,2,2,True,768,63,420,420,6.5
