word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,If,0,2,0.5602,0.6002,wav2vec2_ctc_forced_alignment,-0.04643,1,5,1,1,True,265,29,93,93,0.5
1,you,3,6,0.6602,0.7203,wav2vec2_ctc_forced_alignment,-0.04643,1,7,1,1,True,265,29,93,93,0.5
2,find,7,11,0.8403,1.0804,wav2vec2_ctc_forced_alignment,-0.04643,1,25,1,1,True,264,30,93,93,1.0
3,that,12,16,1.1404,1.2805,wav2vec2_ctc_forced_alignment,-0.04643,1,15,2,2,True,264,30,93,93,1.0
4,your,17,21,1.4005,1.5406,wav2vec2_ctc_forced_alignment,-0.04643,1,15,1,1,True,261,29,93,93,1.5
5,ears,22,26,1.7006,1.9607,wav2vec2_ctc_forced_alignment,-0.04643,1,27,2,2,True,261,29,92,92,2.0
6,consistently,27,39,3.2812,4.0015,wav2vec2_ctc_forced_alignment,-0.04643,1,73,2,2,True,268,30,94,94,3.5
7,do,40,42,4.2816,4.4016,wav2vec2_ctc_forced_alignment,-0.04643,1,13,1,1,True,261,32,95,95,4.5
8,this,43,47,4.4817,4.6617,wav2vec2_ctc_forced_alignment,-0.04643,1,19,1,1,True,261,32,95,95,4.5
9,and,48,51,4.7818,4.8618,wav2vec2_ctc_forced_alignment,-0.04643,1,9,1,1,True,262,27,95,95,5.0
10,you,52,55,4.9018,4.9619,wav2vec2_ctc_forced_alignment,-0.04643,1,7,1,1,True,262,27,95,95,5.0
11,can't,56,61,5.0419,5.362,wav2vec2_ctc_forced_alignment,-0.04643,3,33,2,2,True,262,27,95,95,5.0
12,pop,62,65,5.5621,5.8222,wav2vec2_ctc_forced_alignment,-0.04643,1,27,2,2,True,265,25,95,95,5.5
13,them,66,70,5.9022,6.0223,wav2vec2_ctc_forced_alignment,-0.04643,1,13,1,1,True,265,28,93,93,6.0
14,often,71,76,6.1823,6.4424,wav2vec2_ctc_forced_alignment,-0.04643,1,27,2,2,True,263,30,95,95,6.5
15,you'll,78,84,6.9226,7.0827,wav2vec2_ctc_forced_alignment,-0.04643,3,17,1,1,True,262,28,95,95,7.0
16,definitely,85,95,7.1027,7.4828,wav2vec2_ctc_forced_alignment,-0.04643,1,39,2,2,True,263,31,92,92,7.5
17,need,96,100,7.7829,7.923,wav2vec2_ctc_forced_alignment,-0.04643,1,15,1,1,True,264,29,93,93,8.0
18,to,101,103,7.963,8.003,wav2vec2_ctc_forced_alignment,-0.04643,1,5,1,1,True,264,29,93,93,8.0
19,see,104,107,8.063,8.2031,wav2vec2_ctc_forced_alignment,-0.04643,1,15,1,1,True,264,29,93,93,8.0
20,a,108,109,8.2431,8.2631,wav2vec2_ctc_forced_alignment,-0.04643,1,3,2,2,True,266,30,92,92,8.5
21,physician,110,119,8.3231,8.8233,wav2vec2_ctc_forced_alignment,-0.04643,1,51,2,2,True,266,30,92,92,8.5
22,regarding,120,129,9.4836,9.9237,wav2vec2_ctc_forced_alignment,-0.04643,1,45,2,2,True,273,32,95,95,9.5
23,those,130,135,9.9837,10.1238,wav2vec2_ctc_forced_alignment,-0.04643,1,15,1,1,True,267,31,93,93,10.0
24,things,136,142,10.2038,10.4839,wav2vec2_ctc_forced_alignment,-0.04643,1,29,2,2,True,262,29,95,95,10.5
25,it,144,146,10.9041,10.9441,wav2vec2_ctc_forced_alignment,-0.04643,1,5,1,1,True,264,29,94,94,11.0
26,could,147,152,11.0241,11.1842,wav2vec2_ctc_forced_alignment,-0.04643,1,17,1,1,True,264,29,94,94,11.0
27,be,153,155,11.2442,11.3042,wav2vec2_ctc_forced_alignment,-0.04643,1,7,2,2,True,263,28,95,95,11.5
28,something,156,165,11.4043,11.7244,wav2vec2_ctc_forced_alignment,-0.04643,1,33,1,1,True,263,28,95,95,11.5
29,more,166,170,11.7844,11.9445,wav2vec2_ctc_forced_alignment,-0.04643,1,17,1,1,True,263,28,95,95,12.0
