word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,It's,0,4,0.0,0.2355,proportional_fallback_low_ctc_confidence,-6.6334,3,25,1,1,True,592,26,253,253,0.0
1,safe,5,9,0.2355,0.5496,proportional_fallback_low_ctc_confidence,-6.6334,1,32,2,2,True,593,20,251,251,0.5
2,and,10,13,0.5496,0.7851,proportional_fallback_low_ctc_confidence,-6.6334,1,25,2,2,True,593,20,251,251,0.5
3,the,14,17,0.7851,1.0206,proportional_fallback_low_ctc_confidence,-6.6334,1,24,1,1,True,645,277,408,408,1.0
4,person,18,24,1.0206,1.4917,proportional_fallback_low_ctc_confidence,-6.6334,1,48,2,2,True,724,0,266,253,1.5
5,will,25,29,1.4917,1.8057,proportional_fallback_low_ctc_confidence,-6.6334,1,33,2,2,True,724,0,266,253,1.5
6,feel,30,34,1.8057,2.1197,proportional_fallback_low_ctc_confidence,-6.6334,1,32,1,1,True,665,296,365,365,2.0
7,better,35,41,2.1197,2.5908,proportional_fallback_low_ctc_confidence,-6.6334,1,48,2,2,True,599,26,254,254,2.5
8,later,42,47,2.5908,2.9833,proportional_fallback_low_ctc_confidence,-6.6334,1,40,2,2,True,553,213,322,322,3.0
9,on,48,50,2.9833,3.1403,proportional_fallback_low_ctc_confidence,-6.6334,1,17,1,1,True,553,213,322,322,3.0
10,but,52,55,3.1403,3.3759,proportional_fallback_low_ctc_confidence,-6.6334,1,25,2,2,True,554,206,334,334,3.5
11,it's,56,60,3.3759,3.6114,proportional_fallback_low_ctc_confidence,-6.6334,3,24,1,1,True,554,206,334,334,3.5
12,sort,61,65,3.6114,3.9254,proportional_fallback_low_ctc_confidence,-6.6334,1,33,2,2,True,556,211,311,311,4.0
13,of,66,68,3.9254,4.0824,proportional_fallback_low_ctc_confidence,-6.6334,1,16,1,1,True,556,211,311,311,4.0
14,like,69,73,4.0824,4.3965,proportional_fallback_low_ctc_confidence,-6.6334,1,33,2,2,True,556,211,311,311,4.0
15,flossing,74,82,4.3965,5.0245,proportional_fallback_low_ctc_confidence,-6.6334,3,63,2,2,True,662,294,374,374,4.5
16,your,83,87,5.0245,5.3386,proportional_fallback_low_ctc_confidence,-6.6334,1,33,2,2,True,613,75,345,345,5.0
17,teeth,88,93,5.3386,5.7311,proportional_fallback_low_ctc_confidence,-6.6334,1,40,1,1,True,613,80,341,341,5.5
18,for,94,97,5.7311,5.9666,proportional_fallback_low_ctc_confidence,-6.6334,1,25,2,2,True,588,60,345,345,6.0
19,the,98,101,5.9666,6.2022,proportional_fallback_low_ctc_confidence,-6.6334,1,24,1,1,True,588,60,345,345,6.0
20,first,102,107,6.2022,6.5947,proportional_fallback_low_ctc_confidence,-6.6334,1,40,2,2,True,586,63,342,342,6.5
21,time,108,112,6.5947,6.9088,proportional_fallback_low_ctc_confidence,-6.6334,1,32,2,2,False,0,0,0,0,7.0
