word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,So,0,2,0.0,0.15,proportional_fallback_silent_audio,,1,16,1,1,False,280,0,720,720,0.0
1,physical,3,11,0.15,0.7502,proportional_fallback_silent_audio,,1,61,3,3,False,280,0,720,720,0.5
2,therapists,12,22,0.7502,1.5004,proportional_fallback_silent_audio,,2,76,2,2,False,280,0,720,720,1.0
3,and,23,26,1.5004,1.7255,proportional_fallback_silent_audio,,1,24,1,1,False,280,0,720,720,1.5
4,chiropractors,27,40,1.7255,2.7008,proportional_fallback_silent_audio,,4,98,3,3,False,280,0,720,720,2.0
5,will,41,45,2.7008,3.0009,proportional_fallback_silent_audio,,1,31,2,2,True,198,593,62,62,3.0
6,do,46,48,3.0009,3.1509,proportional_fallback_silent_audio,,1,16,1,1,True,198,593,62,62,3.0
7,joint,49,54,3.1509,3.526,proportional_fallback_silent_audio,,1,39,2,2,True,700,52,146,146,3.5
8,manipulations,55,68,3.526,4.5013,proportional_fallback_silent_audio,,2,98,3,3,True,700,52,145,145,4.0
9,and,69,72,4.5013,4.7264,proportional_fallback_silent_audio,,1,24,1,1,True,700,52,145,145,4.5
10,mobilizations,73,86,4.7264,5.7017,proportional_fallback_silent_audio,,2,98,3,3,True,700,52,145,145,5.0
