word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,They've,0,7,1.4451,1.6057,wav2vec2_ctc_forced_alignment,-0.35395,3,17,1,1,True,400,66,434,434,1.5
1,been,8,12,1.6258,1.7462,wav2vec2_ctc_forced_alignment,-0.35395,1,13,1,1,True,400,66,434,434,1.5
2,able,13,17,1.7663,1.9068,wav2vec2_ctc_forced_alignment,-0.35395,1,15,1,1,True,407,66,432,432,2.0
3,to,18,20,1.967,2.0272,wav2vec2_ctc_forced_alignment,-0.35395,1,7,1,1,True,407,66,432,432,2.0
4,find,21,25,2.1877,2.3885,wav2vec2_ctc_forced_alignment,-0.35395,1,21,2,2,True,407,69,433,433,2.5
5,solutions,26,35,2.4487,2.9304,wav2vec2_ctc_forced_alignment,-0.35395,1,49,2,2,True,407,69,433,433,2.5
6,or,36,38,3.0307,3.0709,wav2vec2_ctc_forced_alignment,-0.35395,1,5,1,1,True,402,67,434,434,3.0
7,at,39,41,3.1712,3.2515,wav2vec2_ctc_forced_alignment,-0.35395,1,9,2,2,True,402,67,434,434,3.0
8,least,42,47,3.2716,3.4121,wav2vec2_ctc_forced_alignment,-0.35395,1,15,1,1,True,404,61,447,447,3.5
9,bring,48,53,3.4723,3.7332,wav2vec2_ctc_forced_alignment,-0.35395,1,27,1,1,True,404,61,447,447,3.5
10,some,54,58,3.8135,3.9741,wav2vec2_ctc_forced_alignment,-0.35395,1,17,1,1,True,412,68,433,433,4.0
11,answers,59,66,4.0744,4.3554,wav2vec2_ctc_forced_alignment,-0.35395,1,30,2,2,True,412,68,433,433,4.0
12,to,67,69,4.3956,4.4357,wav2vec2_ctc_forced_alignment,-0.35395,1,5,1,1,True,401,61,447,447,4.5
13,the,70,73,4.4759,4.5762,wav2vec2_ctc_forced_alignment,-0.35395,1,11,1,1,True,401,61,447,447,4.5
14,table,74,79,4.6164,4.8773,wav2vec2_ctc_forced_alignment,-0.35395,1,27,2,2,True,401,61,447,447,4.5
