word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,So,0,2,0.5405,0.6406,wav2vec2_ctc_forced_alignment,-0.22335,1,11,1,1,True,196,75,133,133,0.5
1,very,3,7,0.7608,0.961,wav2vec2_ctc_forced_alignment,-0.22335,1,21,1,1,True,199,62,125,125,1.0
2,important,8,17,1.021,1.3814,wav2vec2_ctc_forced_alignment,-0.22335,1,37,2,2,True,199,62,125,125,1.0
3,to,18,20,1.4214,1.4615,wav2vec2_ctc_forced_alignment,-0.22335,1,5,1,1,True,211,60,125,125,1.5
4,go,21,23,1.6016,1.7418,wav2vec2_ctc_forced_alignment,-0.22335,1,15,1,1,True,211,60,125,125,1.5
5,out,24,27,1.9219,2.002,wav2vec2_ctc_forced_alignment,-0.22335,1,9,1,1,True,211,58,125,125,2.0
6,to,28,30,2.4625,2.5826,wav2vec2_ctc_forced_alignment,-0.22335,1,13,1,1,True,201,66,130,130,2.5
7,the,31,34,2.6627,2.7227,wav2vec2_ctc_forced_alignment,-0.22335,1,7,1,1,True,201,66,130,130,2.5
8,locations,35,44,2.7828,3.3834,wav2vec2_ctc_forced_alignment,-0.22335,1,61,2,2,True,209,63,118,118,3.0
9,walk,46,50,3.8038,4.0241,wav2vec2_ctc_forced_alignment,-0.22335,1,23,1,1,True,192,69,121,121,4.0
10,around,51,57,4.1442,4.4445,wav2vec2_ctc_forced_alignment,-0.22335,1,31,2,2,True,210,57,131,131,4.5
11,talk,59,63,4.7248,4.925,wav2vec2_ctc_forced_alignment,-0.22335,1,21,2,2,True,226,66,132,132,5.0
12,with,64,68,5.005,5.1052,wav2vec2_ctc_forced_alignment,-0.22335,1,11,1,1,True,226,66,132,132,5.0
13,the,69,72,5.1452,5.2253,wav2vec2_ctc_forced_alignment,-0.22335,1,9,1,1,True,226,66,132,132,5.0
14,owners,73,79,5.3254,5.5656,wav2vec2_ctc_forced_alignment,-0.22335,1,25,1,1,True,228,59,131,131,5.5
15,if,80,82,5.6457,5.6857,wav2vec2_ctc_forced_alignment,-0.22335,1,5,1,1,True,228,59,131,131,5.5
16,you,83,86,5.7458,5.8259,wav2vec2_ctc_forced_alignment,-0.22335,1,9,2,2,True,227,62,123,123,6.0
17,can,87,90,5.8859,6.0861,wav2vec2_ctc_forced_alignment,-0.22335,1,21,1,1,True,227,62,123,123,6.0
18,tell,92,96,6.4865,6.6467,wav2vec2_ctc_forced_alignment,-0.22335,1,17,1,1,True,203,74,125,125,6.5
19,them,97,101,6.6867,6.8069,wav2vec2_ctc_forced_alignment,-0.22335,1,13,2,2,True,203,74,125,125,6.5
20,what,102,106,6.8669,6.967,wav2vec2_ctc_forced_alignment,-0.22335,1,11,1,1,True,213,62,123,123,7.0
21,you're,107,113,7.0071,7.1672,wav2vec2_ctc_forced_alignment,-0.22335,3,17,1,1,True,213,62,123,123,7.0
22,doing,114,119,7.1873,7.3875,wav2vec2_ctc_forced_alignment,-0.22335,1,21,2,2,True,214,62,137,137,7.5
23,build,121,126,7.7078,7.908,wav2vec2_ctc_forced_alignment,-0.22335,1,21,2,2,True,213,65,130,130,8.0
24,a,127,128,7.9881,8.0081,wav2vec2_ctc_forced_alignment,-0.22335,1,3,1,1,True,213,65,130,130,8.0
25,little,129,135,8.0481,8.2683,wav2vec2_ctc_forced_alignment,-0.22335,1,23,2,2,True,213,65,130,130,8.0
26,excitement,136,146,8.3284,8.8289,wav2vec2_ctc_forced_alignment,-0.22335,1,51,2,2,True,215,61,129,129,8.5
27,put,148,151,9.4295,9.5296,wav2vec2_ctc_forced_alignment,-0.22335,1,11,1,1,True,195,73,129,129,9.5
28,a,152,153,9.5697,9.5897,wav2vec2_ctc_forced_alignment,-0.22335,1,3,1,1,True,195,73,129,129,9.5
29,little,154,160,9.6297,9.8299,wav2vec2_ctc_forced_alignment,-0.22335,1,21,2,2,True,195,73,129,129,9.5
30,glitz,161,166,9.87,10.1302,wav2vec2_ctc_forced_alignment,-0.22335,2,27,1,1,True,222,61,124,124,10.0
31,on,167,169,10.2904,10.3304,wav2vec2_ctc_forced_alignment,-0.22335,1,5,1,1,True,220,62,126,126,10.5
