word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Maybe,0,5,0.5406,0.7408,wav2vec2_ctc_forced_alignment,-0.39716,1,21,1,1,True,263,73,118,118,0.5
1,you,6,9,0.8009,0.901,wav2vec2_ctc_forced_alignment,-0.39716,1,11,1,1,True,260,74,122,122,1.0
2,could,10,15,0.961,1.1412,wav2vec2_ctc_forced_alignment,-0.39716,1,19,1,1,True,260,74,122,122,1.0
3,find,16,20,1.5617,1.862,wav2vec2_ctc_forced_alignment,-0.39716,1,31,2,2,True,276,78,115,115,1.5
4,a,21,22,1.9421,1.9621,wav2vec2_ctc_forced_alignment,-0.39716,1,3,1,1,True,244,29,161,161,2.0
5,picture,23,30,2.0422,2.4026,wav2vec2_ctc_forced_alignment,-0.39716,1,37,2,2,True,244,29,161,161,2.0
6,of,31,33,2.4627,2.5027,wav2vec2_ctc_forced_alignment,-0.39716,1,5,1,1,True,261,91,123,123,2.5
7,the,34,37,2.5828,2.6429,wav2vec2_ctc_forced_alignment,-0.39716,1,7,1,1,True,261,91,123,123,2.5
8,couple,38,44,2.7029,3.0433,wav2vec2_ctc_forced_alignment,-0.39716,1,35,2,2,True,238,31,155,155,3.0
9,from,45,49,3.1634,3.3637,wav2vec2_ctc_forced_alignment,-0.39716,1,21,2,2,True,253,84,118,118,3.5
10,their,50,55,3.724,3.8842,wav2vec2_ctc_forced_alignment,-0.39716,1,17,2,2,True,240,79,122,122,4.0
11,wedding,56,63,3.9443,4.3647,wav2vec2_ctc_forced_alignment,-0.39716,1,43,2,2,True,240,79,122,122,4.0
12,or,64,66,4.645,4.7251,wav2vec2_ctc_forced_alignment,-0.39716,1,9,1,1,True,251,77,124,124,4.5
13,sometime,67,75,4.9053,5.3258,wav2vec2_ctc_forced_alignment,-0.39716,1,43,2,2,True,253,78,118,118,5.0
14,in,76,78,5.3859,5.4259,wav2vec2_ctc_forced_alignment,-0.39716,1,5,1,1,True,255,77,123,123,5.5
15,their,79,84,5.486,5.6461,wav2vec2_ctc_forced_alignment,-0.39716,1,17,1,1,True,255,77,123,123,5.5
16,life,85,89,5.7262,6.0466,wav2vec2_ctc_forced_alignment,-0.39716,1,33,2,2,True,254,82,122,122,6.0
17,or,91,93,6.1667,6.2067,wav2vec2_ctc_forced_alignment,-0.39716,1,5,1,1,True,254,82,122,122,6.0
18,maybe,94,99,6.2668,6.467,wav2vec2_ctc_forced_alignment,-0.39716,1,21,1,1,True,251,79,118,118,6.5
19,even,100,104,6.5872,6.7473,wav2vec2_ctc_forced_alignment,-0.39716,1,17,1,1,True,251,79,118,118,6.5
20,a,105,106,6.8074,6.8274,wav2vec2_ctc_forced_alignment,-0.39716,1,3,1,1,True,238,89,108,108,7.0
21,current,107,114,6.9275,7.2679,wav2vec2_ctc_forced_alignment,-0.39716,1,35,2,2,True,238,89,108,108,7.0
22,picture,115,122,7.368,7.7885,wav2vec2_ctc_forced_alignment,-0.39716,1,43,2,2,True,245,92,108,108,7.5
23,and,123,126,8.2089,8.269,wav2vec2_ctc_forced_alignment,-0.39716,1,7,2,2,True,243,81,121,121,8.0
24,have,127,131,8.3291,8.4292,wav2vec2_ctc_forced_alignment,-0.39716,1,11,1,1,True,243,84,115,115,8.5
25,it,132,134,8.4492,8.4892,wav2vec2_ctc_forced_alignment,-0.39716,1,5,1,1,True,243,84,115,115,8.5
26,put,135,138,8.5893,8.7295,wav2vec2_ctc_forced_alignment,-0.39716,1,15,1,1,True,243,84,115,115,8.5
27,in,139,141,8.7896,8.8296,wav2vec2_ctc_forced_alignment,-0.39716,1,5,1,1,True,241,83,115,115,9.0
28,a,142,143,8.8696,8.9097,wav2vec2_ctc_forced_alignment,-0.39716,1,5,1,1,True,241,83,115,115,9.0
29,beautiful,144,153,8.9297,9.2901,wav2vec2_ctc_forced_alignment,-0.39716,1,37,2,2,True,241,83,115,115,9.0
30,frame,154,159,9.4102,9.8507,wav2vec2_ctc_forced_alignment,-0.39716,1,45,2,2,True,239,83,117,117,9.5
