word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,So,0,2,0.5816,0.7219,wav2vec2_ctc_forced_alignment,-0.61349,1,15,1,1,True,234,19,103,103,0.5
1,make,3,7,0.9626,1.103,wav2vec2_ctc_forced_alignment,-0.61349,1,15,1,1,True,237,20,102,102,1.0
2,sure,8,12,1.1832,1.3637,wav2vec2_ctc_forced_alignment,-0.61349,1,19,2,2,True,238,22,101,101,1.5
3,to,13,15,1.484,1.6645,wav2vec2_ctc_forced_alignment,-0.61349,1,19,1,1,True,238,22,101,101,1.5
4,get,16,19,1.9252,2.0455,wav2vec2_ctc_forced_alignment,-0.61349,1,13,1,1,True,236,19,103,103,2.0
5,a,20,21,2.1057,2.1257,wav2vec2_ctc_forced_alignment,-0.61349,1,3,1,1,True,236,19,103,103,2.0
6,through,22,29,2.1859,2.5067,wav2vec2_ctc_forced_alignment,-0.61349,1,33,2,2,True,236,20,103,103,2.5
7,or,30,32,3.1485,3.2086,wav2vec2_ctc_forced_alignment,-0.61349,1,7,1,1,True,235,20,102,102,3.0
8,to,33,35,4.2715,4.3517,wav2vec2_ctc_forced_alignment,-0.61349,1,9,1,1,True,223,21,99,99,4.5
9,do,36,38,4.4319,4.5322,wav2vec2_ctc_forced_alignment,-0.61349,1,11,1,1,True,223,21,99,99,4.5
10,a,39,40,4.6726,4.6926,wav2vec2_ctc_forced_alignment,-0.61349,1,3,1,1,True,223,21,99,99,4.5
11,through,41,48,4.8129,5.1137,wav2vec2_ctc_forced_alignment,-0.61349,1,31,1,1,True,219,17,103,103,5.0
12,cleaning,49,57,5.194,5.5549,wav2vec2_ctc_forced_alignment,-0.61349,1,37,2,2,True,205,109,123,123,5.5
13,of,58,60,5.8557,5.8958,wav2vec2_ctc_forced_alignment,-0.61349,1,5,1,1,True,222,19,100,100,6.0
14,the,61,64,6.0362,6.0964,wav2vec2_ctc_forced_alignment,-0.61349,1,7,1,1,True,222,19,100,100,6.0
15,property,65,73,6.1565,6.5977,wav2vec2_ctc_forced_alignment,-0.61349,1,45,2,2,True,221,20,101,101,6.5
