word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Sometimes,0,9,0.0,0.6826,proportional_fallback_low_ctc_confidence,-6.56435,1,69,2,2,True,602,32,244,244,0.5
1,we,10,12,0.6826,0.8343,proportional_fallback_low_ctc_confidence,-6.56435,1,16,2,2,True,575,23,252,252,1.0
2,have,13,17,0.8343,1.1376,proportional_fallback_low_ctc_confidence,-6.56435,1,32,1,1,True,575,23,252,252,1.0
3,to,18,20,1.1376,1.2893,proportional_fallback_low_ctc_confidence,-6.56435,1,16,2,2,True,575,23,252,252,1.0
4,stretch,21,28,1.2893,1.8202,proportional_fallback_low_ctc_confidence,-6.56435,1,54,2,2,True,729,0,266,253,1.5
5,that,29,33,1.8202,2.1236,proportional_fallback_low_ctc_confidence,-6.56435,1,31,1,1,True,539,207,335,335,2.0
6,joint,34,39,2.1236,2.5028,proportional_fallback_low_ctc_confidence,-6.56435,1,39,2,2,True,662,294,358,358,2.5
7,that,40,44,2.5028,2.8062,proportional_fallback_low_ctc_confidence,-6.56435,1,32,2,2,True,662,294,358,358,2.5
8,is,45,47,2.8062,2.9579,proportional_fallback_low_ctc_confidence,-6.56435,1,16,1,1,True,518,197,360,360,3.0
9,already,48,55,2.9579,3.4888,proportional_fallback_low_ctc_confidence,-6.56435,1,54,2,2,True,518,197,360,360,3.0
10,irritated,56,65,3.4888,4.1714,proportional_fallback_low_ctc_confidence,-6.56435,1,69,2,2,True,595,22,246,246,4.0
