word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,We,0,2,0.8015,0.8816,wav2vec2_ctc_forced_alignment,-0.579,1,9,1,1,True,407,62,432,432,1.0
1,have,3,7,0.9417,1.062,wav2vec2_ctc_forced_alignment,-0.579,1,13,1,1,True,407,62,432,432,1.0
2,many,8,12,1.1221,1.3225,wav2vec2_ctc_forced_alignment,-0.579,1,21,2,2,True,407,62,432,432,1.0
3,new,13,16,1.7032,1.8234,wav2vec2_ctc_forced_alignment,-0.579,1,13,2,2,True,400,58,424,424,2.0
4,opportunities,17,30,1.9236,2.4646,wav2vec2_ctc_forced_alignment,-0.579,1,55,2,2,True,400,58,424,424,2.0
5,through,31,38,2.4846,2.7251,wav2vec2_ctc_forced_alignment,-0.579,1,26,1,1,True,407,61,433,433,2.5
6,the,39,42,3.3662,3.4464,wav2vec2_ctc_forced_alignment,-0.579,1,9,1,1,True,413,64,428,428,3.5
7,way,43,46,3.4865,3.6067,wav2vec2_ctc_forced_alignment,-0.579,1,13,1,1,True,413,64,428,428,3.5
8,things,47,53,3.6868,3.8672,wav2vec2_ctc_forced_alignment,-0.579,1,19,2,2,True,414,68,426,426,4.0
9,have,54,58,3.9072,4.0074,wav2vec2_ctc_forced_alignment,-0.579,1,11,1,1,True,414,68,426,426,4.0
10,changed,59,66,4.0275,4.288,wav2vec2_ctc_forced_alignment,-0.579,1,27,2,2,True,414,68,426,426,4.0
11,through,67,74,4.308,4.4683,wav2vec2_ctc_forced_alignment,-0.579,1,17,1,1,True,402,63,428,428,4.5
12,the,75,78,4.4883,4.5484,wav2vec2_ctc_forced_alignment,-0.579,1,7,1,1,True,402,63,428,428,4.5
13,years,79,84,4.5885,4.869,wav2vec2_ctc_forced_alignment,-0.579,1,29,2,2,True,402,63,428,428,4.5
14,looking,86,93,5.6505,5.8709,wav2vec2_ctc_forced_alignment,-0.579,1,23,2,2,True,405,68,417,417,6.0
15,for,94,97,5.931,6.0111,wav2vec2_ctc_forced_alignment,-0.579,1,9,1,1,True,405,68,417,417,6.0
16,new,98,101,6.0913,6.1915,wav2vec2_ctc_forced_alignment,-0.579,1,11,1,1,True,405,68,417,417,6.0
17,niche,102,107,6.2716,6.5521,wav2vec2_ctc_forced_alignment,-0.579,1,29,1,1,True,396,67,420,420,6.5
18,high,108,112,6.6523,6.8527,wav2vec2_ctc_forced_alignment,-0.579,1,21,2,2,True,404,66,420,420,7.0
19,end,113,116,6.9329,7.033,wav2vec2_ctc_forced_alignment,-0.579,1,11,1,1,True,404,66,420,420,7.0
20,value,118,123,7.0932,7.3737,wav2vec2_ctc_forced_alignment,-0.579,1,29,2,2,True,404,66,420,420,7.0
21,added,124,129,7.4538,7.6342,wav2vec2_ctc_forced_alignment,-0.579,1,19,1,1,True,401,63,425,425,7.5
22,products,130,138,7.6542,8.4958,wav2vec2_ctc_forced_alignment,-0.579,1,86,3,3,True,393,66,428,428,8.0
