word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Now,0,3,0.5813,0.7016,wav2vec2_ctc_forced_alignment,-0.02479,1,13,1,1,True,321,50,164,164,0.5
1,you've,4,10,0.7617,0.9421,wav2vec2_ctc_forced_alignment,-0.02479,3,19,1,1,True,330,48,171,171,1.0
2,got,11,14,0.9822,1.1425,wav2vec2_ctc_forced_alignment,-0.02479,1,17,1,1,True,330,48,171,171,1.0
3,a,15,16,1.2027,1.2227,wav2vec2_ctc_forced_alignment,-0.02479,1,3,1,1,True,330,48,171,171,1.0
4,face,17,21,1.3029,1.5835,wav2vec2_ctc_forced_alignment,-0.02479,1,29,1,1,True,326,49,169,169,1.5
5,that,22,26,1.6437,1.7639,wav2vec2_ctc_forced_alignment,-0.02479,1,13,2,2,True,326,49,169,169,1.5
6,you,27,30,1.804,1.8842,wav2vec2_ctc_forced_alignment,-0.02479,1,9,1,1,True,329,52,161,161,2.0
7,can,31,34,1.9644,2.0646,wav2vec2_ctc_forced_alignment,-0.02479,1,11,1,1,True,329,52,161,161,2.0
8,connect,35,42,2.1448,2.4655,wav2vec2_ctc_forced_alignment,-0.02479,1,34,2,2,True,321,45,174,174,2.5
9,with,43,47,2.5858,2.706,wav2vec2_ctc_forced_alignment,-0.02479,1,13,1,1,True,321,45,174,174,2.5
10,a,48,49,2.7862,2.8063,wav2vec2_ctc_forced_alignment,-0.02479,1,3,1,1,True,323,57,163,163,3.0
11,voice,50,55,2.8864,3.2472,wav2vec2_ctc_forced_alignment,-0.02479,1,37,1,1,True,323,57,163,163,3.0
12,and,57,60,3.9488,4.049,wav2vec2_ctc_forced_alignment,-0.02479,1,11,1,1,True,322,50,164,164,4.0
13,that,61,65,4.1092,4.2495,wav2vec2_ctc_forced_alignment,-0.02479,1,15,1,1,True,322,50,164,164,4.0
14,makes,66,71,4.3096,4.5101,wav2vec2_ctc_forced_alignment,-0.02479,1,21,1,1,True,318,47,169,169,4.5
15,you,72,75,4.5501,4.6504,wav2vec2_ctc_forced_alignment,-0.02479,1,11,1,1,True,318,47,169,169,4.5
16,closer,76,82,4.7305,5.1114,wav2vec2_ctc_forced_alignment,-0.02479,1,39,2,2,True,330,58,161,161,5.0
17,to,83,85,5.2116,5.3118,wav2vec2_ctc_forced_alignment,-0.02479,1,11,2,2,True,326,63,160,160,5.5
18,that,86,90,5.372,5.5123,wav2vec2_ctc_forced_alignment,-0.02479,1,15,1,1,True,326,63,160,160,5.5
19,client,91,97,5.5925,5.9533,wav2vec2_ctc_forced_alignment,-0.02479,1,37,2,2,True,324,63,161,161,6.0
