word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Okay,0,4,1.002,1.2425,wav2vec2_ctc_forced_alignment,-0.07887,1,25,1,1,True,260,77,116,116,1.0
1,what,6,10,1.3827,1.523,wav2vec2_ctc_forced_alignment,-0.07887,1,15,1,1,True,258,74,123,123,1.5
2,happens,11,18,1.6433,2.0841,wav2vec2_ctc_forced_alignment,-0.07887,1,45,2,2,True,273,79,116,116,2.0
3,at,19,21,2.2044,2.2445,wav2vec2_ctc_forced_alignment,-0.07887,1,5,1,1,True,273,79,116,116,2.0
4,this,22,26,2.3246,2.4849,wav2vec2_ctc_forced_alignment,-0.07887,1,17,1,1,True,276,81,116,116,2.5
5,point,27,32,2.6252,2.9459,wav2vec2_ctc_forced_alignment,-0.07887,1,33,2,2,True,273,80,118,118,3.0
6,after,33,38,3.1863,3.3867,wav2vec2_ctc_forced_alignment,-0.07887,1,21,2,2,True,263,80,118,118,3.5
7,we've,39,44,3.4669,3.6873,wav2vec2_ctc_forced_alignment,-0.07887,3,23,1,1,True,263,80,118,118,3.5
8,taken,45,50,3.7274,4.008,wav2vec2_ctc_forced_alignment,-0.07887,1,29,2,2,True,247,86,116,116,4.0
9,this,51,55,4.0681,4.2284,wav2vec2_ctc_forced_alignment,-0.07887,1,17,1,1,True,247,86,116,116,4.0
10,brief,56,61,4.4689,4.7094,wav2vec2_ctc_forced_alignment,-0.07887,1,25,1,1,True,255,87,110,110,4.5
11,walk,62,66,4.8697,5.1502,wav2vec2_ctc_forced_alignment,-0.07887,1,29,1,1,True,248,88,110,110,5.0
12,down,67,71,5.2705,5.4709,wav2vec2_ctc_forced_alignment,-0.07887,1,21,1,1,True,251,88,111,111,5.5
13,memory,72,78,5.5911,5.9117,wav2vec2_ctc_forced_alignment,-0.07887,1,33,2,2,True,250,83,117,117,6.0
14,lane,79,83,5.9719,6.3125,wav2vec2_ctc_forced_alignment,-0.07887,1,35,2,2,True,250,83,117,117,6.0
15,is,85,87,6.8536,6.9137,wav2vec2_ctc_forced_alignment,-0.07887,1,7,1,1,True,258,76,115,115,7.0
16,the,88,91,6.9939,7.0741,wav2vec2_ctc_forced_alignment,-0.07887,1,9,1,1,True,258,76,115,115,7.0
17,presentation,92,104,7.1342,7.8756,wav2vec2_ctc_forced_alignment,-0.07887,1,76,3,3,True,252,83,117,117,7.5
18,of,105,107,7.9558,7.9959,wav2vec2_ctc_forced_alignment,-0.07887,1,5,1,1,True,252,83,118,118,8.0
19,the,108,111,8.0961,8.1762,wav2vec2_ctc_forced_alignment,-0.07887,1,9,1,1,True,252,83,118,118,8.0
20,gift,112,116,8.2364,8.5971,wav2vec2_ctc_forced_alignment,-0.07887,1,37,2,2,True,255,87,117,117,8.5
