word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,It's,0,4,0.4813,0.5816,wav2vec2_ctc_forced_alignment,-0.05059,3,11,1,1,True,697,70,266,266,0.5
1,pretty,5,11,0.7019,0.9626,wav2vec2_ctc_forced_alignment,-0.05059,1,27,2,2,True,659,62,277,277,1.0
2,pretty,13,19,1.0228,1.2634,wav2vec2_ctc_forced_alignment,-0.05059,1,25,2,2,True,659,62,277,277,1.0
3,easy,20,24,1.3437,1.5242,wav2vec2_ctc_forced_alignment,-0.05059,1,19,1,1,True,650,81,280,280,1.5
4,to,25,27,1.6044,1.6445,wav2vec2_ctc_forced_alignment,-0.05059,1,5,1,1,True,650,81,280,280,1.5
5,do,28,30,1.7047,1.8049,wav2vec2_ctc_forced_alignment,-0.05059,1,11,2,2,True,650,90,292,292,2.0
6,but,31,34,1.9253,2.0055,wav2vec2_ctc_forced_alignment,-0.05059,1,9,1,1,True,650,90,292,292,2.0
7,you,35,38,2.0255,2.0857,wav2vec2_ctc_forced_alignment,-0.05059,1,7,1,1,True,650,90,292,292,2.0
8,got,39,42,2.206,2.3264,wav2vec2_ctc_forced_alignment,-0.05059,1,13,2,2,True,691,89,322,322,2.5
9,to,43,45,2.3464,2.4066,wav2vec2_ctc_forced_alignment,-0.05059,1,7,1,1,True,691,89,322,322,2.5
10,set,46,49,2.4667,2.6071,wav2vec2_ctc_forced_alignment,-0.05059,1,15,1,1,True,691,89,322,322,2.5
11,up,50,52,2.6873,2.7676,wav2vec2_ctc_forced_alignment,-0.05059,1,9,2,2,True,691,89,322,322,2.5
12,those,53,58,2.8277,2.9882,wav2vec2_ctc_forced_alignment,-0.05059,1,17,1,1,True,679,73,327,327,3.0
13,numbers,59,66,3.0483,3.309,wav2vec2_ctc_forced_alignment,-0.05059,1,27,2,2,True,679,73,327,327,3.0
14,ahead,67,72,3.3692,3.5497,wav2vec2_ctc_forced_alignment,-0.05059,1,19,1,1,True,616,111,314,314,3.5
15,of,73,75,3.6099,3.65,wav2vec2_ctc_forced_alignment,-0.05059,1,5,1,1,True,616,111,314,314,3.5
16,time,76,80,3.7302,3.9508,wav2vec2_ctc_forced_alignment,-0.05059,1,23,2,2,True,641,99,319,319,4.0
