word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Omi,0,3,0.1602,0.6809,wav2vec2_ctc_forced_alignment,-0.0729,2,53,2,2,True,526,140,250,250,0.5
1,and,4,7,0.741,0.8011,wav2vec2_ctc_forced_alignment,-0.0729,1,7,2,2,True,529,144,239,239,1.0
2,Winant,8,14,0.8211,1.0614,wav2vec2_ctc_forced_alignment,-0.0729,2,25,1,1,True,529,144,239,239,1.0
3,argue,15,20,1.1415,1.3218,wav2vec2_ctc_forced_alignment,-0.0729,1,19,2,2,True,529,144,239,239,1.0
4,that,21,25,1.3618,1.4419,wav2vec2_ctc_forced_alignment,-0.0729,1,9,1,1,True,528,144,239,239,1.5
5,the,26,29,1.4619,1.542,wav2vec2_ctc_forced_alignment,-0.0729,1,9,1,1,True,528,144,239,239,1.5
6,concept,30,37,1.5821,1.9025,wav2vec2_ctc_forced_alignment,-0.0729,1,33,2,2,True,528,144,239,239,1.5
7,of,38,40,1.9626,2.0027,wav2vec2_ctc_forced_alignment,-0.0729,1,5,1,1,True,530,159,227,227,2.0
8,race,41,45,2.0627,2.243,wav2vec2_ctc_forced_alignment,-0.0729,1,19,1,1,True,530,159,227,227,2.0
9,came,46,50,2.3231,2.4633,wav2vec2_ctc_forced_alignment,-0.0729,1,15,1,1,True,537,152,231,231,2.5
10,about,51,56,2.5233,2.6836,wav2vec2_ctc_forced_alignment,-0.0729,1,17,1,1,True,537,152,231,231,2.5
11,as,57,59,2.7436,2.7837,wav2vec2_ctc_forced_alignment,-0.0729,1,5,2,2,True,531,146,250,250,3.0
12,a,60,61,2.8438,2.8638,wav2vec2_ctc_forced_alignment,-0.0729,1,3,1,1,True,531,146,250,250,3.0
13,tool,62,66,2.9239,3.1241,wav2vec2_ctc_forced_alignment,-0.0729,1,21,1,1,True,531,146,250,250,3.0
14,to,67,69,3.2043,3.2643,wav2vec2_ctc_forced_alignment,-0.0729,1,7,2,2,True,531,146,250,250,3.0
15,justify,70,77,3.3244,3.765,wav2vec2_ctc_forced_alignment,-0.0729,1,45,2,2,True,542,161,227,227,3.5
16,and,78,81,3.8852,3.9653,wav2vec2_ctc_forced_alignment,-0.0729,1,9,1,1,True,549,144,244,244,4.0
17,maintain,82,90,4.0053,4.4058,wav2vec2_ctc_forced_alignment,-0.0729,1,41,2,2,True,549,144,244,244,4.0
18,the,91,94,4.546,4.6261,wav2vec2_ctc_forced_alignment,-0.0729,1,9,1,1,True,553,147,239,239,4.5
19,economic,95,103,4.7062,5.0667,wav2vec2_ctc_forced_alignment,-0.0729,1,37,2,2,True,530,142,242,242,5.0
20,and,104,107,5.1468,5.2069,wav2vec2_ctc_forced_alignment,-0.0729,1,7,1,1,True,530,142,242,242,5.0
21,political,108,117,5.247,5.6074,wav2vec2_ctc_forced_alignment,-0.0729,1,37,2,2,True,532,153,228,228,5.5
22,power,118,123,5.6675,5.9479,wav2vec2_ctc_forced_alignment,-0.0729,1,29,2,2,True,522,148,237,237,6.0
23,held,124,128,6.048,6.2283,wav2vec2_ctc_forced_alignment,-0.0729,1,19,1,1,True,522,148,237,237,6.0
24,by,129,131,6.2883,6.3484,wav2vec2_ctc_forced_alignment,-0.0729,1,7,1,1,True,528,143,251,251,6.5
25,those,132,137,6.3885,6.5487,wav2vec2_ctc_forced_alignment,-0.0729,1,17,1,1,True,528,143,251,251,6.5
26,of,138,140,6.6088,6.6488,wav2vec2_ctc_forced_alignment,-0.0729,1,5,1,1,True,528,143,251,251,6.5
27,European,141,149,6.7089,7.0694,wav2vec2_ctc_forced_alignment,-0.0729,1,37,2,2,True,548,144,245,245,7.0
28,descent,150,157,7.1295,7.7703,wav2vec2_ctc_forced_alignment,-0.0729,1,65,3,3,True,428,0,510,495,7.5
