word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Because,0,7,0.5216,0.8024,wav2vec2_ctc_forced_alignment,-0.09369,1,29,2,2,True,110,67,186,186,0.5
1,if,9,11,0.8827,0.9228,wav2vec2_ctc_forced_alignment,-0.09369,1,5,1,1,True,92,54,191,191,1.0
2,they,12,16,1.0031,1.1635,wav2vec2_ctc_forced_alignment,-0.09369,1,17,1,1,True,92,54,191,191,1.0
3,are,17,20,1.2237,1.304,wav2vec2_ctc_forced_alignment,-0.09369,1,9,2,2,True,94,53,186,186,1.5
4,not,21,24,1.3642,1.645,wav2vec2_ctc_forced_alignment,-0.09369,1,30,1,1,True,94,53,186,186,1.5
5,in,25,27,2.2067,2.2468,wav2vec2_ctc_forced_alignment,-0.09369,1,5,1,1,True,99,60,184,184,2.0
6,any,28,31,2.4475,2.5678,wav2vec2_ctc_forced_alignment,-0.09369,1,13,1,1,True,88,56,183,183,2.5
7,way,32,35,2.6481,2.7885,wav2vec2_ctc_forced_alignment,-0.09369,1,15,2,2,True,88,56,183,183,2.5
8,held,36,40,2.8888,3.0894,wav2vec2_ctc_forced_alignment,-0.09369,1,21,1,1,True,82,58,193,193,3.0
9,accountable,41,52,3.1697,3.8317,wav2vec2_ctc_forced_alignment,-0.09369,1,67,3,3,True,87,83,192,192,3.5
10,for,53,56,3.9721,4.1727,wav2vec2_ctc_forced_alignment,-0.09369,1,21,1,1,True,91,66,190,190,4.0
11,reading,57,64,4.2931,4.5539,wav2vec2_ctc_forced_alignment,-0.09369,1,27,1,1,True,86,71,179,179,4.5
12,the,65,68,4.6141,4.6943,wav2vec2_ctc_forced_alignment,-0.09369,1,9,1,1,True,86,71,179,179,4.5
13,material,69,77,4.7344,5.2961,wav2vec2_ctc_forced_alignment,-0.09369,1,58,3,3,True,76,72,185,185,5.0
14,they,78,82,5.9782,6.0986,wav2vec2_ctc_forced_alignment,-0.09369,1,13,1,1,True,68,73,185,185,6.0
15,won't,83,88,6.1588,6.3594,wav2vec2_ctc_forced_alignment,-0.09369,3,21,2,2,True,80,101,182,182,6.5
16,do,89,91,6.4196,6.5199,wav2vec2_ctc_forced_alignment,-0.09369,1,11,1,1,True,80,101,182,182,6.5
17,it,92,94,6.6402,6.7004,wav2vec2_ctc_forced_alignment,-0.09369,1,7,1,1,True,80,101,182,182,6.5
