word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,And,0,3,0.5419,0.6222,wav2vec2_ctc_forced_alignment,-0.09488,1,9,1,1,True,451,2,360,360,0.5
1,because,4,11,0.6623,0.9433,wav2vec2_ctc_forced_alignment,-0.09488,1,29,2,2,True,461,23,320,320,1.0
2,they,12,16,1.0035,1.1038,wav2vec2_ctc_forced_alignment,-0.09488,1,11,1,1,True,461,23,320,320,1.0
3,couldn’t,17,25,1.1239,1.3447,wav2vec2_ctc_forced_alignment,-0.09488,3,23,2,2,True,461,23,320,320,1.0
4,get,26,29,1.3647,1.445,wav2vec2_ctc_forced_alignment,-0.09488,1,10,1,1,True,466,31,312,312,1.5
5,these,30,35,1.4852,1.6257,wav2vec2_ctc_forced_alignment,-0.09488,1,15,1,1,True,466,31,312,312,1.5
6,jobs,36,40,1.6859,2.0271,wav2vec2_ctc_forced_alignment,-0.09488,1,35,2,2,True,463,25,318,318,2.0
7,Black,42,47,2.2277,2.3883,wav2vec2_ctc_forced_alignment,-0.09488,1,17,2,2,True,474,43,320,320,2.5
8,communities,48,59,2.4284,2.8098,wav2vec2_ctc_forced_alignment,-0.09488,1,39,2,2,True,474,43,320,320,2.5
9,had,60,63,2.8298,2.9101,wav2vec2_ctc_forced_alignment,-0.09488,1,9,1,1,True,467,24,366,366,3.0
10,more,64,68,2.9904,3.1309,wav2vec2_ctc_forced_alignment,-0.09488,1,15,1,1,True,467,24,366,366,3.0
11,men,69,72,3.171,3.2714,wav2vec2_ctc_forced_alignment,-0.09488,1,11,2,2,True,467,24,366,366,3.0
12,out,73,76,3.3115,3.3918,wav2vec2_ctc_forced_alignment,-0.09488,1,9,1,1,True,479,23,350,350,3.5
13,of,77,79,3.4119,3.4721,wav2vec2_ctc_forced_alignment,-0.09488,1,7,1,1,True,479,23,350,350,3.5
14,work,80,84,3.5323,3.6728,wav2vec2_ctc_forced_alignment,-0.09488,1,15,1,1,True,479,23,350,350,3.5
15,higher,86,92,3.9939,4.2147,wav2vec2_ctc_forced_alignment,-0.09488,1,23,1,1,True,480,13,343,343,4.0
16,rates,93,98,4.2347,4.3953,wav2vec2_ctc_forced_alignment,-0.09488,1,18,2,2,True,477,1,381,381,4.5
17,of,99,101,4.4154,4.4756,wav2vec2_ctc_forced_alignment,-0.09488,1,7,1,1,True,477,1,381,381,4.5
18,poverty,102,109,4.5157,4.8569,wav2vec2_ctc_forced_alignment,-0.09488,1,35,2,2,True,477,1,381,381,4.5
19,and,111,114,4.9773,5.0576,wav2vec2_ctc_forced_alignment,-0.09488,1,9,1,1,True,494,9,343,343,5.0
20,more,115,119,5.0977,5.2382,wav2vec2_ctc_forced_alignment,-0.09488,1,15,1,1,True,494,9,343,343,5.0
21,criminal,120,128,5.2984,5.5593,wav2vec2_ctc_forced_alignment,-0.09488,1,27,1,1,True,477,9,367,367,5.5
22,behavior,129,137,5.6195,6.0209,wav2vec2_ctc_forced_alignment,-0.09488,1,41,2,2,True,526,143,237,237,6.0
