word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Which,0,5,0.5418,0.6622,wav2vec2_ctc_forced_alignment,-0.03448,1,13,1,1,True,526,143,237,237,0.5
1,then,6,10,0.7224,0.8427,wav2vec2_ctc_forced_alignment,-0.03448,1,13,2,2,True,521,161,227,227,1.0
2,allowed,11,18,0.9431,1.1437,wav2vec2_ctc_forced_alignment,-0.03448,1,21,1,1,True,521,161,227,227,1.0
3,the,19,22,1.1839,1.2641,wav2vec2_ctc_forced_alignment,-0.03448,1,9,2,2,True,521,161,227,227,1.0
4,white,23,28,1.2842,1.4447,wav2vec2_ctc_forced_alignment,-0.03448,1,17,1,1,True,522,149,236,236,1.5
5,workers,29,36,1.4848,1.7658,wav2vec2_ctc_forced_alignment,-0.03448,1,30,2,2,True,522,149,236,236,1.5
6,and,37,40,1.8059,1.8661,wav2vec2_ctc_forced_alignment,-0.03448,1,7,1,1,True,518,139,243,243,2.0
7,unions,41,47,1.9463,2.2072,wav2vec2_ctc_forced_alignment,-0.03448,1,27,1,1,True,518,139,243,243,2.0
8,to,48,50,2.2473,2.3276,wav2vec2_ctc_forced_alignment,-0.03448,1,9,2,2,True,542,167,216,216,2.5
9,justify,51,58,2.4078,2.8092,wav2vec2_ctc_forced_alignment,-0.03448,1,41,2,2,True,542,167,216,216,2.5
10,their,59,64,2.8894,3.0098,wav2vec2_ctc_forced_alignment,-0.03448,1,13,1,1,True,541,159,232,232,3.0
11,decision,65,73,3.0499,3.3108,wav2vec2_ctc_forced_alignment,-0.03448,1,27,2,2,True,541,159,232,232,3.0
12,to,74,76,3.371,3.4512,wav2vec2_ctc_forced_alignment,-0.03448,1,9,1,1,True,531,145,251,251,3.5
13,not,77,80,3.5315,3.692,wav2vec2_ctc_forced_alignment,-0.03448,1,17,1,1,True,531,145,251,251,3.5
14,allow,81,86,3.7723,3.9529,wav2vec2_ctc_forced_alignment,-0.03448,1,19,1,1,True,552,153,228,228,4.0
15,black,87,92,4.0532,4.2338,wav2vec2_ctc_forced_alignment,-0.03448,1,19,1,1,True,552,153,228,228,4.0
16,workers,93,100,4.3141,4.6552,wav2vec2_ctc_forced_alignment,-0.03448,1,36,1,1,True,538,150,237,237,4.5
17,into,101,105,4.8358,5.0163,wav2vec2_ctc_forced_alignment,-0.03448,1,19,1,1,True,523,169,215,215,5.0
18,their,106,111,5.0765,5.1969,wav2vec2_ctc_forced_alignment,-0.03448,1,13,1,1,True,523,169,215,215,5.0
19,union,112,117,5.3374,5.5581,wav2vec2_ctc_forced_alignment,-0.03448,1,23,1,1,True,516,156,235,235,5.5
