word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Third,0,5,0.482,0.7632,wav2vec2_ctc_forced_alignment,-0.03067,1,29,2,2,True,309,52,170,170,0.5
1,another,7,14,0.944,1.2854,wav2vec2_ctc_forced_alignment,-0.03067,1,36,2,2,True,314,58,159,159,1.0
2,big,15,18,1.3256,1.4862,wav2vec2_ctc_forced_alignment,-0.03067,1,17,1,1,True,305,53,164,164,1.5
3,benefit,19,26,1.5465,1.9683,wav2vec2_ctc_forced_alignment,-0.03067,1,43,2,2,True,303,53,164,164,2.0
4,of,27,29,2.0285,2.0687,wav2vec2_ctc_forced_alignment,-0.03067,1,5,1,1,True,303,53,164,164,2.0
5,exhibiting,30,40,2.1892,2.6913,wav2vec2_ctc_forced_alignment,-0.03067,1,51,2,2,True,295,53,167,167,2.5
6,is,41,43,2.8319,2.9122,wav2vec2_ctc_forced_alignment,-0.03067,1,9,1,1,True,296,54,162,162,3.0
7,connecting,44,54,3.0126,3.4947,wav2vec2_ctc_forced_alignment,-0.03067,1,49,2,2,True,296,50,169,169,3.5
8,with,55,59,3.5549,3.6955,wav2vec2_ctc_forced_alignment,-0.03067,1,16,1,1,True,296,50,169,169,3.5
9,existing,60,68,3.816,4.3181,wav2vec2_ctc_forced_alignment,-0.03067,1,51,2,2,True,297,54,156,156,4.0
10,clients,69,76,4.3784,4.8001,wav2vec2_ctc_forced_alignment,-0.03067,1,43,2,2,True,301,56,163,163,4.5
