word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Say,0,3,0.6024,0.7229,wav2vec2_ctc_forced_alignment,-0.05276,1,13,1,1,True,231,20,101,101,0.5
1,twenty,4,10,0.8032,1.0241,wav2vec2_ctc_forced_alignment,-0.05276,1,23,1,1,True,237,21,102,102,1.0
2,percent,11,18,1.0844,1.4458,wav2vec2_ctc_forced_alignment,-0.05276,1,38,2,2,True,235,19,103,103,1.5
3,so,19,21,1.5864,1.7269,wav2vec2_ctc_forced_alignment,-0.05276,1,15,1,1,True,235,19,103,103,1.5
4,if,22,24,1.9478,1.988,wav2vec2_ctc_forced_alignment,-0.05276,1,5,1,1,True,241,19,101,101,2.0
5,you've,25,31,2.0482,2.2089,wav2vec2_ctc_forced_alignment,-0.05276,3,17,1,1,True,241,19,101,101,2.0
6,got,32,35,2.249,2.3294,wav2vec2_ctc_forced_alignment,-0.05276,1,9,2,2,True,241,21,101,101,2.5
7,a,36,37,2.3896,2.4097,wav2vec2_ctc_forced_alignment,-0.05276,1,3,1,1,True,241,21,101,101,2.5
8,thousand,38,46,2.4699,2.7912,wav2vec2_ctc_forced_alignment,-0.05276,1,33,2,2,True,241,21,101,101,2.5
9,square,47,53,2.8113,3.0523,wav2vec2_ctc_forced_alignment,-0.05276,1,25,1,1,True,228,18,103,103,3.0
10,foot,54,58,3.1125,3.2932,wav2vec2_ctc_forced_alignment,-0.05276,1,19,2,2,True,228,18,103,103,3.0
11,condo,59,64,3.6949,4.0362,wav2vec2_ctc_forced_alignment,-0.05276,1,36,2,2,True,214,22,100,100,4.0
