word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,In,0,2,0.8227,0.8628,wav2vec2_ctc_forced_alignment,-0.02919,1,5,1,1,True,156,36,204,204,1.0
1,the,3,6,0.9029,0.9631,wav2vec2_ctc_forced_alignment,-0.02919,1,7,1,1,True,156,36,204,204,1.0
2,United,7,13,1.0233,1.2842,wav2vec2_ctc_forced_alignment,-0.02919,1,27,2,2,True,156,36,204,204,1.0
3,States,14,20,1.3444,1.5852,wav2vec2_ctc_forced_alignment,-0.02919,1,26,1,1,True,124,37,209,209,1.5
4,we,21,23,1.6454,1.7457,wav2vec2_ctc_forced_alignment,-0.02919,1,11,1,1,True,124,37,209,209,1.5
5,don't,24,29,1.8661,2.0868,wav2vec2_ctc_forced_alignment,-0.02919,3,23,1,1,True,117,35,212,212,2.0
6,punish,30,36,2.2072,2.5082,wav2vec2_ctc_forced_alignment,-0.02919,1,31,2,2,True,128,48,200,200,2.5
7,failure,37,44,2.6487,3.0901,wav2vec2_ctc_forced_alignment,-0.02919,1,45,2,2,True,123,46,213,213,3.0
8,to,45,47,3.5315,3.6319,wav2vec2_ctc_forced_alignment,-0.02919,1,11,1,1,True,126,42,209,209,3.5
9,the,48,51,3.6921,3.7523,wav2vec2_ctc_forced_alignment,-0.02919,1,7,2,2,True,126,42,209,209,3.5
10,degree,52,58,3.8125,4.1736,wav2vec2_ctc_forced_alignment,-0.02919,1,37,1,1,True,126,37,216,216,4.0
11,to,59,61,4.274,4.3342,wav2vec2_ctc_forced_alignment,-0.02919,1,7,1,1,True,130,41,208,208,4.5
12,which,62,67,4.4345,4.6351,wav2vec2_ctc_forced_alignment,-0.02919,1,22,1,1,True,130,41,208,208,4.5
13,failure,68,75,4.9161,5.2973,wav2vec2_ctc_forced_alignment,-0.02919,1,39,2,2,True,125,38,213,213,5.0
14,is,76,78,5.3575,5.4177,wav2vec2_ctc_forced_alignment,-0.02919,1,7,1,1,True,132,32,221,221,5.5
15,punished,79,87,5.518,5.8792,wav2vec2_ctc_forced_alignment,-0.02919,1,37,2,2,True,132,32,221,221,5.5
16,in,88,90,6.3206,6.3608,wav2vec2_ctc_forced_alignment,-0.02919,1,5,1,1,True,155,39,206,206,6.5
17,Europe,91,97,6.6417,6.8825,wav2vec2_ctc_forced_alignment,-0.02919,1,25,2,2,True,160,45,199,199,7.0
