word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,is,0,2,0.0401,0.1404,wav2vec2_ctc_forced_alignment,-0.75637,1,11,1,1,True,452,147,206,206,0.0
1,you,4,7,0.1805,0.2406,wav2vec2_ctc_forced_alignment,-0.75637,1,7,1,1,True,452,147,206,206,0.0
2,can,8,11,0.2607,0.381,wav2vec2_ctc_forced_alignment,-0.75637,1,13,1,1,True,463,158,193,193,0.5
3,say,12,15,0.4411,0.6416,wav2vec2_ctc_forced_alignment,-0.75637,1,21,1,1,True,463,158,193,193,0.5
4,hey,17,20,0.782,1.0426,wav2vec2_ctc_forced_alignment,-0.75637,1,27,1,1,True,475,161,189,189,1.0
5,I,21,22,1.5038,1.5238,wav2vec2_ctc_forced_alignment,-0.75637,1,3,1,1,True,492,152,189,189,1.5
6,really,23,29,2.0451,2.3058,wav2vec2_ctc_forced_alignment,-0.75637,1,27,2,2,True,487,156,194,194,2.0
7,like,30,34,2.4061,2.6868,wav2vec2_ctc_forced_alignment,-0.75637,1,29,1,1,True,488,161,204,204,2.5
8,baby,35,39,2.9875,3.2682,wav2vec2_ctc_forced_alignment,-0.75637,1,29,2,2,True,480,154,209,209,3.0
9,skin,40,44,3.3083,3.6492,wav2vec2_ctc_forced_alignment,-0.75637,1,35,1,1,True,462,143,215,215,3.5
10,they,46,50,3.6893,3.7895,wav2vec2_ctc_forced_alignment,-0.75637,1,11,2,2,True,462,143,215,215,3.5
11,are,51,54,3.8096,3.8697,wav2vec2_ctc_forced_alignment,-0.75637,1,7,1,1,True,462,148,212,212,4.0
12,so,55,57,3.8898,4.0101,wav2vec2_ctc_forced_alignment,-0.75637,1,13,1,1,True,462,148,212,212,4.0
13,soft,58,62,4.2908,4.6116,wav2vec2_ctc_forced_alignment,-0.75637,1,33,1,1,True,444,365,304,304,4.5
14,they,64,68,4.6517,4.7319,wav2vec2_ctc_forced_alignment,-0.75637,1,9,1,1,True,444,365,304,304,4.5
15,don’t,69,74,4.772,4.9525,wav2vec2_ctc_forced_alignment,-0.75637,3,19,1,1,True,454,149,229,229,5.0
16,have,75,79,5.0327,5.2532,wav2vec2_ctc_forced_alignment,-0.75637,1,23,2,2,True,454,149,229,229,5.0
17,any,80,83,5.3334,5.4738,wav2vec2_ctc_forced_alignment,-0.75637,1,15,1,1,True,448,148,227,227,5.5
18,hair,84,88,5.5339,5.7144,wav2vec2_ctc_forced_alignment,-0.75637,1,19,1,1,True,448,148,227,227,5.5
19,on,89,91,5.7745,5.8146,wav2vec2_ctc_forced_alignment,-0.75637,1,5,1,1,True,455,146,228,228,6.0
20,their,92,97,5.8748,5.9951,wav2vec2_ctc_forced_alignment,-0.75637,1,14,1,1,True,455,146,228,228,6.0
21,face,98,102,6.0352,6.2557,wav2vec2_ctc_forced_alignment,-0.75637,1,23,2,2,True,455,146,228,228,6.0
