word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,Key,0,3,1.8623,1.9824,wav2vec2_ctc_forced_alignment,-0.25695,1,13,1,1,True,412,60,417,417,2.0
1,Polymer,4,11,3.0437,3.3641,wav2vec2_ctc_forced_alignment,-0.25695,1,33,2,2,True,392,53,433,433,3.0
2,brings,12,18,3.4042,3.6044,wav2vec2_ctc_forced_alignment,-0.25695,1,21,1,1,True,384,57,424,424,3.5
3,a,19,20,3.6845,3.7045,wav2vec2_ctc_forced_alignment,-0.25695,1,3,1,1,True,384,57,424,424,3.5
4,technical,21,30,3.7646,4.1451,wav2vec2_ctc_forced_alignment,-0.25695,1,40,1,1,True,401,52,431,431,4.0
5,aspect,31,37,4.3854,4.6857,wav2vec2_ctc_forced_alignment,-0.25695,1,31,1,1,True,410,57,424,424,4.5
6,to,38,40,4.7258,4.866,wav2vec2_ctc_forced_alignment,-0.25695,1,15,2,2,True,401,56,426,426,5.0
7,our,41,44,5.8672,5.9473,wav2vec2_ctc_forced_alignment,-0.25695,1,9,1,1,True,390,54,427,427,6.0
8,operation,45,54,6.0074,6.4279,wav2vec2_ctc_forced_alignment,-0.25695,1,43,2,2,True,390,54,427,427,6.0
9,that,55,59,6.508,6.6281,wav2vec2_ctc_forced_alignment,-0.25695,1,13,1,1,True,386,60,420,420,6.5
10,we,60,62,6.6882,6.7483,wav2vec2_ctc_forced_alignment,-0.25695,1,7,1,1,True,386,60,420,420,6.5
11,don't,63,68,6.8284,7.0086,wav2vec2_ctc_forced_alignment,-0.25695,3,19,1,1,True,393,60,413,413,7.0
12,have,69,73,7.0486,7.2088,wav2vec2_ctc_forced_alignment,-0.25695,1,17,1,1,True,393,60,413,413,7.0
13,internally,74,84,7.2889,7.6894,wav2vec2_ctc_forced_alignment,-0.25695,1,41,1,1,True,399,56,425,425,7.5
