word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,It,0,2,0.5804,0.6204,wav2vec2_ctc_forced_alignment,-0.06831,1,5,1,1,True,333,55,162,162,0.5
1,becomes,3,10,0.7005,1.1208,wav2vec2_ctc_forced_alignment,-0.06831,1,43,2,2,True,325,47,170,170,1.0
2,easier,11,17,1.381,1.7812,wav2vec2_ctc_forced_alignment,-0.06831,1,41,2,2,True,328,52,163,163,1.5
3,at,18,20,1.9613,2.0014,wav2vec2_ctc_forced_alignment,-0.06831,1,5,1,1,True,322,47,174,174,2.0
4,each,21,25,2.1815,2.3416,wav2vec2_ctc_forced_alignment,-0.06831,1,17,2,2,True,331,57,160,160,2.5
5,one,26,29,2.4817,2.5618,wav2vec2_ctc_forced_alignment,-0.06831,1,9,1,1,True,331,57,160,160,2.5
6,of,30,32,2.6218,2.6618,wav2vec2_ctc_forced_alignment,-0.06831,1,5,1,1,True,331,57,160,160,2.5
7,these,33,38,2.7019,2.862,wav2vec2_ctc_forced_alignment,-0.06831,1,17,2,2,True,327,57,163,163,3.0
8,conferences,39,50,2.942,3.5625,wav2vec2_ctc_forced_alignment,-0.06831,1,63,2,2,True,327,57,163,163,3.5
9,to,51,53,4.1028,4.2029,wav2vec2_ctc_forced_alignment,-0.06831,1,11,1,1,True,321,51,168,168,4.0
10,connect,54,61,4.2629,4.5832,wav2vec2_ctc_forced_alignment,-0.06831,1,33,1,1,True,311,51,164,164,4.5
11,with,62,66,4.6632,4.8033,wav2vec2_ctc_forced_alignment,-0.06831,1,15,2,2,True,311,51,164,164,4.5
12,people,67,73,4.8633,5.1636,wav2vec2_ctc_forced_alignment,-0.06831,1,31,1,1,True,314,50,163,163,5.0
13,that,74,78,5.2436,5.3437,wav2vec2_ctc_forced_alignment,-0.06831,1,11,2,2,True,315,47,161,161,5.5
14,you've,79,85,5.3837,5.6039,wav2vec2_ctc_forced_alignment,-0.06831,3,23,1,1,True,315,47,161,161,5.5
15,met,86,89,5.6839,5.884,wav2vec2_ctc_forced_alignment,-0.06831,1,21,2,2,True,314,54,162,162,6.0
16,or,90,92,6.4244,6.4845,wav2vec2_ctc_forced_alignment,-0.06831,1,7,1,1,True,323,46,164,164,6.5
17,that,93,97,6.5645,6.6646,wav2vec2_ctc_forced_alignment,-0.06831,1,11,1,1,True,323,46,164,164,6.5
18,you're,98,104,6.7046,6.8647,wav2vec2_ctc_forced_alignment,-0.06831,3,17,2,2,True,319,47,167,167,7.0
19,doing,105,110,6.9048,7.1049,wav2vec2_ctc_forced_alignment,-0.06831,1,21,1,1,True,319,47,167,167,7.0
20,business,111,119,7.1849,7.5652,wav2vec2_ctc_forced_alignment,-0.06831,1,40,2,2,True,317,58,160,160,7.5
21,with,120,124,7.6252,7.8454,wav2vec2_ctc_forced_alignment,-0.06831,1,23,2,2,True,317,58,160,160,7.5
