word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,What,0,4,0.0,1.7607,wav2vec2_ctc_forced_alignment,-0.18577,1,177,5,5,True,204,61,194,194,1.0
1,ever,5,9,1.8207,1.9407,wav2vec2_ctc_forced_alignment,-0.18577,1,13,1,1,True,209,65,191,191,2.0
2,we,10,12,2.0008,2.0608,wav2vec2_ctc_forced_alignment,-0.18577,1,7,1,1,True,209,65,191,191,2.0
3,turn,13,17,2.1408,2.3009,wav2vec2_ctc_forced_alignment,-0.18577,1,17,2,2,True,209,65,191,191,2.0
4,our,18,21,2.3609,2.4409,wav2vec2_ctc_forced_alignment,-0.18577,1,9,1,1,True,215,68,184,184,2.5
5,attention,22,31,2.4809,2.8411,wav2vec2_ctc_forced_alignment,-0.18577,1,37,2,2,True,215,68,184,184,2.5
6,to,32,34,2.9211,3.0612,wav2vec2_ctc_forced_alignment,-0.18577,1,15,1,1,True,220,64,190,190,3.0
7,is,35,37,3.2612,3.3012,wav2vec2_ctc_forced_alignment,-0.18577,1,5,1,1,True,235,75,174,174,3.5
8,what,38,42,3.3613,3.4613,wav2vec2_ctc_forced_alignment,-0.18577,1,11,1,1,True,235,75,174,174,3.5
9,grows,43,48,3.5213,3.8615,wav2vec2_ctc_forced_alignment,-0.18577,1,35,2,2,True,235,75,174,174,3.5
10,and,49,52,4.3616,4.4417,wav2vec2_ctc_forced_alignment,-0.18577,1,9,1,1,True,213,64,186,186,4.5
11,so,53,55,4.5417,4.6417,wav2vec2_ctc_forced_alignment,-0.18577,1,11,1,1,True,213,64,186,186,4.5
12,if,56,58,4.7418,4.7818,wav2vec2_ctc_forced_alignment,-0.18577,1,5,2,2,True,212,61,189,189,5.0
13,we,59,61,4.8618,4.9619,wav2vec2_ctc_forced_alignment,-0.18577,1,11,1,1,True,212,61,189,189,5.0
14,believe,62,69,5.0619,5.5221,wav2vec2_ctc_forced_alignment,-0.18577,1,47,2,2,True,186,65,207,207,5.5
15,that,70,74,5.6421,5.7622,wav2vec2_ctc_forced_alignment,-0.18577,1,13,2,2,True,186,65,207,207,5.5
16,anything,75,83,5.8422,6.1223,wav2vec2_ctc_forced_alignment,-0.18577,1,29,1,1,True,178,72,207,207,6.0
17,is,84,86,6.1823,6.2423,wav2vec2_ctc_forced_alignment,-0.18577,1,7,1,1,True,178,72,207,207,6.0
18,possible,87,95,6.3024,6.7025,wav2vec2_ctc_forced_alignment,-0.18577,1,41,1,1,True,177,64,193,193,6.5
19,if,97,99,6.7625,6.8026,wav2vec2_ctc_forced_alignment,-0.18577,1,5,1,1,True,204,60,191,191,7.0
20,we,100,102,6.9026,7.0426,wav2vec2_ctc_forced_alignment,-0.18577,1,15,1,1,True,204,60,191,191,7.0
21,believe,103,110,7.5628,8.103,wav2vec2_ctc_forced_alignment,-0.18577,1,55,2,2,True,217,74,185,185,8.0
22,that,111,115,8.5432,8.8033,wav2vec2_ctc_forced_alignment,-0.18577,1,27,2,2,True,194,59,204,204,8.5
23,social,116,122,9.4636,9.7036,wav2vec2_ctc_forced_alignment,-0.18577,1,25,1,1,True,201,68,189,189,9.5
24,justice,123,130,9.7837,10.1238,wav2vec2_ctc_forced_alignment,-0.18577,1,35,1,1,True,212,68,193,193,10.0
25,can,131,134,10.1838,10.3239,wav2vec2_ctc_forced_alignment,-0.18577,1,15,2,2,True,214,73,194,194,10.5
26,be,135,137,10.4239,10.5039,wav2vec2_ctc_forced_alignment,-0.18577,1,9,1,1,True,214,73,194,194,10.5
27,achieved,138,146,10.564,10.9441,wav2vec2_ctc_forced_alignment,-0.18577,1,39,2,2,True,229,73,174,174,11.0
28,and,147,150,10.9841,11.0642,wav2vec2_ctc_forced_alignment,-0.18577,1,9,1,1,True,229,73,174,174,11.0
29,if,151,153,11.0842,11.1242,wav2vec2_ctc_forced_alignment,-0.18577,1,5,1,1,True,229,73,174,174,11.0
30,we,154,156,11.1842,11.2442,wav2vec2_ctc_forced_alignment,-0.18577,1,7,1,1,True,229,73,174,174,11.0
31,believe,157,164,11.3243,11.7844,wav2vec2_ctc_forced_alignment,-0.18577,1,47,2,2,True,227,89,178,178,11.5
32,in,165,167,11.9445,12.0045,wav2vec2_ctc_forced_alignment,-0.18577,1,7,1,1,True,203,56,197,197,12.0
33,youth,168,173,12.1045,12.3847,wav2vec2_ctc_forced_alignment,-0.18577,1,29,2,2,True,203,56,197,197,12.0
34,they,175,179,13.1049,13.205,wav2vec2_ctc_forced_alignment,-0.18577,1,11,1,1,True,191,54,208,208,13.0
35,will,180,184,13.245,13.365,wav2vec2_ctc_forced_alignment,-0.18577,1,14,2,2,True,196,59,204,204,13.5
36,believe,185,192,13.385,13.5651,wav2vec2_ctc_forced_alignment,-0.18577,1,19,1,1,True,196,59,204,204,13.5
37,in,193,195,13.6051,13.6451,wav2vec2_ctc_forced_alignment,-0.18577,1,5,1,1,True,196,59,204,204,13.5
38,themselves,196,206,13.6851,14.1253,wav2vec2_ctc_forced_alignment,-0.18577,1,45,2,2,True,189,57,205,205,14.0
