word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,nearest_frame_sec
0,I,0,1,0.0801,0.1002,wav2vec2_ctc_forced_alignment,-0.1861,1,3,1,1,True,296,52,170,170,0.0
1,started,2,9,1.2821,1.6426,wav2vec2_ctc_forced_alignment,-0.1861,1,37,1,1,True,311,44,169,169,1.5
2,a,10,11,1.7628,1.7829,wav2vec2_ctc_forced_alignment,-0.1861,1,3,1,1,True,315,44,162,162,2.0
3,successful,12,22,1.8429,2.4038,wav2vec2_ctc_forced_alignment,-0.1861,1,57,2,2,True,315,44,162,162,2.0
4,Legal,23,28,2.504,2.7244,wav2vec2_ctc_forced_alignment,-0.1861,1,23,1,1,True,317,42,164,164,2.5
5,Nurse,29,34,2.7845,2.9647,wav2vec2_ctc_forced_alignment,-0.1861,1,19,1,1,True,323,43,174,174,3.0
6,Consulting,35,45,3.0248,3.5256,wav2vec2_ctc_forced_alignment,-0.1861,1,52,2,2,True,329,52,167,167,3.5
7,Business,46,54,3.5857,4.0064,wav2vec2_ctc_forced_alignment,-0.1861,1,43,2,2,True,328,49,168,168,4.0
8,in,55,57,4.7676,5.1082,wav2vec2_ctc_forced_alignment,-0.1861,1,35,1,1,True,320,44,168,168,5.0
9,1989,58,62,5.1082,5.649,wav2vec2_ctc_forced_alignment,-0.1861,1,55,2,2,True,322,56,164,164,5.5
10,I,64,65,5.649,5.6691,wav2vec2_ctc_forced_alignment,-0.1861,1,3,1,1,True,322,56,164,164,5.5
11,mentor,66,72,6.5505,6.891,wav2vec2_ctc_forced_alignment,-0.1861,1,35,2,2,True,306,59,170,170,6.5
12,nurses,73,79,6.9511,7.3117,wav2vec2_ctc_forced_alignment,-0.1861,1,37,2,2,True,310,54,162,162,7.0
13,who,80,83,7.3918,7.472,wav2vec2_ctc_forced_alignment,-0.1861,1,9,1,1,True,310,47,167,167,7.5
14,want,84,88,7.5721,7.7925,wav2vec2_ctc_forced_alignment,-0.1861,1,23,2,2,True,310,47,167,167,7.5
15,to,89,91,7.8526,7.9127,wav2vec2_ctc_forced_alignment,-0.1861,1,7,1,1,True,307,48,175,175,8.0
16,become,92,98,7.9728,8.2532,wav2vec2_ctc_forced_alignment,-0.1861,1,29,2,2,True,307,48,175,175,8.0
17,Legal,99,104,8.3333,8.5537,wav2vec2_ctc_forced_alignment,-0.1861,1,23,1,1,True,300,53,169,169,8.5
18,Nurse,105,110,8.5938,8.7941,wav2vec2_ctc_forced_alignment,-0.1861,1,21,2,2,True,300,53,169,169,8.5
19,Consultants,111,122,8.8742,9.4752,wav2vec2_ctc_forced_alignment,-0.1861,1,62,2,2,True,302,56,170,170,9.0
